hgnc_id	hugo	chrom	accession	entrez	ensembl	refseq	uniprot
8238	OR2B3	6p22.1		442184	ENSG00000204703		O76000
8239	OR2B4P	6p22.2-p21.32					
8241	OR2B6	6p22.1	U86275	26212	ENSG00000124657		P58173
13967	OR2B7P	6p22.1		81695	ENSG00000187763		
13968	OR2B8P	6p22.1		65944	ENSG00000182477		P59922
31249	OR2B11	1q44		127623	ENSG00000177535	NM_001004492	Q5JQS5
31250	OR2BH1P	11p14.1		403238	ENSG00000272882		
8242	OR2C1	16p13.3	AF098664	4993	ENSG00000168158		O95371
15005	OR2C3	1q44	BC030717	81472	ENSG00000196242	NM_198074	Q8N628
8244	OR2D2	11p15.4	AB065824	120776	ENSG00000166368	NM_003700	Q9H210
15146	OR2D3	11p15.4	BK004294	120775	ENSG00000178358	NM_001004684	Q8NGH3
15507	OR2E1P	6p22.1	AC005678	26719	ENSG00000219262		
8246	OR2F1	7q35	U56421	26211	ENSG00000213215		Q13607
8247	OR2F2	7q35		135948	ENSG00000221910		O95006
8251	OR2G1P	6p22.1		26717	ENSG00000213911		
15007	OR2G2	1q44	BK004472	81470	ENSG00000177489		Q8NGZ5
15008	OR2G3	1q44	BK004417	81469	ENSG00000177476		Q8NGZ4
27019	OR2G6	1q44		391211	ENSG00000188558	XM_372842	Q5TZ20
8252	OR2H1	6p22.1	AF044491	26716	ENSG00000204688		Q9GZK4
8253	OR2H2	6p22.1		7932	ENSG00000204657		O95918
8255	OR2H4P	6p22.2-p21.31		442189			
8256	OR2H5P	6p22.1	AF042075	26713	ENSG00000232173		
8258	OR2I1P	6p22.1	AC004179	442197	ENSG00000237988		Q8NGU4
8259	OR2J1	6p22.1		442185	ENSG00000204702	NG_004683	Q9GZK6
8260	OR2J2	6p22.1		26707	ENSG00000204700		O76002
8261	OR2J3	6p22.1		442186	ENSG00000204701		O76001
8262	OR2J4P	6p22.1		442188	ENSG00000224233		
8264	OR2K2	9q31.3	X64977	26248	ENSG00000171133	NM_205859	Q8NGT1
8265	OR2L1P	1q44	X64980	26247	ENSG00000224227	NR_002145	
8266	OR2L2	1q44	X64978	26246	ENSG00000203663	NM_001004686	Q8NH16
15009	OR2L3	1q44	AB065950	391192	ENSG00000198128	NM_001004687	Q8NG85
15011	OR2L5	1q44		81466	ENSG00000197454		Q8NG80
15012	OR2L6P	1q44		81465	ENSG00000232215		
15014	OR2L8	1q44	BK004459	391190	ENSG00000279263		Q8NGY9
15015	OR2L9P	1q44		81462	ENSG00000237492		
19578	OR2L13	1q44	BC028158	284521	ENSG00000196071	NM_175911	Q8N349
8267	OR2M1P	1q44	AF308814	388762	ENSG00000177233	NR_002141	
8268	OR2M2	1q44	AF399616	391194	ENSG00000198601	NM_001004688	Q96R28
8269	OR2M3	1q44		127062	ENSG00000228198	NM_001004689	Q8NG83
8270	OR2M4	1q44	X64992	26245	ENSG00000171180	NM_017504	Q96R27
19576	OR2M5	1q44		127059	ENSG00000162727	NM_001004690	A3KFT3
19594	OR2M7	1q44	BK004486	391196	ENSG00000177186	NM_001004691	Q8NG81
8271	OR2N1P	6p22.2-p21.31	AJ132194				
8272	OR2P1P	6p22.1		442183	ENSG00000236909		
8273	OR2Q1P	7q35	AC004853	346524	ENSG00000273377		
8274	OR2R1P	7q35		392132	ENSG00000236853	NG_004373.2	
8275	OR2S1P	9p13.3		392313	ENSG00000228307		
8276	OR2S2	9p13.3	AL135841	56656	ENSG00000278889	NM_019897	Q9NQN1
8277	OR2T1	1q44	U86215	26696	ENSG00000175143		O43869
14725	OR2T2	1q44	BK004462	401992	ENSG00000196240	NM_001004136	Q6IF00
14727	OR2T3	1q44		343173	ENSG00000196539	NM_001005495	Q8NH03
15016	OR2T4	1q44	BK004464	127074	ENSG00000196944	NM_001004696	Q8NH00
15017	OR2T5	1q44	BK004465	401993	ENSG00000203661	NM_001004697	Q6IEZ7
15018	OR2T6	1q44	AF399481	254879	ENSG00000198104	NM_001005471	Q8NHC8
15019	OR2T7	1q44		81458	ENSG00000227152		P0C7T2
15020	OR2T8	1q44		343172	ENSG00000177462	NM_001005522	A6NH00
19573	OR2T10	1q44		127069	ENSG00000184022	NM_001004693	Q8NGZ9
19574	OR2T11	1q44	BK004476	127077	ENSG00000279301	NM_001001964	Q8NH01
19592	OR2T12	1q44	BK004485	127064	ENSG00000177201	NM_001004692	Q8NG77
31252	OR2T27	1q44		403239	ENSG00000187701	NM_001001824	Q8NH04
31253	OR2T29	1q44		343563	ENSG00000182783	NM_001004694	Q8NH02
31254	OR2T32P	1q44		403241	ENSG00000197067		
31255	OR2T33	1q44		391195	ENSG00000177212	NM_001004695	Q8NG76
31256	OR2T34	1q44	BK004477	127068	ENSG00000183310	NM_001001821	Q8NGX1
31257	OR2T35	1q44	BK004475	403244	ENSG00000177151	NM_001001827	Q8NGX2
8278	OR2U1P	6p22.1		26695	ENSG00000204697	NM_001080842	
8279	OR2U2P	6p22.1		26694	ENSG00000242524		
8280	OR2V1	5q35.3	AB065465	26693	ENSG00000185372		Q8NHB1
15341	OR2V2	5q35.3	AL161615	285659	ENSG00000182613		Q96R30
8281	OR2W1	6p22.1	AL035402	26692	ENSG00000204704		Q9Y3N9
13970	OR2W2P	6p22.1		81694	ENSG00000217315		
15021	OR2W3	1q44	N75737	343171	ENSG00000238243	NM_001001957	Q7Z3T1
15071	OR2W4P	6p22.1		81407	ENSG00000216629		
15424	OR2W5	1q44		441932	ENSG00000203664	NM_001004698	A6NFC9
15072	OR2W6P	6p22.1	AL133267	81406	ENSG00000168126		Q8NHA6
31258	OR2X1P	1q44		403245	ENSG00000224830		
14837	OR2Y1	5q35.3	AB065676	134083	ENSG00000174339	XM_068682	Q8NGV0
15391	OR2Z1	19p13.2	AC008753	284383	ENSG00000181733		Q8NG97
8282	OR3A1	17p13.3	X80391	4994	ENSG00000180090		P47881
8283	OR3A2	17p13.3	U04713	4995			P47893
8284	OR3A3	17p13.2	U04688	8392	ENSG00000159961		P47888
15510	OR3A4P	17p13.3	BK004695	390756	ENSG00000180068	NM_001005334	P47883
8286	OR3A5P	17p13.3	AF087921	100856809	ENSG00000272546		
14839	OR3B1P	Xq28	AF277315	392561	ENSG00000237619		
25339	OR3D1P	1q44		504175	ENSG00000230411		
8289	OR4A1P	11p11.12	AF065869	8596	ENSG00000254408		
15159	OR4A2P	11q11		390133	ENSG00000227547		
15160	OR4A3P	11q11		81320	ENSG00000254464		
15161	OR4A4P	11q11		390134	ENSG00000254769		Q8NGN8
15162	OR4A5	11q11	AB065506	81318	ENSG00000221840	NM_001005272	Q8NH83
15163	OR4A6P	11q11		390131	ENSG00000255078		
15164	OR4A7P	11q11		81316	ENSG00000255349		
15165	OR4A8	11q11		81315	ENSG00000225997		P0C604
15166	OR4A9P	11q11		390137	ENSG00000254891		
15147	OR4A10P	11q11		390138	ENSG00000254886		
15148	OR4A11P	11q11	AC011829	390136	ENSG00000254663		
15149	OR4A12P	11q11		81331	ENSG00000254723		
15150	OR4A13P	11q11		81330	ENSG00000181950		
15151	OR4A14P	11q11		81329	ENSG00000254962		
15152	OR4A15	11q11	AB065776	81328	ENSG00000181958	NM_001005275	Q8NGL6
15153	OR4A16	11q11	AB065519	81327	ENSG00000181961	NM_001005274	Q8NH70
15154	OR4A17P	11q11		390139	ENSG00000255196		
15155	OR4A18P	11p11.12		81325	ENSG00000254637		
15156	OR4A19P	11p11.12		81324	ENSG00000254940		
15158	OR4A21P	11q11		81322	ENSG00000181943		
31259	OR4A40P	11p11.2		390116	ENSG00000254832		
31260	OR4A41P	11p11.2		403247	ENSG00000255297		
31261	OR4A42P	11p11.2		403248	ENSG00000254674		
31262	OR4A43P	11p11.2		390117	ENSG00000255534		
31263	OR4A44P	11p11.2		403250	ENSG00000255053		
31264	OR4A45P	11p11.2		403251	ENSG00000213607		
31265	OR4A46P	11p11.2		403252	ENSG00000255304		
31266	OR4A47	11p11.2	BK004380	403253	ENSG00000237388	NM_001005512	Q6IF82
31267	OR4A48P	11p11.2		403254	ENSG00000255113		
31268	OR4A49P	11p11.12		403255	ENSG00000254472		
31269	OR4A50P	11q11		403256	ENSG00000255294		
8290	OR4B1	11p11.2	AB065848	119765	ENSG00000175619	NM_001005470	Q8NGF8
8291	OR4B2P	11p11.2		26690	ENSG00000255514		
8292	OR4C1P	11q11	X64985	26242	ENSG00000254576	NG_002184	
14696	OR4C2P	11p11.2		119750	ENSG00000182565		
14697	OR4C3	11p11.2	AB065567	256144	ENSG00000176547	NM_001004702	Q8NH37
14700	OR4C4P	11p11.2		79550	ENSG00000197161		
14702	OR4C5	11p11.2		79346	ENSG00000176540	NG_002247	Q8NGB2
14743	OR4C6	11q11	CR593785	219432	ENSG00000181903	NM_001004704	Q8NH72
14768	OR4C7P	11q11		79294	ENSG00000255312		
14796	OR4C9P	11p11.2		79530	ENSG00000254925		
14800	OR4C10P	11p11.2		79526	ENSG00000184789		
15167	OR4C11	11q11	AB065774	219429	ENSG00000172188	NM_001004700	Q6IEV9
15168	OR4C12	11p11.12	BK004413	283093	ENSG00000221954	NM_001005270	Q96R67
15169	OR4C13	11p11.12	AB065750	283092	ENSG00000258817	NM_001001955	Q8NGP0
15170	OR4C14P	11q11		81310	ENSG00000233301		
15171	OR4C15	11q11	BK004319	81309	ENSG00000181939	NM_001001920	Q8NGM1
15172	OR4C16	11q11	AB065773	219428	ENSG00000279514	NM_001004701	Q8NGL9
31270	OR4C45	11p11.12		403257	ENSG00000260811		A6NMZ5
31271	OR4C46	11q11		119749	ENSG00000185926	NM_001004703	A6NHA9
31272	OR4C48P	11p11.12		403259	ENSG00000283605	NG_004421	
31273	OR4C49P	11p11.12		403260	ENSG00000260595		
31274	OR4C50P	11q11		256190	ENSG00000237610		
8293	OR4D1	17q22	X89670	26689	ENSG00000141194		Q15615
8294	OR4D2	17q22		124538	ENSG00000255713		P58180
14852	OR4D5	11q24.1	BK004316	219875	ENSG00000171014	NM_001001965	Q8NGN0
15175	OR4D6	11q12.1	AB065803	219983	ENSG00000166884	NM_001004708	Q8NGJ1
15176	OR4D7P	11q12.1		81304	ENSG00000254770		
15177	OR4D8P	11q12.1		401696	ENSG00000204989		
15178	OR4D9	11q12.1	AB065861	390199	ENSG00000172742	NM_001004711	Q8NGE8
15173	OR4D10	11q12.1	AB065808	390197	ENSG00000254466	NM_001004705	Q8NGI6
15174	OR4D11	11q12.1	AB065810	219986	ENSG00000176200	NM_001004706	Q8NGI4
19587	OR4D12P	4p16.3		282754	ENSG00000198787	NG_004296	
8296	OR4E1	14q11.2		26687	ENSG00000276240		P0C645
8297	OR4E2	14q11.2		26686	ENSG00000221977		Q8NGC2
8298	OR4F1P	6p25.3		26685	ENSG00000220212		
8299	OR4F2P	11p15.5		390028	ENSG00000224777		
8300	OR4F3	5q35.3	AC004908	26683	ENSG00000230178		Q6IEY1
8301	OR4F4	15q26.3		26682	ENSG00000177693	NM_001004195	Q96R69
14825	OR4F5	1p36.33	AB065592	79501	ENSG00000186092	NM_001005484	Q8NH21
15372	OR4F6	15q26.3	AC025234	390648	ENSG00000184140		Q8NGB9
15089	OR4F7P	6q27	AC069287	81390	ENSG00000217874		
15395	OR4F8P	19p13.3	AC016626	390872	ENSG00000266971		
15076	OR4F13P	15q26.3	AB065564, AY792621	390651	ENSG00000214344	NR_046417	
15077	OR4F14P	15q26.3	AB065901	390650	ENSG00000232459		
15078	OR4F15	15q26.3	BK004405	390649		NM_001001674	Q8NGB8
15079	OR4F16	1p36.33		81399	ENSG00000284662	NM_001005277	Q6IEY1
15381	OR4F17	19p13.3	AC005605	81099			Q8NGA8
19583	OR4F21	8p23.3		441308	ENSG00000176269		O95013
31229	OR4F28P	15q26.3		390652	ENSG00000257109		
31275	OR4F29	1p36.33		729759	ENSG00000284733	NM_001005221	Q6IEY1
8302	OR4G1P	19p13.3		26681	ENSG00000267310		
8303	OR4G2P	15q26.3	AF282024	26680	ENSG00000183909	NG_003201	
8304	OR4G3P	19p13.3		26679	ENSG00000282137		
14822	OR4G4P	1p36.33		79504	ENSG00000268020	NG_004148	
15039	OR4G6P	15q26.3	AC005604	81438			
31276	OR4G11P	1p36.33		403263	ENSG00000240361	NG_004423	
8312	OR4H6P	15q11.2	U86230	26322	ENSG00000261277		
19433	OR4H12P	14p13		161271	ENSG00000176312		
14726	OR4K1	14q11.2		79544	ENSG00000155249		Q8NGD4
14728	OR4K2	14q11.2		390431	ENSG00000165762		Q8NGD2
14731	OR4K3	14q11.2		283617	ENSG00000176290		Q96R72
14744	OR4K4P	14q11.2		79318	ENSG00000258541		
14745	OR4K5	14q11.22	BK004355	79317		NM_001005483	Q8NGD3
14748	OR4K6P	14q11.2		79314	ENSG00000228304		
14756	OR4K7P	18p11.21	AC013659	79306	ENSG00000265340		
14787	OR4K8P	18p11.21	AC015480	390836	ENSG00000266693		
15402	OR4K11P	21q11.2	AF546490	81079	ENSG00000179381	NG_004161	
15403	OR4K12P	21q11.2		81078	ENSG00000218549	NG_004160	
15351	OR4K13	14q11.2		390433	ENSG00000176253		Q8NH42
15352	OR4K14	14q11.2		122740	ENSG00000169484		Q8NGD5
15353	OR4K15	14q11.2		81127	ENSG00000169488		Q8NH41
15354	OR4K16P	14q11.2		81126	ENSG00000258822		
15355	OR4K17	14q11.2		390436	ENSG00000176230		Q8NGC6
15356	OR4L1	14q11.2		122742	ENSG00000176246		Q8NH43
14735	OR4M1	14q11.2		441670	ENSG00000176299		Q8NGD0
15373	OR4M2	15q11.2	AC060768	390538	ENSG00000274102		Q8NGB6
14740	OR4N1P	14q11.2		79322	ENSG00000258564		
14742	OR4N2	14q11.2		390429			Q8NGD1
15374	OR4N3P	15q11.2	AI809240	390539	ENSG00000259435		
15375	OR4N4	15q11.2	AI018459	283694	ENSG00000183706		Q8N0Y3
15358	OR4N5	14q11.2		390437	ENSG00000184394		Q8IXE1
14754	OR4P1P	11q11		79308	ENSG00000188439		
15180	OR4P4	11q11	AB065775	81300	ENSG00000181927	NM_001004124	Q8NGL7
15376	OR4Q1P	15q11.2		81104	ENSG00000258652		
15359	OR4Q2	14q11.2		390432	ENSG00000196383		P0C623
15426	OR4Q3	14p13	AF179768	441669			Q8NH05
14798	OR4R1P	11p11.2		79528	ENSG00000255215		
15181	OR4R2P	11q11		81299	ENSG00000255560		
15182	OR4R3P	11p11.12		81298	ENSG00000254624		
14705	OR4S1	11p11.2	AB065908	256148	ENSG00000176555	NM_001004725	Q8NGB4
15183	OR4S2	11q11	BK004390	219431	ENSG00000174982	NM_001004059	Q8NH73
15360	OR4T1P	14q11.2		390435	ENSG00000258641		
15361	OR4U1P	14q11.2		390434	ENSG00000258899		
14736	OR4V1P	11q11		79534	ENSG00000254841		
15405	OR4W1P	Xq25	Z69908	81077			
14854	OR4X1	11p11.2	AB065544	390113	ENSG00000176567	NM_001004726	Q8NH49
15184	OR4X2	11p11.2	AB065847	119764	ENSG00000172208	NM_001004727	Q8NGF9
31277	OR4X7P	11q11		403264	ENSG00000255077		
8319	OR5A1	11q12.1	AB065804	219982	ENSG00000172320	NM_001004728	Q8NGJ0
15249	OR5A2	11q12.1	AB065805	219981	ENSG00000172324	NM_001001954	Q8NGI9
15047	OR5AC1	3q11.2		81431	ENSG00000213439		P0C628
15431	OR5AC2	3q11.2	AF179759	81050	ENSG00000196578		Q9NZP5
31284	OR5AC4P	3q11.2		403271	ENSG00000251090		
14714	OR5AH1P	19q13.43	AC006115	79336	ENSG00000268067		
15250	OR5AK1P	11q12.1		81230	ENSG00000255083		
15251	OR5AK2	11q12.1	AB065496	390181	ENSG00000181273	NM_001005323	Q8NH90
15252	OR5AK3P	11q12.1		81228	ENSG00000181282		Q8NH89
15253	OR5AK4P	11q12.1		219525	ENSG00000283307		
14844	OR5AL1	11q12.1		79482	ENSG00000272987		P0C617
14850	OR5AL2P	11q12.1		79476	ENSG00000255466		
15254	OR5AM1P	11q12.1		81226	ENSG00000255172	NG_004211	
15255	OR5AN1	11q12.1	AB065806	390195	ENSG00000176495	NM_001004729	Q8NGI8
15256	OR5AN2P	11q12.1		81224	ENSG00000235678		
31285	OR5AO1P	11q12.1		403272	ENSG00000272676		
15257	OR5AP1P	11q12.1		81223	ENSG00000254795		
15258	OR5AP2	11q12.1	AB065854	338675	ENSG00000172464	NM_001002925	Q8NGF4
15259	OR5AQ1P	11q12.1		81221	ENSG00000184741		
15260	OR5AR1	11q12.1	AB065740	219493	ENSG00000172459	NM_001004730	Q8NGP9
15261	OR5AS1	11q12.1	AB065543	219447	ENSG00000181785	NM_001001921	Q8N127
15362	OR5AU1	14q11.2	AL157687	390445	ENSG00000169327		Q8NGC0
15406	OR5AW1P	Xq26.2		81076	ENSG00000229082		
15262	OR5AZ1P	11q12.1	AP000743	283193	ENSG00000180714		
8322	OR5B1P	11q12.1	U86283	401692	ENSG00000233499		
8323	OR5B2	11q12.1	AB065852	390190	ENSG00000172365	NM_001005566	Q96R09
8324	OR5B3	11q12.1	AB065545	441608	ENSG00000172769	NM_001005469	Q8NH48
8320	OR5B10P	11q12.1	U86223	390186	ENSG00000255096		
15432	OR5B12	11q12.1	AB065851	390191	ENSG00000172362	NM_001004733	Q96R08
15265	OR5B15P	11q12.1		81215	ENSG00000273408		
15267	OR5B17	11q12.1	AB065849	219965	ENSG00000197786	NM_001005489	Q8NGF7
15269	OR5B19P	11q12.1		81211	ENSG00000255431		
19616	OR5B21	11q12.1		219968	ENSG00000198283	NM_001005218	A6NL26
15270	OR5BA1P	11q12.1		81210	ENSG00000255303		
15271	OR5BB1P	11q12.1		81209	ENSG00000198261		
15272	OR5BC1P	11q12.1		81208	ENSG00000255218		
14843	OR5BD1P	11q12.1		79483	ENSG00000254749		
15273	OR5BE1P	11q12.1		81207	ENSG00000225538		
15407	OR5BH1P	Xq26.2		81075	ENSG00000242610		
15434	OR5BJ1P	12q13.11		81047	ENSG00000257792	NG_004156	
14817	OR5BK1P	12q13.11		401718	ENSG00000257763		
15275	OR5BL1P	11q12.1		81205	ENSG00000272569		
14835	OR5BM1P	3q11.2	AC026100	79491	ENSG00000250750		
15276	OR5BN1P	11q12.1		81204	ENSG00000254848		
29194	OR5BN2P	11q12.1		504181	ENSG00000255140		
15277	OR5BP1P	11q12.1	AP001074	81203	ENSG00000273255		
15278	OR5BQ1P	11q12.1		81202	ENSG00000273228		
15279	OR5BR1P	11q12.1		81201	ENSG00000255386		
19627	OR5BS1P	12q13.11		390313	ENSG00000198678	NG_004343	
19629	OR5BT1P	12q13.11		282790	ENSG00000258024	NG_004300	
8331	OR5C1	9q33.2	AF399514	392391	ENSG00000148215		Q8NGR4
8335	OR5D2P	11q11	AF065858	8595	ENSG00000254457		
8336	OR5D3P	11q12	AF065861				
15280	OR5D13	11q11	BK004394	390142	ENSG00000279761	NM_001001967	Q8NGL4
15281	OR5D14	11q11	AB065779	219436	ENSG00000186113	NM_001004735	Q8NGL3
15282	OR5D15P	11q11		81198	ENSG00000255019		
15283	OR5D16	11q12.1	AB065783	390144	ENSG00000205029	NM_001005496	Q8NGK9
15284	OR5D17P	11q11		81196	ENSG00000181837		
15285	OR5D18	11q12.1	AB065781	219438	ENSG00000186119	NM_001001952	Q8NGL1
8342	OR5E1P	11p15.4	X89671	26343	ENSG00000170688		
8343	OR5F1	11q12.1	AF065863	338674	ENSG00000149133	NM_003697	O95221
15286	OR5F2P	11q12.1		81194	ENSG00000182365		
8344	OR5G1P	11q12.1	AF065871	8591	ENSG00000181296		
15287	OR5G3	11q12.1		81193	ENSG00000241356		P0C626
15288	OR5G4P	11q12.1		81192	ENSG00000255485		
15289	OR5G5P	11q12.1		81191	ENSG00000205025		
8346	OR5H1	3q11.2	X64988	26341	ENSG00000231192	NM_001005338	A6NKK0
14752	OR5H2	3q11.2		79310	ENSG00000197938		Q8NGV7
14753	OR5H3P	3q11.2		79309	ENSG00000249975		
14763	OR5H4P	3q11.2		79299	ENSG00000248507		
14765	OR5H5P	3q11.2		79297	ENSG00000249321		
14767	OR5H6	3q11.2	BK004374	79295	ENSG00000230301		Q8NGV6
14771	OR5H7P	3q11.2		79291	ENSG00000187900		
14773	OR5H8	3q11.2		79289	ENSG00000232535		P0DN80
31286	OR5H14	3q11.2		403273	ENSG00000236032		A6NHG9
31287	OR5H15	3q11.2		403274	ENSG00000233412		A6NDH6
8347	OR5I1	11q12.1	BC069093	10798	ENSG00000167825	NM_006637	Q13606
8348	OR5J1P	11q12.1	X64974	401687	ENSG00000181780		
19612	OR5J2	11q12.1	AB065595	282775	ENSG00000174957	NM_001005492	Q8NH18
31289	OR5J7P	11q12.1		403276	ENSG00000255217		
8349	OR5K1	3q11.2	X64984	26339	ENSG00000232382		Q8NHB7
14774	OR5K2	3q11.2	AC021660	402135	ENSG00000231861		Q8NHB8
31290	OR5K3	3q11.2		403277	ENSG00000206536		A6NET4
31291	OR5K4	3q11.2		403278	ENSG00000196098		A6NMS3
8350	OR5L1	11q12.1	AB065780	219437	ENSG00000279395	NM_001004738	Q8NGL2
8351	OR5L2	11q12.1	AB065782	26338	ENSG00000205030	NM_001004739	Q8NGL0
8352	OR5M1	11q11	AB065742	390168		NM_001004740	Q8NGP8
14803	OR5M2P	11q12.1		79523	ENSG00000254752		
14806	OR5M3	11q12.1	AB065746	219482	ENSG00000174937	NM_001004742	Q8NGP4
14808	OR5M4P	11q12.1		79518	ENSG00000230416		
14810	OR5M5P	11q12.1		390166	ENSG00000185701		
14814	OR5M6P	11q12.1		79512	ENSG00000254603		
14818	OR5M7P	11q12.1		79508	ENSG00000254490		
14846	OR5M8	11q12.1	AB065744	219484	ENSG00000181371	NM_001005282	Q8NGP6
15294	OR5M9	11q12.1	AB065747	390162	ENSG00000150269	NM_001004743	Q8NGP3
15290	OR5M10	11q11	BK004515	390167		NM_001004741	Q6IEU7
15291	OR5M11	11q11	AP002517	219487		NM_001005245	Q96RB7
15292	OR5M12P	11q12.1		81188	ENSG00000197866	NG_004190	
15293	OR5M13P	11q12.1	AF179769	81187	ENSG00000166693		
15057	OR5M14P	4p13	AC013359	81421	ENSG00000249081		
14779	OR5P1P	11p15.4		79283	ENSG00000166408		
14783	OR5P2	11p15.4	AF173006	120065	ENSG00000183303	NM_153444	Q8WZ92
14784	OR5P3	11p15.4	AF158377	120066	ENSG00000182334	NM_153445	Q8WZ94
15295	OR5P4P	11p15.4		81185	ENSG00000227892		
14841	OR5R1	11q12.1	AB065504	219479	ENSG00000279961	NM_001004744	Q8NH85
15040	OR5S1P	2q37.3		391496	ENSG00000213048		
14821	OR5T1	11q12.1	AB065962	390155	ENSG00000181698	NM_001004745	Q8NG75
15296	OR5T2	11q12.1	AB065838	219464	ENSG00000181718	NM_001004746	Q8NGG2
15297	OR5T3	11q12.1	AB065837	390154	ENSG00000172489	NM_001004747	Q8NGG3
13972	OR5V1	6p22.1		81696	ENSG00000243729		Q9UGF6
15298	OR5W1P	11q12.1		81182	ENSG00000227806		
15299	OR5W2	11q12.1	BK004398	390148	ENSG00000187612	NM_001001960	Q8NH69
15301	OR6A2	11p15.4	AB065822	8590	ENSG00000184933	NM_003696	O95222
8354	OR6B1	7q35		135946	ENSG00000221813		O95007
15041	OR6B2	2q37.3		389090	ENSG00000182083	NM_001005853	Q6IFH4
15042	OR6B3	2q37.3		150681	ENSG00000178586		Q8NGW1
8355	OR6C1	12q13.2	AF399506	390321	ENSG00000205330	NM_001005182	Q96RD1
15436	OR6C2	12q13.2	AF179766	341416	ENSG00000179695	NM_054105	Q9NZP2
15437	OR6C3	12q13.2	AF179770	254786	ENSG00000205329		Q9NZP0
19632	OR6C4	12q13.2	BK004261	341418	ENSG00000179626		Q8NGE1
31292	OR6C5P	12q13.2		390320	ENSG00000230307		
31293	OR6C6	12q13.2		283365	ENSG00000188324		A6NF89
31306	OR6C7P	12q13.2		390322	ENSG00000257757		
31294	OR6C64P	12q13.2		403281	ENSG00000234670		
31295	OR6C65	12q13.2		403282	ENSG00000205328		A6NJZ3
31296	OR6C66P	12q13.2		403283	ENSG00000233606		
31297	OR6C68	12q13.2		403284	ENSG00000205327		A6NDL8
31298	OR6C69P	12q13.2		403285	ENSG00000213451		
31299	OR6C70	12q13.2		390327	ENSG00000184954		A6NIJ9
31300	OR6C71P	12q13.2		390324	ENSG00000203408		
31301	OR6C72P	12q13.2		403288	ENSG00000205331		
31302	OR6C73P	12q13.2		403289	ENSG00000257414		
31303	OR6C74	12q13.2		254783	ENSG00000197706		A6NCV1
31304	OR6C75	12q13.2		390323	ENSG00000187857		A6NL08
31305	OR6C76	12q13.2		390326	ENSG00000185821	NM_001005183	A6NM76
14849	OR6D1P	10q11.21	AL358394	220974	ENSG00000224402		
14739	OR6E1P	14q11.2		79323	ENSG00000235213		
15027	OR6F1	1q44	BK004460	343169	ENSG00000169214	NM_001005286	Q8NGZ6
14707	OR6J1	14q11.2	AC023226	79549	ENSG00000255804		Q8NGC5
15028	OR6K1P	1q23.1		81449	ENSG00000231237		
15029	OR6K2	1q23.1	BK004196	81448	ENSG00000196171	NM_001005279	Q8NGY2
15030	OR6K3	1q23.1	AB065633	391114	ENSG00000203757		Q8NGY3
15031	OR6K4P	1q23.1		128370	ENSG00000180437		
15032	OR6K5P	1q23.1		391115	ENSG00000226949		
15033	OR6K6	1q23.1	BK004198	128371	ENSG00000180433	NM_001005184	Q8NGW6
15124	OR6L1P	10q26.3	Z96427	390012	ENSG00000233685	NG_002282	
15125	OR6L2P	10q26.3		81356	ENSG00000273327	NG_004252	
14711	OR6M1	11q24.1	AB065762	390261	ENSG00000196099	NM_001005325	Q8NGM8
14713	OR6M2P	11q24.1		79546	ENSG00000254613		
14741	OR6M3P	11q24.1		79321	ENSG00000254430		
15034	OR6N1	1q23.1	BK004199	128372	ENSG00000197403	NM_001005185	Q8NGY5
15035	OR6N2	1q23.1	BK004200	81442	ENSG00000188340		Q8NGY6
15036	OR6P1	1q23.1	BK004193	128366	ENSG00000186440		Q8NGX9
15302	OR6Q1	11q12.1	AB065737	219952	ENSG00000279051	NM_001005186	Q8NGQ2
15037	OR6R1P	1q44		81440	ENSG00000230576		
31307	OR6R2P	8p21.3		403294	ENSG00000273484		
15363	OR6S1	14q11.2	AL163636	341799	ENSG00000181803		Q8NH40
14848	OR6T1	11q24.1	AB065759	219874	ENSG00000181499	NM_001005187	Q8NGN1
19631	OR6U2P	12q14.2		390329		NG_004348	
15090	OR6V1	7q34		346517	ENSG00000225781		Q8N148
15091	OR6W1P	7q34	AF286696	89883	ENSG00000179420		
14737	OR6X1	11q24.1	AB065510	390260	ENSG00000221931	NM_001005188	Q8NH79
14823	OR6Y1	1q23.1	BK004192	391112	ENSG00000197532	NM_001005189	Q8NGX8
8364	OR7A1P	19p13.12		390895	ENSG00000268834		
8370	OR7A2P	19p13.12		390894	ENSG00000172148		Q8NGA2
8366	OR7A3P	19p13.12	AF065859	26668	ENSG00000269787		
8368	OR7A5	19p13.1	X64976	26659		NM_017506	Q15622
8371	OR7A8P	19p13.12	AF399434	26661	ENSG00000269552		
8356	OR7A10	19p13.1		390892		NM_001005190	O76100
8357	OR7A11P	19p13.12		26669	ENSG00000198367		
8361	OR7A15P	19p13.12	U86253	26335	ENSG00000176923		
8363	OR7A17	19p13.12	X64993	26333		NM_030901	O14581
15399	OR7A18P	19p13.12		81081	ENSG00000269678		
15337	OR7A19P	12q13.11	AC008035	387853	ENSG00000272963		
8373	OR7C1	19p13.1	X89676	26664			O76099
8374	OR7C2	19p13.1	U86255	26658			O60412
8377	OR7D1P	19p13.2	U86251	26656	ENSG00000188314	NG_002212	
8378	OR7D2	19p13.2	AK095468	162998			Q96RA2
8380	OR7D4	19p13.2		125958	ENSG00000174667		Q8NG98
31308	OR7D11P	19p13.2		403295		NG_005822	
8391	OR7E1P	11q13.2		341128	ENSG00000255554		
