drug_name,BT084
PHF17,0.5867
GCLM,0.5866
GGT1,0.5865
ebelactone-b,0.5863
triacsin-c,0.5863
oxybutynin,0.5861
doxycycline,0.5854
CYB561,0.5853
GNGT2,0.5852
ZNF558,0.585
FRAT2,0.585
UBE2V1,0.5849
KAT6A,0.5848
triamcinolone,0.5846
CD97,0.5844
GNA12,0.5838
CCND1,0.5837
PSMB1,0.5837
MDM4,0.5836
TMEM50A,0.5836
Wnt family LOF,0.5832999999999999
PIGA,0.5831000000000001
PCSK9,0.5831000000000001
ERCC2,0.5831000000000001
1-benzylimidazole,0.5831000000000001
SKP2,0.583
TRIP10,0.5829
UQCRB,0.5829
PIGK,0.5827
ADCY3,0.5825
SLC16A6,0.5822999999999999
PSMB5,0.5821000000000001
metolazone,0.5817
GGH,0.5811999999999999
daphnetin,0.5811
CARD11,0.581
fraxidin,0.5809000000000001
doxylamine,0.5809000000000001
NR1H3,0.5807
methantheline,0.5802
ATP5G1,0.5799
ZNF707,0.5799
metergoline,0.5799
RPS13,0.5798
SENP5,0.5796
NPM1,0.5796
puromycin,0.5796
CAY-10415,0.5793
MXI1,0.579
IL18,0.5788
LDLR,0.5783
BRD-A07614565,0.5783
L-2167,0.5783
PMM2,0.578
CABIN1,0.5777
ZNF653,0.5775
OXTR,0.5771999999999999
IFNB1,0.5771000000000001
SLC25A46,0.5770000000000001
thioperamide,0.5768
SLC37A4,0.5768
guggulsterone,0.5766
LHX9,0.5765
febuxostat,0.5765
ECHS1,0.5764
SUCNR1,0.5760000000000001
EIF5A,0.5757
TPMT,0.5756
andarine,0.5752
butoconazole,0.5751
ENOPH1,0.5747
hydroxyfasudil,0.5747
IL1R2,0.5744
gingerol,0.5743
MBNL1,0.5743
LHX3,0.5740999999999999
ZNF597,0.574
ERLIN1,0.5735
PEX11A,0.5734
pravastatin,0.5733
FAM114A2,0.5728
NDUFS3,0.5728
EMPTY_VECTOR,0.5721
felbamate,0.5719
HDAC10,0.5718
AOC3,0.5717
phenamil,0.5714
sinensetin,0.5713
NF-449,0.5713
HSPA2,0.5711999999999999
CASP9,0.5710999999999999
GW-9662,0.5710000000000001
HADHB,0.5710000000000001
HDAC5,0.5709000000000001
genistein,0.5707
KSR2,0.5700999999999999
NLK,0.5700999999999999
mestanolone,0.5699000000000001
SUB1,0.5694
sirolimus,0.5693
COPA,0.5692
alosetron,0.5690999999999999
S1PR3,0.5690999999999999
MEGF9,0.5689
ENO1,0.5687
bemesetron,0.5683
HCN3,0.5682
IDH3B,0.5681
ZFP36,0.5681
hydrocortisone,0.5679
perhexiline,0.5679
QRSL1,0.5675
ZFP1,0.5671
ATP5H,0.5670000000000001
CHN1,0.5670000000000001
PPP2R5B,0.5670000000000001
ZNF677,0.5669
L-655708,0.5665
ADPGK,0.5665
pidorubicine,0.5659000000000001
ATP5D,0.5657
zacopride,0.5657
HMG20B,0.5656
CLIC4,0.5655
FZD5,0.5652
esomeprazole,0.5650999999999999
VIPR1,0.5649000000000001
TEX10,0.5649000000000001
UBP1,0.5646
MAGED1,0.5645
DERA,0.5644
EI-346-erlotinib-analog,0.5639
ARAF,0.5637
dobutamine,0.5636
BRD-K16618170,0.5635
melperone,0.5629
NIT1,0.5623
CAV1,0.562
POLR1E,0.562
MXD3,0.5619
naloxone,0.5619
CXCR4,0.5617
GNA13,0.5613
GLIS3,0.5611999999999999
tolbutamide,0.5609000000000001
6-aminochrysene,0.5608
TXNDC9,0.5607
metixene,0.5607
tranylcypromine,0.5606
cefotiam,0.5604
FAS,0.5598
gibberellic-acid,0.5597
SLC22A23,0.5596
tropisetron,0.5595
MARK4,0.5593
terbutaline,0.5589999999999999
NMRAL1,0.5589
GPC1,0.5588000000000001
FGF9,0.5586
ANXA5,0.5583
RPN2,0.5579
BRD-K06817181,0.5573
ASMTL,0.5573
telmisartan,0.5572
GPR128,0.5564
2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,0.5562
ARFIP2,0.5557
L-692585,0.5556
DUSP2,0.5556
CD40,0.5554
LHX4,0.5554
CDKN2B,0.5552
CRYZ,0.555
PLXNA1,0.5542
MCOLN1,0.5540999999999999
nabumetone,0.5539999999999999
MAN1A1,0.5539000000000001
altretamine,0.5539000000000001
APOO,0.5537
SCYL3,0.5529999999999999
PHTF2,0.5528
PNRC1,0.5527000000000001
GNPDA1,0.5527000000000001
GJA1,0.5523
JAK2,0.5522
GGPS1,0.5519
ALW-II-38-3,0.5517
YAF2,0.5517
VIPR1,0.5514
PIN1,0.5514
diloxanide,0.5512
RBKS,0.5512
RDX,0.551
diphenoxylate,0.5507
POLE2,0.5506
probenecid,0.5504
BMS-182874,0.55
C2,0.55
"androsta-1,4-dien-3,17-dione",0.5499
CNOT3,0.5496
PLOD3,0.5495
TADA3,0.5492
LAMTOR3,0.5490999999999999
mestranol,0.5489999999999999
SPDEF,0.5488000000000001
VU-0413807-2,0.5488000000000001
INPPL1,0.5486
NME1,0.5485
TANK,0.5485
PCK2,0.5483
NDRG1,0.5482
GRPR,0.5479999999999999
bromocriptine,0.5474
FAM120A,0.5472
TCEA2,0.5471
BRD-K73285375,0.5471
prothionamide,0.5468999999999999
TGDS,0.5468
AK1,0.5467
S100 calcium binding proteins LOF,0.5464
MGLL,0.5462
HSPA14,0.5461
AKR1C2,0.5461
etamivan,0.5461
HIV protease inhibitor,0.5459
PDHX,0.5457
VU-0400195-3,0.5455
fillalbin,0.5451
selumetinib,0.5451
MGST2,0.5451
PPP1CC,0.5449
CASP8,0.5448
DLX3,0.5446
PUF60,0.5443
E2F6,0.5442
IRL-2500,0.5440999999999999
ZNF692,0.5437
MSRB2,0.5436
HMGCR,0.5435
SUPT3H,0.5433
FGFR1,0.5432
P2RY12,0.5428999999999999
huperzine-a,0.5428000000000001
lacidipine,0.5425
warfarin,0.5422
FASTKD5,0.5418999999999999
NR2F6,0.5418
GYS1,0.5418
BDKRB2,0.5418
B4GALNT1,0.5414
ZIC2,0.5414
tyrphostin,0.541
aminoindazole,0.5409
tacrolimus,0.5408
PRUNE,0.5406
ARAF,0.5404
ZNF581,0.5403
UTP14A,0.5402
piceid,0.54
IDH2,0.5392
ZNF611,0.5390999999999999
NDUFC1,0.539
MG-132,0.539
STUB1,0.539
ABCB7,0.5388000000000001
EFNB2,0.5388000000000001
NSA2,0.5386
AG-494,0.5385
PHA-665752,0.5384
Histone deacetylases LOF,0.5384
metanephrine,0.5379999999999999
indole,0.5374
MMP1,0.5373
temozolomide,0.5371
COPZ1,0.5366
B4GALT4,0.5366
PHTF1,0.536
MMP1,0.5354
homatropine,0.5353
MRGPRX3,0.5352
PA2G4,0.5349
lidocaine,0.5349
AP1B1,0.5347
GNA13,0.5341
vincristine,0.5339
RAB5A,0.5337
foliosidine,0.5336
HN1L,0.5329999999999999
SLC7A11,0.5329
MPZL1,0.5328
naltriben,0.5324
BX-912,0.5324
nicergoline,0.5321
FOXN3,0.532
VU-0365114-2,0.5318999999999999
solanine,0.5317000000000001
diethylcarbamazine,0.5316
GPR126,0.5316
ETV5,0.5315
ZFP161,0.5313
F2RL1,0.5311
SC-560,0.5305
TNFSF13B,0.5304
SERPINB6,0.5303
CP,0.5303
HGS,0.5301
ZNF488,0.53
FABP6,0.5299
DECR1,0.5297999999999999
daunorubicin,0.5297
nisoldipine,0.5294
CHD1,0.5294
lylamine,0.5287
MB,0.5285
pinacidil,0.5283
VIM,0.528
XPC,0.5277000000000001
HSPA1B,0.5272
BRD-K72817452,0.5272
perindopril,0.5266
ibuprofen,0.5264
NPEPPS,0.5264
SNRPA,0.5263
mitoxantrone,0.5263
LMNA,0.5262
RHOD,0.526
BHMT,0.5257999999999999
warfarin,0.5253
BIX-01294,0.5252
testosterone,0.5252
TAAR1,0.525
AS-604850,0.5246999999999999
EGR3,0.5246999999999999
CROT,0.5243
UGT1A9,0.524
GFOD1,0.5236999999999999
XRCC5,0.5236999999999999
megestrol,0.5233
TSPAN6,0.5231
HSPD1,0.523
vinorelbine,0.5229
GTF2A2,0.5226
hymecromone,0.5223
ZNF764,0.5223
PKCbeta-inhibitor,0.5222
alfadolone,0.522
POFUT1,0.522
SLC36A4,0.5213
SLC39A8,0.5209
USP47,0.5202
rilmenidine,0.52
splitomycin,0.52
SIX4,0.5199
RRS1,0.5197999999999999
ER-27319,0.5197999999999999
CA-074-Me,0.5196999999999999
amoxapine,0.5195000000000001
FER,0.5195000000000001
"tropanyl-3,5-dimethylbenzoate",0.5193
GLTSCR1,0.5192
SORT1,0.5192
BRD-K07872006,0.5191
BMPR1A,0.519
TYMS,0.519
disulfiram,0.5186999999999999
RASSF2,0.5186
KU-55933,0.5186
ACAD8,0.5184000000000001
BRD-K70693222,0.5184000000000001
IL20,0.5184000000000001
TMEM2,0.5183
aminoglutethimide,0.5183
RYBP,0.5183
Serine proteases GOF,0.5178
HAVCR1,0.5178
PPP2R3C,0.5177
KREMEN1,0.5174
WNT5A,0.5173
HEY1,0.5171
INCA-6,0.5169
dexamethasone,0.5169
MTFR1,0.5163
IRF5,0.5162
UBE2A,0.5161
RNPS1,0.5161
PRSS23,0.516
ATP5S,0.5159
SPRY4,0.5156000000000001
ZNF274,0.5155
GW-5074,0.5152
FGA,0.5152
HAGH,0.5152
CAY-10585,0.5146000000000001
CAMSAP2,0.5144
SLC1A5,0.5143
diphemanil,0.5139
NSC-693868,0.5139
Benzodiazepine receptor agonist,0.5138
ZNF134,0.5136
PLA2G12A,0.5136
ABCG8,0.513
MYB,0.513
norketamine,0.5129
PPP2R3A,0.5129
arecaidine,0.5129
EPO,0.5126
MVP,0.5124
catechin,0.5121
EIF4A2,0.5121
STX4,0.5113
tacrolimus,0.5112
STAMBP,0.5108
ISX,0.5106
FR-122047,0.5103
SHC1,0.5102
SNAPC4,0.5101
mammea-a,0.5097
NRP1,0.5097
pentoxifylline,0.5096
ZNF195,0.5095000000000001
HSD17B11,0.5095000000000001
TNFSF15,0.5091
triamterene,0.509
SGCB,0.5086999999999999
CSNK1G2,0.5079
IFI30,0.5077
BRD-K15107389,0.5074000000000001
U-0126,0.5072
selamectin,0.5069
GABPB1,0.5067
NAIP,0.5067
sulfafurazole,0.5065
SLC25A20,0.5061
LEPREL1,0.5054
PDIA4,0.505
LGALS3,0.505
MAOB,0.505
ATG10,0.5047999999999999
fenretinide,0.5047999999999999
RBM15,0.5041
isoxsuprine,0.5041
CDK2,0.5039
DTX3L,0.5036999999999999
BH3I-1,0.5036999999999999
PIAS1,0.5032
HMOX2,0.5031
GSK-0660,0.503
LRRC41,0.5025999999999999
clobenpropit,0.5021
Baculoviral IAP repeat domain containing LOF,0.502
HLA-DPB1,0.5017
ZFP3,0.5013000000000001
BCL2L1,0.5012
pioglitazone,0.5012
TRIM32,0.501
CTSB,0.5009
LRPPRC,0.5005
PROKR1,0.5005
TPD52L3,0.5005
MB,0.5004
PDS5A,0.5002
naphazoline,0.5001
VUF-5681,0.4996
tolmetin,0.49950000000000006
zaldaride,0.49939999999999996
cilnidipine,0.49939999999999996
triciribine,0.4991
synephrine,0.4989
prometon,0.4988
FGFRL1,0.4988
IFNGR2,0.4988
SNAI3,0.4985
PPP3CC,0.4984
L-803087,0.4982
APOB,0.49810000000000004
17-hydroxyprogesterone-caproate,0.4976
betamethasone,0.4976
HAX1,0.4974
tyrphostin-AG-18,0.49729999999999996
IFNAR2,0.49700000000000005
PHRF1,0.4968
SPECC1L,0.4964
NRBF2,0.4964
SCCPDH,0.4961
DUSP3,0.496
ELF4,0.49579999999999996
LAP3,0.49560000000000004
CPT1A,0.4955
ZNF747,0.4949
YM-298198,0.4949
UBE2D3,0.4949
GR-144053,0.4947
ZBTB20,0.49439999999999995
CCDC85B,0.49439999999999995
FTCD,0.49439999999999995
TIMM50,0.4943
PDS5B,0.49420000000000003
BUD31,0.494
SERTAD3,0.4936
SRT-1720,0.4936
kitasamycin,0.4936
CDC25B,0.4935
BRF2,0.4932
MKNK1,0.4926
C2ORF3,0.4925
TRAF6,0.49219999999999997
NTNCB,0.49200000000000005
alvocidib,0.4919
W-9,0.4919
FGB,0.4917
VAMP3,0.4907
CNOT4,0.4899
aripiprazole,0.48979999999999996
EIF3J,0.48950000000000005
BAMBI,0.4893
rabeprazole,0.4886
fulvestrant,0.4886
EI-273,0.4886
PARP2,0.4885
HMGCS1,0.4885
ACTB,0.48840000000000006
valproic-acid,0.48829999999999996
CTGF,0.48829999999999996
STAT5A,0.4882
POLR1A,0.4882
TMED9,0.48810000000000003
SMC3,0.48810000000000003
HNMT,0.4879
androstenol,0.4877
ADK,0.48719999999999997
retinyl,0.48700000000000004
MPHOSPH9,0.4867
ITGB3,0.4866
CD14,0.4865
HMGB2,0.4863
TBC1D9B,0.4861
thiazolopyrimidine,0.4861
methimazole,0.486
IPMK,0.4858
CEBPG,0.4855
GDI1,0.4853
NAT1,0.4852
ATP6V1D,0.485
SRRM1,0.4849
NEK9,0.48469999999999996
zuclopenthixol,0.48460000000000003
toremifene,0.4843
ATG4B,0.4841
PD-102807,0.48350000000000004
CGP-52432,0.48340000000000005
ASGR2,0.4833
MCCC1,0.4833
PHF5A,0.48310000000000003
ANG,0.48310000000000003
ABCG5,0.483
LFM-A13,0.4829
PTS,0.4825
MRGPRX2,0.4824
NFE2L1,0.48219999999999996
THAP11,0.4819
RFK,0.4819
CTSD,0.4819
SETD1B,0.4817
mesulergine,0.4813
RAB11A,0.4813
PCGF3,0.48090000000000005
dibenzoylmethane,0.48090000000000005
AKR1C3,0.4805
ATP5A1,0.4805
EPRS,0.4805
FLI1,0.4802
PLCG2,0.48
TRA2B,0.4799
KCNK1,0.4797
Serpin peptidase inhibitors LOF,0.4796
NDUFAB1,0.4796
CASP9,0.47950000000000004
BAG3,0.47909999999999997
HSP inhibitor,0.479
HMGB3,0.4789
levocetirizine,0.4788
norethisterone,0.47869999999999996
acetyl-geranygeranyl-cysteine,0.47850000000000004
MMEL1,0.47840000000000005
mepivacaine,0.4781
HSD17B2,0.4781
DYNLL2,0.47740000000000005
YARS,0.47700000000000004
KIN001-244,0.4769
AKT2,0.4767
NOTCH2NL,0.47659999999999997
tadalafil,0.4765
SCP2,0.4764
L-689560,0.47600000000000003
CSNK1A1L,0.47600000000000003
PSAT1,0.4755
AGTR1,0.4753
ZNF672,0.4753
IL21R,0.4752
AKAP17A,0.4742
BRPF1,0.4738
JUNB,0.47369999999999995
IRAK2,0.4736
PLA2G2C,0.4733
terazosin,0.4732
ADA,0.47259999999999996
ACTN4,0.47240000000000004
IFNB1,0.4721
ELF1,0.47200000000000003
LDHB,0.47200000000000003
KLHL21,0.4719
TNFRSF19,0.4717
TH,0.4707
RANBP9,0.4702
AP2A1,0.47009999999999996
indolophenanthridine,0.47009999999999996
IKBKG,0.47009999999999996
S-14506,0.4698
flunisolide,0.4698
ATP6V0C,0.4697
progesterone,0.4696
NDUFAB1,0.4693
FOXR1,0.46909999999999996
"1,2-dichlorobenzene",0.469
entacapone,0.46880000000000005
halometasone,0.4686
MMP14,0.4685
cimetidine,0.4685
MAT2A,0.4683
CSK,0.46799999999999997
catechin,0.4679
CXCL1,0.4677
hispidin,0.4673
CTTN,0.467
TWIST2,0.4668
SKP2,0.46619999999999995
PLOD1,0.466
LIAS,0.4657
harpagoside,0.4654
PRDX1,0.4653
vinpocetine,0.46520000000000006
hesperidin,0.46509999999999996
prednisone,0.46490000000000004
GMEB2,0.4647
methyllycaconitine,0.4645
RRP8,0.4644
chlortalidone,0.4644
IRS1,0.4639
CHKB,0.4637
GRIN3A,0.4635
luzindole,0.4632
PCA-4248,0.4632
TCF4,0.46299999999999997
SP110,0.4629
tacrolimus,0.4629
GK,0.4628
l-erythro-MAPP,0.46270000000000006
ORMDL3,0.4622
SLC30A8,0.46140000000000003
PD-0325901,0.46130000000000004
HAL,0.46090000000000003
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.4606
PAICS,0.4606
niflumic-acid,0.4603
EBNA1BP2,0.4603
nifedipine,0.4603
PIK3CA,0.46009999999999995
POLG,0.46
olomoucine,0.45990000000000003
SLC27A3,0.45990000000000003
ALDH3B2,0.45990000000000003
PIK3C3,0.45990000000000003
memantine,0.4597
PNKP,0.4597
GTF2F2,0.4595
TAAR9,0.45909999999999995
CSNK1G3,0.45890000000000003
TIMM9,0.45880000000000004
EPN2,0.4587
CALU,0.4581
BRD-A93048969,0.4579
hydralazine,0.4576
RAD51C,0.4575
DYNLT3,0.45740000000000003
mevastatin,0.45740000000000003
coumarin,0.4573
ASNS,0.4571
NDUFS8,0.45659999999999995
CREB3L1,0.4561
cilomilast,0.4561
PBK,0.4559
COX6C,0.4558
NAGA,0.45520000000000005
ELTD1,0.455
YTHDF2,0.4549
KUC103904N,0.4546
CASC3,0.45439999999999997
EMD,0.45439999999999997
EPHA2,0.4542
NKX2-1,0.45409999999999995
PVRL2,0.45409999999999995
RCCD1,0.45380000000000004
NMUR2,0.4537
UK-356618,0.4536
BRD-A97035593,0.45299999999999996
lamivudine,0.45299999999999996
BCL2L13,0.45299999999999996
PKIG,0.45280000000000004
buphenine,0.45280000000000004
NAT10,0.45270000000000005
PPP2R3A,0.4526
sibutramine,0.4523
LIN28B,0.4523
DHX16,0.45189999999999997
PTK2B,0.451
SPECC1L,0.45049999999999996
ITGB1,0.45030000000000003
TOX2,0.4501
PLA2G2A,0.4498
RCCD1,0.4496
ROCK1,0.4495
calcipotriol,0.4493
TSSC4,0.4489
PRKCZ,0.44880000000000003
fludroxycortide,0.4487
PUM2,0.4484
SPDEF,0.4483
paroxetine,0.44789999999999996
S100A6,0.44789999999999996
RFC5,0.44780000000000003
benproperine,0.4475
GNB2,0.4475
MYL9,0.447
CIT,0.447
CCRL2,0.4464
LNPEP,0.4462
SERPINA1,0.4461
CD81,0.4458
PPP3CC,0.4458
IKZF1,0.44530000000000003
PUS7L,0.4451
GNB1L,0.44439999999999996
POLR3D,0.4443
HOXB4,0.4436
RNF146,0.4436
ST-91,0.4436
PIK3CG,0.4436
HS3ST3A1,0.44329999999999997
EIF6,0.44299999999999995
EXT1,0.44299999999999995
OR52B2,0.4429
CTNNA1,0.4426
CRYAA,0.4421
MYCBP,0.44189999999999996
liothyronine,0.4415
G3BP2,0.4413
GPRC6A,0.441
pravastatin,0.4409
ropinirole,0.44079999999999997
FANCL,0.43979999999999997
BRL-52537,0.43979999999999997
U-54494A,0.43979999999999997
MTR,0.4395
UBE2D1,0.4388
MRPL12,0.4387
OAZ1,0.4387
PVRL2,0.4386
PSMD4,0.4382
ADRA2C,0.43810000000000004
BIRC5,0.4379
MCM2,0.4378
SKF-83566,0.4375
CBLB,0.4366
PCNA,0.4366
afatinib,0.4362
phentolamine,0.4361
pseudoephedrine,0.436
Sigma receptor antagonist,0.436
mecillinam,0.43579999999999997
RUFY1,0.43560000000000004
TRIM16,0.4355
F2RL1,0.4354
SLC1A1,0.4353
TBL3,0.4353
erythromycin,0.4341
FAM20B,0.4339
NOV,0.4338
CDKL4,0.4338
TOX2,0.4338
BRD-K77690805,0.4336
DLG5,0.43329999999999996
indirubin,0.433
NTSR1,0.433
ATP1B1,0.4326
scopolamine,0.4325
IRF3,0.4324
CRABP2,0.43229999999999996
PTCH1,0.43229999999999996
PAQR8,0.4322
meloxicam,0.4322
LPXN,0.4321
VEGFB,0.4321
TXLNA,0.43200000000000005
EIF2C1,0.43189999999999995
FUS,0.43189999999999995
NUP85,0.4316
NIPSNAP1,0.4316
RRAGA,0.4316
SLC38A2,0.4315
HOXA10,0.431
wortmannin,0.43090000000000006
NBI-27914,0.4307
HOXB7,0.4303
STRADB,0.43
articaine,0.43
trimipramine,0.4299
PTPRF,0.4294
clofibrate,0.4292
PRKCA,0.4288
IGFBP3,0.42829999999999996
CFLAR,0.428
ICAM3,0.428
PD-169316,0.4279
PXK,0.4278
PLD2,0.4277
ICAM3,0.4276
TRIM27,0.4274
UGT2B28,0.42729999999999996
HMBOX1,0.42729999999999996
CSF3,0.42729999999999996
CDK2,0.42719999999999997
HSPA2,0.42700000000000005
CAND2,0.4266
MAP2K6,0.4266
NFIC,0.4266
homosalate,0.42619999999999997
B3GAT3,0.426
FGFR1,0.42590000000000006
EPS8,0.4257
NFKB1,0.4255
TAP1,0.4253
SERPINE1,0.4244
ING2,0.4243
OTX1,0.424
ZNF217,0.424
ZSWIM2,0.42369999999999997
valdecoxib,0.42369999999999997
POLE2,0.4235
ranitidine,0.42340000000000005
SSBP4,0.42340000000000005
ACSL3,0.4228
MFSD10,0.4227
CAPG,0.4227
MAMLD1,0.4225
SMYD3,0.42229999999999995
POU5F2,0.42229999999999995
RAF1,0.42229999999999995
RNASE4,0.4217
SIK3,0.4217
TAL2,0.4215
EIF4E3,0.4215
TNFSF10,0.42060000000000003
COG2,0.4205
ketorolac,0.4203
TUBB2A,0.4203
NR1H4,0.4203
HTATSF1,0.42
RPS9,0.41979999999999995
EPHA3,0.4192
ataluren,0.4189
fostamatinib,0.4182
RBBP4,0.4181
Androgen receptor modulator,0.418
ZNF582,0.4179
COL4A5,0.4175
ACACB,0.4174
prednicarbate,0.4174
GPR160,0.41700000000000004
CEBPD,0.4169
GPSM2,0.41659999999999997
umbelliferone,0.4164
SLC2A6,0.4163
GPR119,0.41619999999999996
GABRA5,0.41609999999999997
KAZALD1,0.41590000000000005
dactinomycin,0.41590000000000005
S100A11,0.4158
phenytoin,0.4155
PHKG2,0.4155
ergometrine,0.4153
diazepam,0.415
CCRL2,0.41490000000000005
APOC3,0.4147
GJA1,0.4146
FAM114A2,0.41450000000000004
SNAI3,0.41450000000000004
CALM3,0.4144
HNF4A,0.4142
CDK10,0.414
CLPP,0.4138
SNCA,0.41369999999999996
GPR179,0.41369999999999996
etifenin,0.41359999999999997
IL15,0.41350000000000003
DIDO1,0.41350000000000003
ebselen,0.4128
APOM,0.4125
irbesartan,0.4113
DHRS4,0.41119999999999995
SLC3A2,0.4111
VER-155008,0.4111
sildenafil,0.4107
SLC1A5,0.4106
MEK1-2-inhibitor,0.4104
zosuquidar,0.40950000000000003
TRIB1,0.4093
SDHD,0.4092
KU-C103443N,0.4089
RUVBL1,0.40880000000000005
AP2A2,0.40880000000000005
UIMC1,0.4086
BNIP1,0.4086
ZNF548,0.4083
HDAC2,0.4081
ALDH1B1,0.408
ZNF180,0.4077
TRAP1,0.40759999999999996
dexbrompheniramine,0.4075
Phospholipases LOF,0.4075
PAFAH1B1,0.4072
dihydrosamidin,0.4072
OAZ2,0.4072
cetraxate,0.4071
P-1075,0.4069
R-96544,0.4065
NUDT14,0.406
NR5A2,0.4058
CRCP,0.4053
suloctidil,0.40490000000000004
ozagrel,0.4048
SATB2,0.4045
AKR1C2,0.4044
IRAK4,0.4043
RRAGD,0.40409999999999996
SLC38A3,0.40399999999999997
SPRED2,0.40399999999999997
brivanib,0.40399999999999997
FURIN,0.4039
SOS1,0.4039
POLR2C,0.40380000000000005
GRB7,0.40380000000000005
Progesterone receptor agonist,0.4036
PWP1,0.40340000000000004
ENOPH1,0.40340000000000004
UFD1L,0.4031
ASNA1,0.40270000000000006
TLR5,0.4025
FURIN,0.40240000000000004
HMGCL,0.4021
oxybenzone,0.4014
ESYT1,0.4014
BMS-641988,0.401
dihydrexidine,0.40090000000000003
cefaclor,0.4007
COPS2,0.4006
BRD-K98404142,0.40049999999999997
LIPH,0.40009999999999996
MCCC1,0.4
MRS-1220,0.4
NPM1,0.3996
desloratadine,0.3995
trazodone,0.3994
sertaconazole,0.3992
EDN1,0.39909999999999995
noreleagnine,0.39909999999999995
WNT5A,0.39899999999999997
PGD,0.3985
NSC-3852,0.39840000000000003
CBLC,0.39840000000000003
IL1B,0.39840000000000003
TFCP2,0.3981
PBXIP1,0.3979
damnacanthal,0.39770000000000005
CXCR7,0.39770000000000005
nitrocaramiphen,0.39770000000000005
cyclopiazonic-acid,0.3975
SA-792574,0.3972
SMURF2,0.3972
elesclomol,0.3972
FADS3,0.3971
RASGRP4,0.397
trap-101,0.3962
TBC1D15,0.396
RDX,0.396
HDHD1,0.396
butylparaben,0.39549999999999996
iodoacetic-acid,0.39549999999999996
CYP1A1,0.3954
PPT1,0.3954
SET,0.3953
ZNF490,0.39520000000000005
CETN3,0.3951
HIST1H2BD,0.395
CD19,0.39490000000000003
COX5A,0.3945
SMC1A,0.3942
FAIM,0.3942
GPR34,0.3942
ZNF331,0.39380000000000004
SYPL1,0.3937
ZNF643,0.39299999999999996
GNA15,0.39280000000000004
SIX2,0.39280000000000004
NAGPA,0.3926
SB-218795,0.39159999999999995
LY-255283,0.39159999999999995
GNB1,0.39159999999999995
GPRC5A,0.39149999999999996
alvespimycin,0.39149999999999996
GPR62,0.3911
SOX3,0.391
USP15,0.39049999999999996
mefexamide,0.39039999999999997
GPR87,0.39039999999999997
TADA2A,0.39030000000000004
PDCD2,0.39
GAS7,0.3898
ALDH3B2,0.3898
EMD,0.38939999999999997
NMRAL1,0.38939999999999997
OSR1,0.3892
GLA,0.38909999999999995
HOXB13,0.38909999999999995
SLC25A3,0.38909999999999995
NRBF2,0.38880000000000003
PT-630,0.38799999999999996
CD83,0.38789999999999997
HIBADH,0.3874
ZNF169,0.387
COG7,0.38689999999999997
apafant,0.3868
DDX10,0.3868
TGFA,0.3865
PLA2G12B,0.3862
CBX7,0.3861
DAPK1,0.38539999999999996
RCAN1,0.38520000000000004
DNMT3L,0.3848
DDX49,0.3845
CYP1B1,0.3845
TRIP13,0.38439999999999996
LPAR5,0.3843
mibefradil,0.38380000000000003
ABCG8,0.38380000000000003
JTC-801,0.3836
IL6R,0.3836
ZNF219,0.3834
FEN1,0.3834
SOX11,0.38299999999999995
ARID5B,0.38280000000000003
KCNMA1,0.38270000000000004
RNH1,0.3826
amperozide,0.3825
dactinomycin,0.3822
Cannabinoid receptor agonist,0.3821
DHTKD1,0.3821
propoxycaine,0.382
CLASRP,0.38189999999999996
RND3,0.3818
ZNF546,0.38170000000000004
IL1B,0.38159999999999994
CORO1A,0.38130000000000003
CASP6,0.38130000000000003
UBE2E3,0.3809
perphenazine,0.3809
ASH2L,0.38079999999999997
ML-9,0.38079999999999997
RPS6KA4,0.38060000000000005
STK19,0.38060000000000005
PSMB10,0.38049999999999995
amiodarone,0.3804
baeomycesic-acid,0.3804
Sodium channel blocker,0.3804
ketoprofen,0.38020000000000004
FERD3L,0.3801
Imidazoline ligand,0.38
CBX7,0.3797
calcitriol,0.3795
LMAN1,0.37939999999999996
reboxetine,0.3789
ANXA7,0.3787
SWAP70,0.3787
antimycin-a,0.3778
LACC1,0.3776
WFDC2,0.3774
SRC,0.3774
aminomethyltransferase,0.37729999999999997
XMD-885,0.3772
GPR172A,0.37579999999999997
ZNF548,0.37560000000000004
zaprinast,0.37560000000000004
GBGT1,0.3751
PTP4A3,0.37479999999999997
TCF7L1,0.37450000000000006
LEF1,0.37450000000000006
SERPINB6,0.374
buspirone,0.374
EPS8,0.3736
CCNA2,0.3736
SSX3,0.3732
ITPK1,0.373
pizotifen,0.3728
PI4K2B,0.3721
ZNF521,0.37170000000000003
S100Z,0.37170000000000003
GATA1,0.3716
PAQR7,0.3712
Norepinephrine reuptake inhibitor,0.3709
ATP6V0A1,0.3709
F5,0.3709
MRGPRX3,0.37
ALG9,0.3699
homatropine,0.36979999999999996
ZNF432,0.36979999999999996
U-74389F,0.3696
prostaglandin-a1,0.3696
Protein phosphatase catalytic subunits LOF,0.36950000000000005
diphenidol,0.36950000000000005
SMARCB1,0.36939999999999995
treprostinil,0.3693
OPN5,0.3691
SGK3,0.369
PSMA8,0.3689
ACTN1,0.3688
DHRS2,0.36829999999999996
chloroquine,0.3676
BID,0.3676
NGFR,0.3676
eugenitol,0.3675
ranolazine,0.3671
NECA,0.3671
tiabendazole,0.3669
epitestosterone,0.3669
W-12,0.3668
