,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
selumetinib,gdsc_Selumetinib,MEK1 inhibitor,-0.5660000000000001,-0.26,,-0.413,0.596,--.+,614,41,327.5
ml258,ctrp_ML258,Not Clinically Relevant,,0.273,,0.273,,.+..,328,461,328.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.272,,0.272,,.+..,329,462,329.0
semagacestat,ctrp_semagacestat,Notch (gamma secretase) inhibitor,,0.272,,0.272,,.+..,330,463,330.0
rucaparib,gdsc_Rucaparib,"PARP inhibitor, inhibits DNA repair",-0.489,,,-0.489,0.81,-..+,646,15,330.5
dinaciclib,ctrp_dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.272,,0.272,,.+..,331,464,331.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.34,,,-0.34,-0.317,-..-,556,106,331.0
kh-cb19,ctrp_KH-CB19,Not Clinically Relevant,,0.272,,0.272,,.+..,332,465,332.0
ml210,ctrp_ML210,Not Clinically Relevant,,0.27,,0.27,,.+..,333,466,333.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.32899999999999996,,-0.329,-0.508,.-.-,541,126,333.5
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,334,467,334.0
etomoxir,ctrp_etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.35700000000000004,,-0.357,-0.2435,.-.+-,570,99,334.5
3-cl-ahpc,ctrp_3-Cl-AHPC,Not Clinically Relevant,,0.26899999999999996,,0.269,,.+..,335,468,335.0
bleomycin a2,ctrp_bleomycin A2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.26899999999999996,,0.269,,.+..,336,469,336.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.268,,0.268,,.+..,337,470,337.0
silmitasertib,ctrp_silmitasertib,casein kinase 2 inhibitor ,,0.267,,0.267,,.+..,338,471,338.0
salermide,ctrp_salermide,Not Clinically Relevant,,0.267,,0.267,,.+..,339,472,339.0
cr-1-31b,ctrp_CR-1-31B,Not Clinically Relevant,,0.267,,0.267,,.+..,341,473,341.0
leptomycin b,ctrp_leptomycin B,Not Clinically Relevant,,0.266,,0.266,,.+..,342,474,342.0
brd9876,ctrp_BRD9876,Not Clinically Relevant,,0.265,,0.265,,.+..,343,475,343.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.373,-0.299,,-0.336,-0.618,--.-,549,139,344.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.265,,0.265,,.+..,344,476,344.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.263,,0.263,,.+..,345,477,345.0
methylstat,ctrp_methylstat,Not Clinically Relevant,,0.261,,0.261,,.+..,347,478,347.0
thz-2-102-1,gdsc_THZ-2-102-1,Not Clinically Relevant,0.261,,,0.261,,+...,348,479,348.0
bicalutamide,gdsc_Bicalutamide,"antiandrogen, used to treat prostate cancer",-0.37799999999999995,,,-0.378,-0.39,-..-,586,113,349.5
marinopyrrole a,ctrp_marinopyrrole A,Not Clinically Relevant,,0.26,,0.26,,.+..,350,480,350.0
gefitinib,gdsc_Gefitinib,EGFR inhibitor (Iressa),-0.52,-0.287,,-0.403,-0.18899999999999997,--.-,607,94,350.5
tw-37,ctrp_TW-37,Not Clinically Relevant,,0.26,,0.26,,.+..,351,481,351.0
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.26,,0.26,,.+..,352,482,352.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.259,,0.259,,.+..,354,483,354.0
palmostatin b,ctrp_palmostatin B,Not Clinically Relevant,,0.259,,0.259,,.+..,355,484,355.0
sb-743921,ctrp_SB-743921,kinesin spindle protein (KSP) inhibitor,,0.259,,0.259,,.+..,356,485,356.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.259,,0.259,,.+..,357,486,357.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.258,,0.258,,.+..,358,487,358.0
azd7545,ctrp_AZD7545,Not Clinically Relevant,,0.258,,0.258,,.+..,359,488,359.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.257,,0.257,,.+..,360,489,360.0
le-135,ctrp_LE-135,Not Clinically Relevant,,0.257,,0.257,,.+..,361,490,361.0
gsk525762a,ctrp_GSK525762A,Not Clinically Relevant,,0.257,,0.257,,.+..,362,491,362.0
cp466722,gdsc_CP466722,Not Clinically Relevant,0.257,,,0.257,,+...,363,492,363.0
wz4002,ctrp_WZ4002,Not Clinically Relevant,,0.256,,0.256,,.+..,364,493,364.0
afatinib,gdsc_Afatinib,EGFR and ErbB2 inhibitor,-0.565,-0.34299999999999997,,-0.454,-0.19,--.-,634,95,364.5
aew541,ccle_AEW541,Not Clinically Relevant,,,0.256,0.256,,..+.,365,494,365.0
veliparib,gdsc_Veliparib,PARP inhibitor.,-0.467,-0.255,,-0.361,-0.8640000000000001,--.-,573,160,366.5
wiki4,gdsc_WIKI4,Not Clinically Relevant,0.255,,,0.255,,+...,368,495,368.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.255,,0.255,,.+..,369,496,369.0
brd-k94991378,ctrp_BRD-K94991378,Not Clinically Relevant,,0.254,,0.254,,.+..,370,497,370.0
hbx-41108,ctrp_HBX-41108,Not Clinically Relevant,,0.254,,0.254,,.+..,371,498,371.0
bosutinib,gdsc_Bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.514,-0.268,,-0.391,-0.73,--.-,599,147,373.0
gw-405833,ctrp_GW-405833,Not Clinically Relevant,,0.252,,0.252,,.+..,373,499,373.0
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.251,,0.251,,.+..,374,500,374.0
erlotinib,ctrp_erlotinib,EGFR inhibitor (Tarceva),-0.34299999999999997,-0.40399999999999997,-0.34,-0.362,-0.971,----,574,174,374.0
neopeltolide,ctrp_neopeltolide,Not Clinically Relevant,,0.251,,0.251,,.+..,375,501,375.0
myricetin,ctrp_myricetin,Not Clinically Relevant,,0.251,,0.251,,.+..,376,502,376.0
wp1130,ctrp_WP1130,Not Clinically Relevant,,0.25,,0.25,,.+..,377,503,377.0
tozasertib,gdsc_Tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.494,,,-0.494,-0.322,-..--,649,107,378.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.25,,0.25,,.+..,379,504,379.0
ci-976,ctrp_CI-976,Not Clinically Relevant,,0.248,,0.248,,.+..,381,505,381.0
brd-k48334597,ctrp_BRD-K48334597,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,384,506,384.0
dasatinib,gdsc_Dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.47100000000000003,-0.348,,-0.41,-0.8540000000000001,--.-,611,159,385.0
unc0321,ctrp_UNC0321,Not Clinically Relevant,,0.243,,0.243,,.+..,385,507,385.0
"1s,3r-rsl-3","ctrp_1S,3R-RSL-3",Not Clinically Relevant,,0.243,,0.243,,.+..,386,508,386.0
ml320,ctrp_ML320,Not Clinically Relevant,,0.242,,0.242,,.+..,387,509,387.0
brd-k14844214,ctrp_BRD-K14844214,Not Clinically Relevant,,0.24100000000000002,,0.241,,.+..,388,510,388.0
tki258,ccle_TKI258,Not Clinically Relevant,,,0.24,0.24,,..+.,389,511,389.0
oligomycin a,ctrp_oligomycin A,Not Clinically Relevant,,0.239,,0.239,,.+..,390,512,390.0
stemregenin 1,ctrp_StemRegenin 1,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,391,513,391.0
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,392,514,392.0
dbeq,ctrp_DBeQ,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,393,515,393.0
ml312,ctrp_ML312,Not Clinically Relevant,,0.235,,0.235,,.+..,395,516,395.0
brd4132,ctrp_BRD4132,Not Clinically Relevant,,0.23399999999999999,,0.234,,.+..,396,517,396.0
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.23399999999999999,,0.234,,.+..,397,518,397.0
ku 0060648,ctrp_KU 0060648,Not Clinically Relevant,,0.233,,0.233,,.+..,398,519,398.0
ql-xii-47,gdsc_QL-XII-47,Not Clinically Relevant,0.23,,,0.23,,+...,399,520,399.0
sid 26681509,ctrp_SID 26681509,Not Clinically Relevant,,0.221,,0.221,,.+..,400,521,400.0
sns-032,ctrp_SNS-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.21899999999999997,,0.219,,.+..,401,522,401.0
brd-k30748066,ctrp_BRD-K30748066,Not Clinically Relevant,,0.217,,0.217,,.+..,402,523,402.0
gsk-j4,ctrp_GSK-J4,Not Clinically Relevant,,0.19899999999999998,,0.199,,.+..,403,524,403.0
brd-k33514849,ctrp_BRD-K33514849,Not Clinically Relevant,,0.191,,0.191,,.+..,404,525,404.0
raf265,ccle_RAF265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.267,-0.185,0.041,,.+-.,406,526,406.0
snx-2112,ctrp_SNX-2112,Not Clinically Relevant,0.29,-0.233,,0.028,,+-..,409,527,409.0
nutlin-3,ccle_Nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.29600000000000004,-0.295,0.001,,.+-.,411,528,411.0
ruxolitinib,gdsc_Ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.753,-0.34700000000000003,,-0.55,-0.883,--.-,659,165,412.0
azd7762,gdsc_AZD7762, Chk1 / Chk2 inhibitor,-0.319,0.255,,-0.032,,-+..,418,529,418.0
zstk474,gdsc_ZSTK474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.35100000000000003,0.285,,-0.033,,-+..,419,530,419.0
mg-132,gdsc_MG-132,Not Clinically Relevant,-0.391,0.32299999999999995,,-0.034,,-+..,420,531,420.0
cabozantinib,gdsc_Cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.428,0.342,,-0.043,,-+..,421,532,421.0
piperlongumine,gdsc_Piperlongumine,Not Clinically Relevant,-0.38,0.285,,-0.048,,-+..,422,533,422.0
bms-536924,gdsc_BMS-536924,Not Clinically Relevant,-0.406,0.306,,-0.05,,-+..,423,534,423.0
azd8055,gdsc_AZD8055,mTOR inhibitor,-0.344,0.239,,-0.052,,-+..,424,535,424.0
dabrafenib,gdsc_Dabrafenib,Braf (V600E) inhibitor,-0.5770000000000001,0.46399999999999997,,-0.057,,-+..,426,536,426.0
ku-55933,gdsc_KU-55933,Not Clinically Relevant,-0.46299999999999997,0.34600000000000003,,-0.058,,-+..,427,537,427.0
plx-4720,gdsc_PLX-4720,Not Clinically Relevant,-0.537,0.401,,-0.068,,-+..,430,538,430.0
bexarotene,gdsc_Bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.528,0.382,,-0.073,,-+..,431,539,431.0
nvp-tae684,gdsc_NVP-TAE684,Not Clinically Relevant,-0.48100000000000004,0.32,,-0.081,,-+..,434,540,434.0
pevonedistat,gdsc_Pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.40299999999999997,0.23600000000000002,,-0.083,,-+..,436,541,436.0
azd6482,gdsc_AZD6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.496,0.307,,-0.094,,-+..,437,542,437.0
chir-99021,gdsc_CHIR-99021,Not Clinically Relevant,-0.456,0.256,,-0.1,,-+..,439,543,439.0
bortezomib,gdsc_Bortezomib,proteasome inhibitor (Velcade),-0.45299999999999996,0.251,,-0.101,,-+..,440,544,440.0
pac-1,gdsc_PAC-1,Not Clinically Relevant,-0.48700000000000004,0.264,,-0.112,,-+..,442,545,442.0
parthenolide,gdsc_Parthenolide,Not Clinically Relevant,-0.517,0.28,,-0.118,,-+..,443,546,443.0
brd-k71935468,ctrp_BRD-K71935468,Not Clinically Relevant,,-0.20600000000000002,,-0.206,,.-..,447,547,447.0
sepantronium bromide,gdsc_Sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",-0.213,,,-0.213,,-...,448,548,448.0
bafilomycin a1,ctrp_bafilomycin A1,Not Clinically Relevant,,-0.21600000000000003,,-0.216,,.-..,449,549,449.0
avicin d,ctrp_avicin D,Not Clinically Relevant,,-0.218,,-0.218,,.-..,450,550,450.0
bec,ctrp_BEC,Not Clinically Relevant,,-0.22899999999999998,,-0.229,,.-..,451,551,451.0
brd-k09344309,ctrp_BRD-K09344309,Not Clinically Relevant,,-0.231,,-0.231,,.-..,452,552,452.0
mln2238,ctrp_MLN2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.24,,-0.24,,.-..,453,553,453.0
khs101,ctrp_KHS101,Not Clinically Relevant,,-0.242,,-0.242,,.-..,454,554,454.0
tae684,ccle_TAE684,Not Clinically Relevant,,,-0.242,-0.242,,..-.,455,555,455.0
brd-k63431240,ctrp_BRD-K63431240,Not Clinically Relevant,,-0.242,,-0.242,,.-..,456,556,456.0
brd-k97651142,ctrp_BRD-K97651142,Not Clinically Relevant,,-0.243,,-0.243,,.-..,457,557,457.0
azd0530,ccle_AZD0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.245,-0.245,,..-.,458,558,458.0
vandetanib,ctrp_vandetanib,"VEGFR, EGFR and RET inhibitor",,-0.247,,-0.247,,.-..,459,559,459.0
tw 37,gdsc_TW 37,Not Clinically Relevant,-0.25,,,-0.25,,-...,460,560,460.0
betulinic acid,ctrp_betulinic acid,Not Clinically Relevant,,-0.255,,-0.255,,.-..,461,561,461.0
17-aag,ccle_17-AAG,Not Clinically Relevant,,,-0.255,-0.255,,..-.,462,562,462.0
tosedostat,ctrp_tosedostat,inhibitor of the M1 family of aminopeptidases,,-0.255,,-0.255,,.-..,463,563,463.0
ng-25,gdsc_NG-25,Not Clinically Relevant,-0.258,,,-0.258,,-...,464,564,464.0
ipa-3,gdsc_IPA-3,Not Clinically Relevant,-0.26,,,-0.26,,-...,465,565,465.0
tl-1-85,gdsc_TL-1-85,Not Clinically Relevant,-0.261,,,-0.261,,-...,467,566,467.0
sj-172550,ctrp_SJ-172550,Not Clinically Relevant,,-0.262,,-0.262,,.-..,468,567,468.0
zd-6474,ccle_ZD-6474,"VEGFR, EGFR and RET inhibitor",,,-0.262,-0.262,,..-.,469,568,469.0
col-3,ctrp_COL-3,matrix metalloproteinase (MMP) inhibitor,,-0.262,,-0.262,,.-..,470,569,470.0
brd-k48477130,ctrp_BRD-K48477130,Not Clinically Relevant,,-0.262,,-0.262,,.-..,471,570,471.0
brd8958,ctrp_BRD8958,Not Clinically Relevant,,-0.266,,-0.266,,.-..,472,571,472.0
spautin-1,ctrp_spautin-1,Not Clinically Relevant,,-0.267,,-0.267,,.-..,473,572,473.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,-0.26899999999999996,,-0.269,,.-..,474,573,474.0
brefeldin a,ctrp_brefeldin A,Not Clinically Relevant,,-0.27,,-0.27,,.-..,476,574,476.0
sb590885,gdsc_SB590885,Not Clinically Relevant,-0.272,,,-0.272,,-...,477,575,477.0
brd-k55116708,ctrp_BRD-K55116708,Not Clinically Relevant,,-0.272,,-0.272,,.-..,478,576,478.0
cyanoquinoline 11,ctrp_cyanoquinoline 11,Not Clinically Relevant,,-0.275,,-0.275,,.-..,480,577,480.0
dmog,gdsc_DMOG,Not Clinically Relevant,-0.276,,,-0.276,,-...,481,578,481.0
austocystin d,ctrp_austocystin D,Not Clinically Relevant,,-0.278,,-0.278,,.-..,483,579,483.0
sr8278,ctrp_SR8278,Not Clinically Relevant,,-0.281,,-0.281,,.-..,484,580,484.0
pd-0325901,ccle_PD-0325901,Not Clinically Relevant,,,-0.281,-0.281,,..-.,485,581,485.0
gdc-0879,ctrp_GDC-0879,Not Clinically Relevant,,-0.284,,-0.284,,.-..,487,582,487.0
ver-155008,ctrp_VER-155008,Not Clinically Relevant,,-0.284,,-0.284,,.-..,488,583,488.0
lestauritinib,gdsc_Lestauritinib,Not Clinically Relevant,-0.284,,,-0.284,,-...,489,584,489.0
jq1,gdsc_JQ1,Not Clinically Relevant,-0.284,,,-0.284,,-...,490,585,490.0
pd-0332991,ccle_PD-0332991,CDK4/6 inhibitor,,,-0.285,-0.285,,..-.,491,586,491.0
brd-k27986637,ctrp_BRD-K27986637,Not Clinically Relevant,,-0.28600000000000003,,-0.286,,.-..,492,587,492.0
vaf-347,ctrp_VAF-347,Not Clinically Relevant,,-0.28600000000000003,,-0.286,,.-..,493,588,493.0
bay-61-3606,gdsc_BAY-61-3606,Not Clinically Relevant,-0.28800000000000003,,,-0.288,,-...,494,589,494.0
ml334 diastereomer,ctrp_ML334 diastereomer,Not Clinically Relevant,,-0.29,,-0.29,,.-..,496,590,496.0
fumonisin b1,ctrp_fumonisin B1,Not Clinically Relevant,,-0.29100000000000004,,-0.291,,.-..,497,591,497.0
nelarabine,ctrp_nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.292,,-0.292,,.-..,499,592,499.0
shikonin,gdsc_Shikonin,Not Clinically Relevant,-0.293,,,-0.293,,-...,500,593,500.0
gsk650394,gdsc_GSK650394,Not Clinically Relevant,-0.293,,,-0.293,,-...,501,594,501.0
at13387,ctrp_AT13387,Selective potent Hsp90 inhibitor,,-0.294,,-0.294,,.-..,502,595,502.0
c6-ceramide,ctrp_C6-ceramide,Not Clinically Relevant,,-0.295,,-0.295,,.-..,503,596,503.0
elesclomol,gdsc_Elesclomol,Not Clinically Relevant,-0.29600000000000004,,,-0.296,,-...,504,597,504.0
thz-2-49,gdsc_THZ-2-49,Not Clinically Relevant,-0.29600000000000004,,,-0.296,,-...,505,598,505.0
omipalisib,gdsc_Omipalisib,Not Clinically Relevant,-0.297,,,-0.297,,-...,506,599,506.0
brd-a05715709,ctrp_BRD-A05715709,Not Clinically Relevant,,-0.298,,-0.298,,.-..,507,600,507.0
vu0155056,ctrp_VU0155056,Not Clinically Relevant,,-0.298,,-0.298,,.-..,508,601,508.0
epothilone b,gdsc_Epothilone B,Not Clinically Relevant,-0.299,,,-0.299,,-...,509,602,509.0
pluripotin,ctrp_pluripotin,Not Clinically Relevant,,-0.299,,-0.299,,.-..,510,603,510.0
cid-5951923,ctrp_CID-5951923,Not Clinically Relevant,,-0.301,,-0.301,,.-..,511,604,511.0
l-685458,ctrp_L-685458,Not Clinically Relevant,,-0.33,-0.275,-0.302,,.--.,512,605,512.0
bx796,gdsc_BX796,Not Clinically Relevant,-0.304,,,-0.304,,-...,513,606,513.0
gw843682x,gdsc_GW843682X,Not Clinically Relevant,-0.306,,,-0.306,,-...,514,607,514.0
ifosfamide,ctrp_ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.307,,-0.307,,.-..,516,608,516.0
aa-cocf3,ctrp_AA-COCF3,Not Clinically Relevant,,-0.308,,-0.308,,.-..,517,609,517.0
a-804598,ctrp_A-804598,Not Clinically Relevant,,-0.308,,-0.308,,.-..,518,610,518.0
pf-543,ctrp_PF-543,Not Clinically Relevant,,-0.309,,-0.309,,.-..,519,611,519.0
npc-26,ctrp_NPC-26,Not Clinically Relevant,,-0.309,,-0.309,,.-..,520,612,520.0
bcl-lzh-4,ctrp_BCL-LZH-4,Not Clinically Relevant,,-0.309,,-0.309,,.-..,521,613,521.0
istradefylline,ctrp_istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,-0.31,,-0.31,,.-..,522,614,522.0
osu-03012,gdsc_OSU-03012,Not Clinically Relevant,-0.311,,,-0.311,,-...,523,615,523.0
brd-k50799972,ctrp_BRD-K50799972,Not Clinically Relevant,,-0.313,,-0.313,,.-..,525,616,525.0
pd318088,ctrp_PD318088,Not Clinically Relevant,,-0.313,,-0.313,,.-..,526,617,526.0
gsk4112,ctrp_GSK4112,Not Clinically Relevant,,-0.314,,-0.314,,.-..,527,618,527.0
kin001-244,gdsc_KIN001-244,Not Clinically Relevant,-0.315,,,-0.315,,-...,528,619,528.0
ponatinib,gdsc_Ponatinib,Bcr-abl inhibitor,-0.316,,,-0.316,,-...,529,620,529.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,-0.319,,-0.319,,.-..,530,621,530.0
as605240,gdsc_AS605240,Not Clinically Relevant,-0.319,,,-0.319,,-...,531,622,531.0
brd-k71781559,ctrp_BRD-K71781559,Not Clinically Relevant,,-0.322,,-0.322,,.-..,532,623,532.0
seliciclib,gdsc_Seliciclib,Not Clinically Relevant,-0.32299999999999995,,,-0.323,,-...,533,624,533.0
jq12,gdsc_JQ12,Not Clinically Relevant,-0.32299999999999995,,,-0.323,,-...,534,625,534.0
way-362450,ctrp_WAY-362450,Not Clinically Relevant,,-0.324,,-0.324,,.-..,535,626,535.0
brd-k33199242,ctrp_BRD-K33199242,Not Clinically Relevant,,-0.324,,-0.324,,.-..,536,627,536.0
brd-k41597374,ctrp_BRD-K41597374,Not Clinically Relevant,,-0.325,,-0.325,,.-..,537,628,537.0
yk-4-279,gdsc_YK-4-279,Not Clinically Relevant,-0.326,,,-0.326,,-...,538,629,538.0
pfi-1,gdsc_PFI-1,Not Clinically Relevant,-0.32799999999999996,,,-0.328,,-...,539,630,539.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,-0.32799999999999996,,-0.328,,.-..,540,631,540.0
xmd8-92,gdsc_XMD8-92,Not Clinically Relevant,-0.33,,,-0.33,,-...,542,632,542.0
cmk,gdsc_CMK,Not Clinically Relevant,-0.33,,,-0.33,,-...,543,633,543.0
ml029,ctrp_ML029,Not Clinically Relevant,,-0.33,,-0.33,,.-..,544,634,544.0
brd9647,ctrp_BRD9647,Not Clinically Relevant,,-0.335,,-0.335,,.-..,546,635,546.0
pictilisib,gdsc_Pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.337,,,-0.337,,-...,550,636,550.0
cct-018159,gdsc_CCT-018159,Not Clinically Relevant,-0.337,,,-0.337,,-...,551,637,551.0
thapsigargin,gdsc_Thapsigargin,Not Clinically Relevant,-0.337,,,-0.337,,-...,552,638,552.0
mi-1,ctrp_MI-1,Not Clinically Relevant,,-0.33899999999999997,,-0.339,,.-..,553,639,553.0
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,-0.33899999999999997,,-0.339,,.-..,554,640,554.0
brd-k09587429,ctrp_BRD-K09587429,Not Clinically Relevant,,-0.34,,-0.34,,.-..,555,641,555.0
ic-87114,ctrp_IC-87114,Not Clinically Relevant,,-0.342,,-0.342,,.-..,557,642,557.0
osi-930,gdsc_OSI-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.386,-0.305,,-0.346,,--..,558,643,558.0
gsk269962a,gdsc_GSK269962A,Not Clinically Relevant,-0.34600000000000003,,,-0.346,,-...,559,644,559.0
azd6244,ccle_AZD6244,MEK1 inhibitor,,,-0.348,-0.348,,..-.,561,645,561.0
luminespib,gdsc_Luminespib,Not Clinically Relevant,-0.353,,,-0.353,,-...,562,646,562.0
pyrimethamine,gdsc_Pyrimethamine,Not Clinically Relevant,-0.354,,,-0.354,,-...,563,647,563.0
a-443654,gdsc_A-443654,Not Clinically Relevant,-0.354,,,-0.354,,-...,564,648,564.0
ibrutinib,ctrp_ibrutinib,BTK kinase inhibitor,,-0.355,,-0.355,,.-..,565,649,565.0
embelin,gdsc_Embelin,Not Clinically Relevant,-0.35600000000000004,,,-0.356,,-...,566,650,566.0
isonicotinohydroxamic acid,ctrp_isonicotinohydroxamic acid,Not Clinically Relevant,,-0.35600000000000004,,-0.356,,.-..,567,651,567.0
s-trityl-l-cysteine,gdsc_S-Trityl-L-cysteine,Not Clinically Relevant,-0.35700000000000004,,,-0.357,,-...,568,652,568.0
aica ribonucleotide,gdsc_AICA Ribonucleotide,Not Clinically Relevant,-0.35700000000000004,,,-0.357,,-...,569,653,569.0
bleomycin,gdsc_Bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.35700000000000004,,,-0.357,,-...,571,654,571.0
cbb-1007,ctrp_CBB-1007,Not Clinically Relevant,,-0.358,,-0.358,,.-..,572,655,572.0
enzastaurin,gdsc_Enzastaurin,Not Clinically Relevant,-0.36200000000000004,,,-0.362,,-...,575,656,575.0
pd0325901,gdsc_PD0325901,Not Clinically Relevant,-0.365,,,-0.365,,-...,576,657,576.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,-0.366,,,-0.366,,-...,577,658,577.0
sb-431542,ctrp_SB-431542,Not Clinically Relevant,,-0.369,,-0.369,,.-..,578,659,578.0
hg6-64-1,gdsc_HG6-64-1,Not Clinically Relevant,-0.371,,,-0.371,,-...,579,660,579.0
zibotentan,gdsc_Zibotentan,Not Clinically Relevant,-0.37200000000000005,,,-0.372,,-...,580,661,580.0
sgc0946,gdsc_SGC0946,Not Clinically Relevant,-0.37200000000000005,,,-0.372,,-...,581,662,581.0
jnk-9l,gdsc_JNK-9L,Not Clinically Relevant,-0.373,,,-0.373,,-...,582,663,582.0
tipifarnib,gdsc_Tipifarnib,Not Clinically Relevant,-0.374,,,-0.374,,-...,583,664,583.0
(5z)-7-oxozeaenol,gdsc_(5Z)-7-Oxozeaenol,Not Clinically Relevant,-0.376,,,-0.376,,-...,584,665,584.0
pd 153035,ctrp_PD 153035,Not Clinically Relevant,,-0.37799999999999995,,-0.378,,.-..,585,666,585.0
trametinib,gdsc_Trametinib,MEK inhibitor (MEK1 and MEK2),-0.43200000000000005,-0.325,,-0.379,,--..,587,667,587.0
dactolisib,gdsc_Dactolisib,PI3K/mTOR inhibitor,-0.381,,,-0.381,,-...,588,668,588.0
fh535,gdsc_FH535,Not Clinically Relevant,-0.381,,,-0.381,,-...,589,669,589.0
nvp-bhg712,gdsc_NVP-BHG712,Not Clinically Relevant,-0.382,,,-0.382,,-...,590,670,590.0
brd-k52037352,ctrp_BRD-K52037352,Not Clinically Relevant,,-0.38299999999999995,,-0.383,,.-..,591,671,591.0
akt inhibitor viii,gdsc_AKT inhibitor VIII,Not Clinically Relevant,-0.38299999999999995,,,-0.383,,-...,592,672,592.0
obatoclax mesylate,gdsc_Obatoclax Mesylate,Not Clinically Relevant,-0.38299999999999995,,,-0.383,,-...,593,673,593.0
birinapant,ctrp_birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.38299999999999995,,-0.383,,.-..,594,674,594.0
ql-viii-58,gdsc_QL-VIII-58,Not Clinically Relevant,-0.385,,,-0.385,,-...,595,675,595.0
pf-562271,gdsc_PF-562271,Not Clinically Relevant,-0.387,,,-0.387,,-...,596,676,596.0
zebularine,ctrp_zebularine,Not Clinically Relevant,,-0.389,,-0.389,,.-..,597,677,597.0
xmd11-85h,gdsc_XMD11-85h,Not Clinically Relevant,-0.391,,,-0.391,,-...,598,678,598.0
tanespimycin,gdsc_Tanespimycin,HSP90 inhibitor,-0.517,-0.27399999999999997,,-0.395,,--..,601,679,601.0
as601245,gdsc_AS601245,Not Clinically Relevant,-0.395,,,-0.395,,-...,602,680,602.0
midostaurin,gdsc_Midostaurin,Not Clinically Relevant,-0.39799999999999996,,,-0.398,,-...,603,681,603.0
