drug_name,DMB006
SUPV3L1,0.6196
PSMB10,0.6193
HSP90AB1,0.6191
etoposide,0.619
ISOX,0.6189
hymecromone,0.6187
MAD2L1BP,0.6184000000000001
TIRAP,0.6183
GANT-58,0.618
GGH,0.6179
NPEPPS,0.6179
HOXB4,0.6175999999999999
DNA synthesis inhibitor,0.6175
ARAF,0.6171
benzatropine,0.617
FADS2,0.6169
vincristine,0.6169
GALNS,0.6164999999999999
PDGFRB,0.6161
methylnorlichexanthone,0.6159
FERD3L,0.6156
acetyl-geranyl-cysteine,0.6154
HADHB,0.6153
ZG-10,0.6153
OPN3,0.6151
EFNB2,0.6151
alfadolone,0.6151
PPP2R3A,0.6151
TCTN1,0.6147
NDUFS7,0.6144
SC5DL,0.6137
ARFRP1,0.6133
nilotinib,0.6133
cycloheximide,0.6131
PLCB1,0.6129
puromycin,0.6124
LIPT1,0.6124
indoprofen,0.612
PAC-1,0.6119
L-368899,0.6117
CASP4,0.6113000000000001
CDC20,0.6113000000000001
GK,0.6113000000000001
HSP90B1,0.6113000000000001
PLEKHM1,0.611
NDUFS8,0.6109
SR-27897,0.6107
ZRSR2,0.6104999999999999
metyrapone,0.6103999999999999
MAS1L,0.6103999999999999
WASF3,0.6103999999999999
MAST4,0.6099
WNT5A,0.6097
TRA2B,0.6096
RASSF2,0.6095
BRD-K24127443,0.6095
PCK2,0.6093999999999999
RNF5,0.6093
BRD-K91691979,0.6087
HOXA10,0.6083
cyclosporin-a,0.6082
SA-792709,0.6079
PPP2R5B,0.6078
temozolomide,0.6078
LGMN,0.6078
DHTKD1,0.6074
pyrvinium-pamoate,0.6073
MRGPRX3,0.6073
SDF2L1,0.6067
alosetron,0.6064
capsaicin,0.6062
RSPH1,0.6061
POLA1,0.6059
ABT-737,0.6057
CDK19,0.6057
C2 domain containing LOF,0.6057
imperatorin,0.6056
AKR1C3,0.605
RAB21,0.605
DECR1,0.6046
DNM1L,0.6045
MYLK2,0.6045
HLA-DMA,0.6043999999999999
NCF2,0.6043
carmofur,0.6042000000000001
ERO1L,0.6042000000000001
FBXL20,0.6042000000000001
tolbutamide,0.6041
GPRC5B,0.6037
CYP1A1,0.6036
ST6GALNAC2,0.6035
XPR1,0.6034
6-aminochrysene,0.6034
zosuquidar,0.603
IFIT5,0.6027
GADD45A,0.6026
SR-95639A,0.6023
NDUFA9,0.6022
NUDT14,0.6021
ADAT1,0.6019
GPR4,0.6014
MCM4,0.6014
VN1R2,0.6013000000000001
TGFB1,0.601
Sigma receptor antagonist,0.6004999999999999
tretinoin,0.6003000000000001
DPPE,0.6001
KUC103904N,0.5997
ZNF92,0.5996
baeomycesic-acid,0.5995
diphenoxylate,0.5995
FOXN3,0.5993999999999999
PAH,0.5993999999999999
NOSIP,0.5993999999999999
GW-4064,0.5992999999999999
Integrin subunits beta LOF,0.5989
ZNF692,0.5985
RPS6KA3,0.5985
practolol,0.5985
FEZ1,0.5985
pirenzepine,0.5982
ZNF576,0.5974
NMUR2,0.5974
BUD13,0.5966
CCP110,0.5966
LY-255283,0.5965
CCT7,0.5965
HMGB2,0.5961
BCL2,0.5957
RS-45041-190,0.5957
MYCL1,0.5954
UNC-0321,0.5954
IPO13,0.5952000000000001
acetyl-geranygeranyl-cysteine,0.5951
OXGR1,0.5951
GW-501516,0.5945
CBR1,0.5943999999999999
cilnidipine,0.5943
TFPI,0.5942000000000001
NMI,0.5941
RAB4A,0.5941
norethisterone,0.5939
aprepitant,0.5935
SP100,0.5935
ZBTB46,0.5932999999999999
NBQX,0.5932
ASAH1,0.5931000000000001
SEC14L1,0.593
triclabendazole,0.5929
BHLHE40,0.5929
TIMM9,0.5926
CARD9,0.5924
ZNF577,0.5922999999999999
ATIC,0.5922
MCM7,0.5921
MAPK9,0.5919
MSX2,0.5918
LY-288513,0.5917
BMS-641988,0.5917
CLK4,0.5916
NLK,0.5915
POU2F1,0.5909
BD-1047,0.5909
CAPSL,0.5906
FGB,0.5901
NFATC3,0.5899
altrenogest,0.5898
HUS1,0.5897
HIST2H2BE,0.5893999999999999
IAA-94,0.5893
nitrazepam,0.5892000000000001
KCNK1,0.5891
MTX2,0.5891
DLX3,0.5891
brinzolamide,0.5886
PRCC,0.5881000000000001
PAQR8,0.5878
TEX10,0.5877
OGDH,0.5872999999999999
TIMP4,0.5872999999999999
dibenzoylmethane,0.5871
ZNF331,0.5871
fluticasone,0.5867
chlortetracycline,0.5867
ZNF502,0.586
motesanib,0.5853
NDUFB1,0.5853
DICER1,0.585
mocimycin,0.5848
MRGPRF,0.5846
ATP6V1F,0.5844
IKBKG,0.5844
metolazone,0.5843
rhapontin,0.5841
depomedrol,0.5841
aniracetam,0.5841
PTS,0.5836
IRS1,0.5834
CCDC85B,0.5832
RASSF5,0.5831000000000001
POLE2,0.5827
PSMA1,0.5825
ABCC10,0.5822999999999999
CDKN2C,0.5813
ZIM3,0.5808
ZNF175,0.5804
FOXO4,0.5804
amoxapine,0.5797
POU5F1,0.5794
dienestrol,0.5793
RPS6KA3,0.5788
levonorgestrel,0.5788
rivaroxaban,0.5787
CROT,0.5787
PCGF3,0.5784
HNF4A,0.5784
NVP-AUY922,0.5779
Sodium channel blocker,0.5777
altretamine,0.5775
TNFRSF19,0.5775
NM-PP1,0.5767
ACACB,0.5766
BRD-K19985802,0.5764
nilutamide,0.5761999999999999
BRD-K08438429,0.5756
C1ORF106,0.5755
L3MBTL4,0.5755
RAD23B,0.5753
apafant,0.5752
RNLS,0.575
GLUD2,0.5749
GABPB2,0.5744
MAN2A2,0.5743
EPHA3,0.5742
ITGAE,0.5733
GLI1,0.5733
PSPH,0.5733
BARX1,0.5731
SLC12A2,0.5728
EPOR,0.5728
ETV5,0.5718
PRMT1,0.5718
nomilin,0.5717
westcort,0.5713
ADH6,0.5708
SMARCA2,0.5708
ITGB1BP1,0.5705
ATP7A,0.5702
SLC25A13,0.5700999999999999
ATP6V0C,0.57
ZBTB49,0.5698
rhodomyrtoxin-b,0.5698
OTX2,0.5697
EPRS,0.5696
NUMB,0.5695
WARS,0.569
BUB1B,0.5682
dydrogesterone,0.5682
MAOB,0.568
FTH1,0.5676
cycloheximide,0.5672
RGS3,0.5669
COPZ1,0.5664
LY-456236,0.5663
TMEM154,0.5661999999999999
TNPO3,0.5659000000000001
PRLHR,0.5659000000000001
ZNF462,0.5659000000000001
benproperine,0.5659000000000001
ZNF169,0.5656
ZNF350,0.5655
reserpine,0.5650999999999999
BTK,0.5649000000000001
CDC25C,0.5647
PRLR,0.5647
LDHB,0.5637
ACTB,0.5636
UGT1A9,0.563
EXOSC8,0.5628
PVRL2,0.5626
CDC20,0.5625
linoleic-acid,0.5624
HNF4A,0.5623
CP-724714,0.5618
PPP3CB,0.5617
BRF2,0.5616
C5,0.5616
levetiracetam,0.5614
NSA2,0.5613
SLC37A4,0.5607
UGT1A9,0.5606
ETS2,0.5604
OMDM-2,0.5603
HINT1,0.56
Y-27152,0.56
naftidrofuryl,0.5599000000000001
PRKCE,0.5598
STK19,0.5598
ABCF3,0.5598
TACC3,0.5597
SORBS3,0.5597
hypericin,0.5595
fusaric-acid,0.5595
LY-2183240,0.5594
DNAJB6,0.5585
MCM2,0.5585
CYB561,0.5584
"tropanyl-3,5-dimethylbenzoate",0.5583
cucurbitacin-i,0.5581
DHFR,0.5579999999999999
OTX1,0.5578
PIK3R1,0.5576
ITGB4,0.5575
AMBP,0.5572
TMEM50A,0.5572
CANT1,0.5571
XRCC4,0.5571
Benzodiazepine receptor agonist,0.5569
YM-298198,0.5566
TAAR6,0.5558
eugenol,0.5552
EWSR1,0.5549000000000001
ITGB2,0.5549000000000001
ZBTB48,0.5547
SIX2,0.5546
TSEN2,0.5544
CAY-10585,0.5543
sildenafil,0.5539999999999999
ANG,0.5534
CHRM3,0.5533
LY-2140023,0.5532
COL13A1,0.5532
RAP1A,0.5529
gemcitabine,0.5528
F5,0.5527000000000001
GPR87,0.5525
KBTBD2,0.5524
streptozotocin,0.5521
EZH1,0.552
HY-11007,0.5516
PDGFRA,0.5515
NR1H2,0.5513
norketamine,0.551
BMS-345541,0.5509000000000001
GCA,0.5508
VKORC1,0.5506
CTNND1,0.5493
perphenazine,0.5490999999999999
NFKBIE,0.5489999999999999
PD-0325901,0.5487
lidocaine,0.5485
Sterol demethylase inhibitor,0.5485
PHKG2,0.5484
INPP1,0.5477000000000001
Retinoid receptor agonist,0.5474
PYGL,0.5474
proxyfan,0.5473
LGR5,0.5455
DENND2D,0.5454
BLZF1,0.5448
quercetagetin,0.5444
3-matida,0.5436
EIF2C1,0.5435
CBX7,0.5434
IRF9,0.5434
verapamil,0.5429999999999999
hydrastine,0.5424
Thymidylate synthase inhibitor,0.5422
HLA-A,0.5421
CREB3,0.5421
trichostatin-a,0.542
mestranol,0.5416
ERCC3,0.5415
PRR15L,0.5414
EIF3J,0.5411
GDI1,0.541
PRSS3,0.5408
PAQR7,0.5408
testosterone,0.5407
BRD-K98404142,0.5406
TMEM127,0.5397
PHGDH,0.5395
POLR2E,0.5394
PITPNA,0.5392
BZW2,0.5392
5'-guanidinonaltrindole,0.5392
Rho GTPase activating proteins LOF,0.539
PAICS,0.5388000000000001
telmisartan,0.5386
EIF2B5,0.5385
SRD5A1,0.5381
teniposide,0.5381
thiazolopyrimidine,0.5381
MLH1,0.5379
SNAPC4,0.5378000000000001
RHOD,0.5373
atracurium,0.5371
BCI-hydrochloride,0.5367000000000001
TRIP13,0.5367000000000001
FLT1,0.5366
thioperamide,0.5364
raclopride,0.5363
chlorpromazine,0.5362
TOP2A,0.5357999999999999
CLTC,0.5355
ZFP161,0.5354
GNAZ,0.5353
PSEN1,0.5347
GMNN,0.5346
sarmentogenin,0.5343
RPS27A,0.5334
ZNF331,0.5334
CGK-733,0.5333
TLR8,0.5333
EIF6,0.5333
BRCA2,0.5332
TRIM32,0.5328
IL6R,0.5326
FOXJ3,0.5321
trichostatin-a,0.5316
RPL39L,0.5316
ibudilast,0.5313
doxycycline,0.5307
ARL4C,0.5305
LY-320135,0.5302
norethindrone,0.5297
vorinostat,0.5297
ECD,0.5296
rufloxacin,0.5295000000000001
gemfibrozil,0.5291
IRS2,0.5289
LPHN2,0.5285
dexamethasone,0.5284
TAF5L,0.5281
TKT,0.5273
tubastatin-a,0.5271
LDHA,0.5265
CSNK1A1,0.5263
BRD-K06956503,0.5263
HSD17B8,0.5263
4-hydroxy-2-nonenal,0.526
dexamethasone,0.526
PITPNA,0.526
ICI-204448,0.5255
MBOAT7,0.5253
KLF5,0.5252
CDC45,0.5251
NBI-27914,0.525
ANKRD37,0.525
CA-074-Me,0.525
L-BSO,0.5245000000000001
HMG20B,0.5245000000000001
nalbuphine,0.5245000000000001
ZNF680,0.5243
TBCB,0.5239
GABRA5,0.5239
ZNF238,0.5234000000000001
RXRB,0.5233
BUB1,0.5228
isamoltan,0.5225
pirfenidone,0.5225
NGFR,0.5224
FAU,0.5218
TCEA1,0.5217
chlortalidone,0.5216
lobeline,0.5215
naproxol,0.5211
IRAK2,0.521
GABARAPL1,0.521
Tachykinin antagonist,0.5206000000000001
cefotiam,0.5204
CSNK1A1,0.5202
ELOVL6,0.5195000000000001
RTN2,0.5195000000000001
1-benzylimidazole,0.5193
fludroxycortide,0.5193
HOXB13,0.5192
estriol,0.5186999999999999
EIF2B2,0.5181
FBXL12,0.5177
SA-792574,0.5176
GPR150,0.5175
HSD17B10,0.5173
CFB,0.5172
ENOPH1,0.5171
ramipril,0.5171
AZGP1,0.5171
mecillinam,0.5156000000000001
ACSL4,0.5154
genistein,0.5153
quetiapine,0.515
PML,0.5149
CGP-7930,0.5143
cortisone,0.5139
GABRP,0.5134000000000001
mosapride,0.513
SLC5A6,0.5122
CLPTM1,0.5119
tipifarnib,0.5114
mexiletine,0.5113
formestane,0.5111
PTRF,0.5109
ACTR3,0.5107
medrysone,0.5105
SPDEF,0.5104
GBR-13069,0.5104
VU-0404997-2,0.5102
TRIP13,0.51
ABHD4,0.5096
methotrexate,0.5096
UGT1A6,0.5094
MRS-1845,0.509
BAY-59-3074,0.5089
CCNB1,0.5086999999999999
dextromethorphan,0.5086999999999999
morphothebaine,0.5083
PLK2,0.5081
Y-27632,0.508
ATG16L1,0.5078
HSPE1,0.5075
CREB3,0.5072
quinoclamine,0.5067
WZ-3146,0.5065
galantamine,0.5064
phenazone,0.5063
EHNA,0.5061
ABHD2,0.5059
CAV1,0.5056
RAE1,0.5056
PROKR2,0.5055
NAGK,0.5052
PTEN,0.5051
NASP,0.5045000000000001
strychnine,0.5044
noscapine,0.5043
RNF146,0.504
RALBP1,0.504
ZNF114,0.5039
BD-1008,0.5036999999999999
DARS,0.5034000000000001
SRPRB,0.5034000000000001
L-694247,0.5025999999999999
ADK,0.5024000000000001
VHL,0.5023
ITGAE,0.5022
SUB1,0.5021
SLC22A23,0.5018
SLC22A5,0.5018
denbufylline,0.5017
tracazolate,0.5015999999999999
IL10,0.5014
PTPN12,0.5013000000000001
HDAC4,0.5012
CAMK1,0.5012
luzindole,0.5011
NDUFA7,0.5007
prilocaine,0.5006
LSR,0.5005
GATA3,0.5005
NPFFR2,0.5004
GPER,0.5003
SOS2,0.49979999999999997
PNP,0.4991
fluvoxamine,0.4987
loxapine,0.4982
G3BP2,0.4979
thenoyltrifluoroacetone,0.4976
SLC7A1,0.4976
BCL2-inhibitor,0.4975
U0126,0.4974
HDAC1,0.49729999999999996
caffeic-acid,0.4972
carprofen,0.4971
SMS,0.49700000000000005
manumycin-a,0.4966
TRIM27,0.4964
cinchonine,0.49579999999999996
caffeic-acid,0.4953
BLMH,0.4949
PA2G4,0.4949
NUDT9,0.4949
lobelanidine,0.49479999999999996
etomoxir,0.4941
pepstatin,0.4939
CSNK2A1,0.4938
BACH2,0.49369999999999997
SMARCE1,0.4935
PKCbeta-inhibitor,0.49329999999999996
MDM2,0.49310000000000004
ULK2,0.493
DHX16,0.4928
GNA13,0.4928
NMRAL1,0.49229999999999996
SIK1,0.4916
MYCBP,0.49119999999999997
propentofylline,0.4911
AG-957,0.49090000000000006
SB-216641,0.49060000000000004
HSD17B2,0.49060000000000004
HLA-DPA1,0.4901
methimazole,0.4899
GPR156,0.48969999999999997
MRS-1754,0.48950000000000005
NDFIP1,0.4894
TIMP2,0.4892
MAMLD1,0.4889
YM-298198,0.48810000000000003
imipramine,0.4878
IDH3G,0.4876
GCK,0.4876
syrosingopine,0.4875
candesartan,0.4874
ADPGK,0.48729999999999996
C12ORF51,0.48719999999999997
VARS,0.4864
retrorsine,0.48619999999999997
TBC1D15,0.486
MRPL12,0.486
ZNF501,0.486
CBFB,0.4858
triciribine,0.4851
SOCS4,0.485
L-168049,0.4843
MTRR,0.48350000000000004
DAG1,0.4828
DERA,0.4825
SCN9A,0.48219999999999996
robustic-acid,0.4818
BRD-K98948170,0.4817
timolol,0.4816
dextromethorphan,0.4816
SLC1A1,0.4814
BRP44,0.48109999999999997
KIN001-244,0.48100000000000004
tacrolimus,0.4808
tropisetron,0.4802
MBCQ,0.4802
METTL1,0.48009999999999997
CTGF,0.47979999999999995
KIN001-055,0.4794
SLC7A1,0.4788
PCO-400,0.47859999999999997
tyrphostin-AG-835,0.47850000000000004
tubacin,0.47840000000000005
alrestatin,0.4782
GW-0742,0.4781
PRR7,0.4778
MKNK2,0.4777
MCCC1,0.47740000000000005
SCAF8,0.47740000000000005
homatropine,0.47700000000000004
NDUFS2,0.47700000000000004
TXN,0.4768
RFC5,0.4763
capecitabine,0.47600000000000003
PRKAA1,0.4758
bufalin,0.4756
HOMEZ,0.4756
arvanil,0.4753
sildenafil,0.4752
RAP1GDS1,0.47450000000000003
FOXA1,0.4744
midodrine,0.4743
DFFB,0.4742
CDK4,0.474
PNU-282987,0.4736
IMPDH1,0.47350000000000003
SERPINA7,0.4732
LY-278584,0.473
TNFRSF1A,0.47240000000000004
CAND2,0.47229999999999994
EIF4A2,0.4722
GR-159897,0.4722
heliomycin,0.47200000000000003
SCH-79797,0.4719
WDR67,0.4718
XBP1,0.4715
CDKN1A,0.4715
MCHR2,0.4708
GRWD1,0.4707
BRL-15572,0.4703
BID,0.4703
NAT10,0.47
PCNA,0.47
cytochalasin-b,0.4696
resveratrol,0.4694
ITPR3,0.4693
PIGA,0.4693
SDHB,0.469
PPARG,0.4689
NEDD4,0.4682
MEIS2,0.4681
BAMBI,0.46799999999999997
razoxane,0.4677
V type ATPases LOF,0.4675
AIFM1,0.4675
IL1R2,0.46740000000000004
BRD-K51557114,0.4672
TAOK2,0.4671
IL5,0.467
ALDH3A2,0.4669
stiripentol,0.4668
NEK6,0.46659999999999996
VIPR1,0.4661
KIF2C,0.466
ZNF273,0.466
ATP6V1A,0.4657
MAD2L1BP,0.4656
LAP3,0.4654
GYKI-52466,0.4654
protriptyline,0.46520000000000006
CES2,0.4646
TP53BP2,0.4644
TSC1,0.46409999999999996
ALDH1B1,0.46399999999999997
NME1,0.4636
PRKAG2,0.4631
lamivudine,0.4625
UTP14A,0.4622
CDK7,0.4621
DYNLT3,0.462
RPS6KA5,0.4617
DVL2,0.46159999999999995
vinblastine,0.46140000000000003
bisoprolol,0.46130000000000004
TINF2,0.4612
GNA15,0.4606
BH3I-1,0.4596
AFP,0.4595
L-152804,0.4593
HSF1,0.4593
RXRG,0.45899999999999996
U-74389F,0.45880000000000004
mead-ethanolamide,0.45799999999999996
naproxen,0.4576
TAP1,0.4575
BCL2A1,0.4573
PLCB4,0.4571
PRPF4,0.4567
COPA,0.45659999999999995
PREB,0.45659999999999995
ING2,0.45630000000000004
PHF17,0.45630000000000004
rucaparib,0.4562
L-690488,0.4561
MGLL,0.4559
IGFBP7,0.4558
NTSR1,0.4558
PHTPP,0.4557
MDM2-inhibitor,0.4549
estradiol-benzoate,0.4547
SB-334867,0.4546
ERBB4,0.45439999999999997
VAPB,0.45409999999999995
APHA-compound-8,0.45399999999999996
QDPR,0.4539
l-erythro-MAPP,0.45380000000000004
VEGF-receptor-2-kinase-inhibitor-IV,0.4537
DHX8,0.4536
cortisone,0.4533
DUSP3,0.4532
HSPB1,0.45299999999999996
RPS6KL1,0.45280000000000004
POLA2,0.45280000000000004
OXCT1,0.4526
PDK1,0.4522
APOA1,0.4522
IGFBP4,0.4522
naloxone,0.45130000000000003
ephedrine,0.4512
CHMP6,0.451
isoxsuprine,0.451
niguldipine,0.4509
evodiamine,0.4506
PTPRF,0.45049999999999996
SQLE,0.45049999999999996
QL-XII-47,0.45030000000000003
MBD6,0.4497
AKR1C2,0.4495
CDK4,0.44939999999999997
carmoxirole,0.4485
ZNF563,0.4481
PSMD5,0.4481
tyrphostin-AG-555,0.4481
NDUFS3,0.4476
DIDO1,0.4468
bifonazole,0.4465
dicycloverine,0.4462
kitasamycin,0.446
APOC3,0.4458
EPO,0.4458
POLR2F,0.4456
rutin,0.4454
immethridine,0.44520000000000004
AGTR1,0.44439999999999996
PFKFB3,0.44420000000000004
tubocurarine,0.4435
NOX1,0.4435
SP110,0.4434
GBA,0.44310000000000005
eplerenone,0.4414
CO-101244,0.4411
ZNF581,0.441
SERPIND1,0.4409
ELAC2,0.44079999999999997
ZNF559,0.44060000000000005
RND3,0.44060000000000005
moexipril,0.4404
CNOT8,0.4403
TASP1,0.4401
KARS,0.43979999999999997
STK38L,0.4391
hydrocortisone,0.4389
SIRT2,0.4372
GPR114,0.4368
ALDH2,0.43670000000000003
ZNF786,0.4363
PEX19,0.4362
buphenine,0.4362
HMGN3,0.4361
CBX4,0.4361
ALDH3A1,0.43520000000000003
CHEMBL-374350,0.4349
AMDHD2,0.4349
phenothiazine,0.4349
GK,0.4347
SWAP70,0.43450000000000005
7b-cis,0.43420000000000003
ropinirole,0.43420000000000003
ADCY9,0.434
BRD-A07614565,0.4339
OM-137,0.43329999999999996
HCAR1,0.43320000000000003
EMF-bca1-57,0.43310000000000004
chloroquine,0.43310000000000004
mepireserpate,0.43310000000000004
trazodone,0.43310000000000004
ARF1,0.4329
HMGB3,0.43270000000000003
FABP1,0.43270000000000003
labetalol,0.4325
CCK receptor antagonist,0.4325
BRD-K13872703,0.4325
TWIST2,0.43229999999999996
TAB3,0.43229999999999996
GPR152,0.4322
NDUFC1,0.4321
RRS1,0.4303
PPP4R1,0.42979999999999996
APEH,0.42950000000000005
HAX1,0.4293
ZNF451,0.4293
brimonidine,0.4291
TMEM2,0.4289
ABCA1,0.4288
CDK9,0.42869999999999997
milrinone,0.42869999999999997
CYP3A5,0.4285
IRAK1,0.42829999999999996
TRAF3,0.428
midazolam,0.428
anabasine,0.42719999999999997
HSBP1,0.42719999999999997
PD-0325901,0.4266
GPR133,0.4265
PSIP1,0.4263
memantine,0.4261
P4HB,0.42590000000000006
andarine,0.4257
FKBP14,0.4252
DCK,0.4244
deltaline,0.4242
USP47,0.42369999999999997
SOCS1,0.42310000000000003
TGDS,0.423
TUBA1A,0.4224
NRBP1,0.42229999999999995
NDUFB8,0.42219999999999996
APP,0.42219999999999996
GPR84,0.42210000000000003
BRD-K16604360,0.42200000000000004
bithionol,0.4216
NSDHL,0.4215
BAY-36-7620,0.42090000000000005
GOT2,0.42060000000000003
LIG3,0.4205
IL1B,0.4203
ANPEP,0.4202
CHN1,0.4201
fipronil,0.41979999999999995
FADS3,0.41969999999999996
GAPDH,0.41960000000000003
HIST1H2AC,0.41950000000000004
ZM-447439,0.4194
rottlerin,0.4193
palonosetron,0.4192
BCL2L2,0.419
GR-103691,0.41859999999999997
RRAGA,0.4183
NFKBIL1,0.4178
P4HA2,0.4177
CDKN2B,0.41729999999999995
EXT1,0.4172
amiloride,0.4168
ABHD6,0.4165
daphnetin,0.41600000000000004
Y-26763,0.4157
carbofuran,0.4156
RPS14,0.4155
CTTN,0.4153
CS-1657,0.41509999999999997
PAFAH1B3,0.41490000000000005
FTCD,0.4144
TBPL1,0.41409999999999997
DUSP1,0.414
DMD,0.41369999999999996
F2R,0.41350000000000003
POLR2C,0.41340000000000005
ING3,0.4127
XAV-939,0.4121
BCL10,0.4118
SOX3,0.4115
IMPDH2,0.4114
WZ-4002,0.4113
S100P,0.4111
ELK3,0.4107
zalcitabine,0.4107
KDM4C,0.4106
TAL2,0.4106
ethoprop,0.4104
PAX8,0.4102
moracizine,0.41009999999999996
TFCP2,0.40990000000000004
CASP7,0.4097
PRDX2,0.4096
PNKP,0.4096
GGCX,0.4093
PRKAG1,0.4092
oxantel,0.4083
PEPD,0.4082
THBS1,0.4082
RABGGTA,0.408
ozagrel,0.4077
BAG1,0.40759999999999996
HMGCL,0.40740000000000004
PCBD1,0.4072
L-689560,0.4071
MRPL43,0.4068
DLC1,0.40659999999999996
CTSH,0.40659999999999996
MAPK13,0.4064
PLS1,0.4064
ACD,0.4064
disulfiram,0.40549999999999997
SOD1,0.4053
alpha-linolenic-acid,0.4053
tetrahydrocannabinol-7-oic-acid,0.4052
PSMB1,0.40490000000000004
GPR37,0.4047
UTS2R,0.4046
MAX,0.4042
DNMT3L,0.4039
CDK10,0.4039
lysergol,0.4036
PEX11A,0.4031
GPR160,0.40270000000000006
Cyclin dependent kinases LOF,0.402
CGRRF1,0.4019
BRD-K32656671,0.4018
RS-56812,0.4014
CSNK1G2,0.4008
mammea-a,0.4007
ATP6V0A1,0.4007
HOXC4,0.4003
ZNF621,0.40020000000000006
PLXNA1,0.40009999999999996
PUF60,0.39990000000000003
E2F6,0.39990000000000003
PPARGC1A,0.39990000000000003
nifedipine,0.3998
NUSAP1,0.39909999999999995
dehydroisoandosterone,0.39899999999999997
LSM6,0.39890000000000003
GPSM1,0.3985
IL1R2,0.3981
CAPNS2,0.3979
Nucleoside reverse transcriptase inhibitor,0.3978
COPS7A,0.39770000000000005
RXFP1,0.3975
FDX1,0.39740000000000003
HU-211,0.3969
SA-1478088,0.39640000000000003
SPARC,0.3962
BTG1,0.3961
POT1,0.3961
KIF5B,0.39549999999999996
DDX10,0.39549999999999996
NSC-663284,0.3954
fenretinide,0.39490000000000003
MAGEA10,0.39490000000000003
CD81,0.3948
BAG1,0.3946
BRD-K60218670,0.3945
tolmetin,0.3943
tyrphostin-AG-18,0.3933
MEIS2,0.3932
ZNF768,0.3931
dihydroergocristine,0.3926
Cell Cycle Inhibition GOF,0.3923
palmitoylethanolamide,0.3921
SA-63133,0.39189999999999997
VU-0418947-2,0.3918
vinpocetine,0.39159999999999995
SAL-1,0.39159999999999995
TAOK3,0.3912
GR-46611,0.39039999999999997
TFF1,0.3898
CGP-55845,0.38880000000000003
ipratropium,0.3885
cinacalcet,0.3883
BZW2,0.38799999999999996
CLN3,0.38780000000000003
UQCRFS1,0.38770000000000004
CCBL1,0.3876
RICTOR,0.3873
COX5A,0.38659999999999994
L-803087,0.38630000000000003
NOLC1,0.3861
PD-169316,0.386
WFS1,0.386
gestrinone,0.3857
SPRY1,0.385
DMTF1,0.3849
LPAR1,0.3845
CLIC4,0.3843
MXI1,0.38420000000000004
beclometasone,0.384
valsartan,0.3839
vincristine,0.3839
HSD17B11,0.38380000000000003
HLA-DRA,0.3836
EPHX2,0.3832
Serine proteases GOF,0.3832
salsolinol,0.3831
RAF1,0.3829
CAST,0.3826
GIT2,0.3822
droxinostat,0.382
SLC25A14,0.38170000000000004
RB1,0.38159999999999994
evoxine,0.3815
NIT1,0.3815
DCXR,0.3815
ZNF174,0.3815
SKF-77434,0.3814
RHOBTB1,0.38130000000000003
OXTR,0.38049999999999995
STX1A,0.38020000000000004
PEMT,0.38
SLC35B1,0.3797
NSC-693868,0.37939999999999996
PIK3C2B,0.37920000000000004
UQCRFS1,0.37920000000000004
PTF1A,0.3791
CACNA1C,0.3784
MPHOSPH9,0.3784
biochanin-a,0.37829999999999997
CLPB,0.37829999999999997
biotin,0.3782
AM-251,0.3778
ZNF490,0.37770000000000004
tamoxifen,0.3775
RPS13,0.3774
GTF2F2,0.37729999999999997
caffeine,0.37729999999999997
CD83,0.3772
GR-135531,0.3771
TSC2,0.3766
HADH,0.3763
LPAR1,0.3762
nadolol,0.3761
GRHPR,0.37560000000000004
monastrol,0.3754
budesonide,0.37520000000000003
PON2,0.3747
LACC1,0.37450000000000006
exemestane,0.374
econazole,0.3738
SYNGR3,0.3738
TOMM22,0.3738
TRAM2,0.3736
XPR1,0.3735
naringin,0.3734
FKBP5,0.3728
OTX1,0.37270000000000003
ambelline,0.3726
MED1,0.3724
SLC16A2,0.37229999999999996
retinol,0.3721
DGKH,0.37200000000000005
L-655708,0.37189999999999995
irsogladine,0.3716
NADH ubiquinone oxidoreductase core subunits GOF,0.3716
SQRDL,0.3715
LRRC59,0.3714
AGK-2,0.37079999999999996
RBM15,0.37070000000000003
CDCA4,0.3705
POLR1E,0.3701
ethambutol,0.36950000000000005
SDM25N,0.36920000000000003
PGRMC1,0.369
IL7R,0.3686
NPM1,0.36829999999999996
SRSF2,0.3678
BRD-K52640952,0.36719999999999997
megestrol,0.3671
ALX-5407,0.3663
BECN1,0.36619999999999997
DGKA,0.366
CCND1,0.3657
triclosan,0.3654
SNX6,0.3652
ZNF268,0.3651
EEF1D,0.3649
HDHD1,0.3642
PCGF2,0.3641
ZNF610,0.36369999999999997
rolipram,0.3636
BIX-01294,0.3636
AKT1,0.3632
ILK,0.3627
ICMT,0.3624
cyclosporin-a,0.3624
auraptene,0.36229999999999996
clocortolone,0.36219999999999997
CALML6,0.36210000000000003
TCEB3,0.3619
CTNNBIP1,0.3619
GABPB1,0.3616
GPR179,0.3615
CYP1A1,0.3614
FOSL1,0.3614
desoxycorticosterone,0.3613
diethylstilbestrol,0.3611
FTL,0.36090000000000005
LSM6,0.36090000000000005
SMARCC2,0.3608
DLAT,0.3607
C2CD2L,0.3603
CDKN1A,0.3601
gabazine,0.35969999999999996
SA-792728,0.35969999999999996
MGMT,0.35960000000000003
erythromycin,0.35950000000000004
