drug_name,MB002
PSMB8,0.523
Androgen receptor modulator,0.523
ZNF558,0.5229
ALDH4A1,0.5227
CXADR,0.5225
EGFL8,0.5225
YAP1,0.5219
CLOCK,0.5216
CYP3A5,0.5216
TADA3,0.5212
AFP,0.5209
NR5A2,0.5202
IRF1,0.5201
MAD2L1BP,0.5199
TUBA1A,0.5196999999999999
CEACAM6,0.5195000000000001
B3GNT1,0.5193
SIK1,0.5193
NPEPL1,0.5193
RPS6KB1,0.5193
salsolinol,0.519
NSC-94258,0.519
piperidolate,0.5186
KIAA1279,0.5172
tetrabenazine,0.5172
BMY-14802,0.5171
bucladesine,0.517
TRAF2,0.517
oxybuprocaine,0.5167
PRCC,0.5165
SP110,0.5165
TRAM2,0.5164
MTFR1,0.5161
acyclovir,0.5159
TCF12,0.5158
CHN1,0.5157
EIF4G1,0.5156000000000001
TUBB4B,0.5155
RUNX1,0.5155
prima-1-met,0.5153
GW-6471,0.5146999999999999
DAXX,0.5145000000000001
LIPT1,0.5145000000000001
GMEB2,0.5138
ZNF572,0.5136999999999999
ZFP36,0.5134000000000001
APEX1,0.5132
TRIP10,0.513
NUP62,0.5128
neratinib,0.5128
estradiol,0.5126
ANXA5,0.5123
DNTTIP2,0.5122
tetracycline,0.5121
indole,0.5119
GPX1,0.5119
PAQR7,0.5115999999999999
isotretinoin,0.5114
carmoxirole,0.5111
desipramine,0.5107
estropipate,0.5105
PAQR7,0.5103
TRA2B,0.5103
GPR150,0.5101
IRS1,0.5097999999999999
HMGCS2,0.5097
P2RY8,0.5092
HSPD1,0.509
PTPN12,0.5086999999999999
EXOC6,0.5085999999999999
TNFRSF6B,0.5085000000000001
ACADSB,0.5085000000000001
EGLN2,0.5083
PCGF2,0.5082
PLA2G2C,0.5081
tocainide,0.5079
FGF9,0.5078
dihydroergotamine,0.5077
DUSP1,0.5075
GOT2,0.5072
CAMLG,0.5072
HDAC5,0.5069
SUFU,0.5065
SNCA,0.5065
E2F3,0.5062
phenothiazine,0.506
OR52B2,0.506
heliotrine,0.5052
fluphenazine,0.5049
ITGAE,0.5046
CHMP6,0.5045000000000001
SMARCC2,0.5042
cucurbitacin-i,0.5042
GNAZ,0.504
teicoplanin,0.5036999999999999
KCNK1,0.5036999999999999
IRAK4,0.5032
DUSP3,0.5032
BRD8,0.5032
RBBP4,0.5029
L-689560,0.5028
ZNF350,0.5024000000000001
IER3,0.5024000000000001
SSX3,0.502
adipiodone,0.5019
SMC3,0.5019
EMD-386088,0.5018
ZNF444,0.5018
MAP3K5,0.5015
NAT1,0.5015
KYNU,0.5014
LDLR,0.5012
SLC22A23,0.5009
WDR67,0.5009
PDIA4,0.5007
CCL2,0.5003
liquiritigenin,0.5003
TAF5L,0.5003
TWS-119,0.49979999999999997
ICI-89406,0.4997
CDK8,0.4997
TRIP10,0.49939999999999996
GW-4064,0.49920000000000003
AARS,0.49920000000000003
Targets of VEGFR inhibitors GOF,0.4989
PAC-1,0.4988
IKK-2-inhibitor-V,0.4987
deltaline,0.4987
esmolol,0.4985
cyclopentolate,0.4982
SLC16A5,0.4976
COPS7A,0.4976
resorcinol,0.49729999999999996
CL-218872,0.49689999999999995
WWTR1,0.4968
TLK2,0.496
CCRL2,0.4959
SCP2,0.49579999999999996
PRKAG3,0.4953
EXOC3,0.4953
IL5,0.495
CCNG1,0.4947
PLOD3,0.4946
zaprinast,0.4946
beta-CCP,0.4946
PSMD5,0.49439999999999995
pseudoephedrine,0.4943
DNA2,0.49420000000000003
RPL11,0.49369999999999997
safinamide,0.4936
ZNF273,0.49340000000000006
EIF5A,0.49310000000000004
RPP38,0.4926
CD14,0.49229999999999996
ZKSCAN2,0.49219999999999997
NDUFA9,0.4921
DNM1,0.4921
levofloxacin,0.4918
ARPC5,0.4914
GK,0.4911
RANBP9,0.4904
MED4,0.4903
GTF2A2,0.4902
psoromic-acid,0.4902
ZBTB5,0.48960000000000004
CTSK,0.48960000000000004
exemestane,0.4894
NMNAT2,0.4889
lobeline,0.48869999999999997
PEX19,0.48840000000000006
prostaglandin,0.48829999999999996
YARS,0.48810000000000003
MEIS2,0.4879
EGFR inhibitor,0.4878
pheniramine,0.4878
hydrastine,0.4874
KAZALD1,0.48729999999999996
BAG1,0.48700000000000004
LONRF2,0.4868
NKIRAS2,0.4868
montelukast,0.4867
TCTN1,0.4864
GABRA5,0.4861
umbelliferone,0.486
PG-9,0.48590000000000005
KIF20A,0.4853
rabeprazole,0.4852
FBXO11,0.4851
ZNF300,0.4849
EGF,0.48479999999999995
FKBP4,0.48469999999999996
CD97,0.4842
GJA1,0.4842
RARRES1,0.4838
ODC1,0.48369999999999996
W-9,0.48310000000000003
alfadolone,0.483
GSR,0.4829
BNIP1,0.4824
DDX49,0.48229999999999995
triamcinolone,0.48210000000000003
BMP2,0.4817
AZI2,0.48109999999999997
HDAC1,0.48100000000000004
4-hydroxy-2-nonenal,0.48100000000000004
irilin-a,0.4808
TFCP2,0.4806
motesanib,0.4799
NECA,0.4797
raclopride,0.4796
DDX10,0.4792
CHD8,0.47909999999999997
ZNF764,0.479
BMS-182874,0.47850000000000004
SNX17,0.47840000000000005
SGPL1,0.4783
L-690330,0.4782
VKORC1,0.478
SMAD6,0.4778
NEK9,0.4777
PRSS2,0.4775
dienestrol,0.4775
HSD17B7,0.47729999999999995
IL7R,0.4772
ACADSB,0.4769
diclofenamide,0.4763
CNOT4,0.4757
BZW2,0.4757
loratadine,0.4752
JUNB,0.4752
VER-155008,0.47490000000000004
NFIB,0.4747
FASLG,0.4743
PNLDC1,0.4743
FABP1,0.474
cefatrizine,0.47350000000000003
RARB,0.47340000000000004
PPP1R13B,0.4733
POLG,0.4732
pilocarpine,0.4731
TAB3,0.4728
FPL-64176,0.47259999999999996
EIF4B,0.47229999999999994
FAM114A2,0.4721
ALX-5407,0.47200000000000003
CRYAA,0.4719
ZNF501,0.4717
SAR1B,0.4715
epothilone-a,0.47100000000000003
MYLK2,0.4706
prothionamide,0.4705
PRKDC,0.47009999999999996
VIPR1,0.47
deracoxib,0.4698
CIT,0.4697
DFNB31,0.46950000000000003
FGB,0.46950000000000003
enalaprilat,0.4692
ATP5H,0.46869999999999995
PCK1,0.46840000000000004
FURIN,0.46840000000000004
PHYH,0.4682
PRR7,0.4678
LBR,0.46740000000000004
BH3I-1,0.467
ELL3,0.4669
ecopipam,0.4668
POU5F1,0.4667
amsacrine,0.4667
BIRC5,0.46649999999999997
ZNF488,0.4664
IL11RA,0.4658
SR-59230A,0.4656
EBF1,0.46549999999999997
NDUFB8,0.46549999999999997
STO-609,0.46549999999999997
MLN-4924,0.46549999999999997
n-arachidonyl-GABA,0.4654
VIM,0.46509999999999996
Tachykinin antagonist,0.4648
acebutolol,0.4648
CHKB,0.4648
ZNF217,0.4645
SLC25A14,0.4644
ETS2,0.4637
HMGB4,0.4636
L-755507,0.4635
NCOA3,0.4635
MR-16728,0.4635
met-leu-phe,0.4632
piroxicam,0.4631
diazoxide,0.46299999999999997
FLT1,0.46270000000000006
RNF166,0.46259999999999996
GAMT,0.46259999999999996
NGRN,0.46240000000000003
C16ORF5,0.462
LCK,0.46140000000000003
CASP10,0.46140000000000003
CAPN1,0.4612
BUB1B,0.4612
RUVBL2,0.4604
amoxapine,0.46009999999999995
ADAM17,0.46009999999999995
ECHS1,0.45990000000000003
danusertib,0.45890000000000003
ITPK1,0.45890000000000003
naltrexone,0.4585
CD55,0.45840000000000003
CSNK1G2,0.4582
esomeprazole,0.4581
RPS15A,0.4581
SKP1,0.4576
fluocinonide,0.4575
SOX3,0.4573
FGFRL1,0.45659999999999995
CEACAM1,0.45659999999999995
GALC,0.45630000000000004
SOX11,0.45630000000000004
FYN,0.4562
exemestane,0.4562
NMUR2,0.4562
FER,0.4557
pizotifen,0.4557
WT1,0.45520000000000005
fenoldopam,0.4548
rofecoxib,0.4548
ABCB4,0.4547
MYCBP,0.4546
ARL4C,0.4545
AM-404,0.4543
clomipramine,0.45399999999999996
IMPA2,0.4539
desoxycorticosterone,0.4537
ZNF517,0.4535
TTK,0.4534
testosterone,0.4533
BIBU-1361,0.4533
ROCK1,0.4533
P2RY12,0.4532
picotamide,0.45270000000000005
BCI-hydrochloride,0.4525
NUDT14,0.4521
yohimbine,0.45159999999999995
RHOD,0.4514
Vitamin D receptor agonist,0.4512
SDHC,0.451
C2,0.4508
UVRAG,0.45039999999999997
amiodarone,0.45030000000000003
hydrocortisone,0.45
TNIK,0.45
AES,0.4496
RNPS1,0.44939999999999997
ZNF451,0.44920000000000004
butoconazole,0.4486
B4GALT4,0.4485
ATG4A,0.4485
GW-583340,0.44789999999999996
estradiol,0.44770000000000004
BDKRB2,0.4476
EGR1,0.4476
NME1,0.4475
NDUFB1,0.4473
FUS,0.44689999999999996
TSC1,0.4468
TSKU,0.4464
RASGRP4,0.4462
IFNGR2,0.44549999999999995
HEXIM1,0.44549999999999995
UK-356618,0.4451
NOD1,0.4448
PPIE,0.4448
ABCB7,0.4447
butylparaben,0.4446
BATF3,0.4446
methazolamide,0.44409999999999994
SLC12A2,0.4439
ADCY9,0.4439
NDUFB6,0.4437
FOXR1,0.4434
MRPS16,0.44329999999999997
PMAIP1,0.4426
EIF2C1,0.4416
nobiletin,0.4414
TGIF2LY,0.4411
HRSP12,0.4411
CREB3,0.4409
DTNA,0.4409
APOE,0.4409
MXI1,0.44060000000000005
PAFAH1B2,0.44020000000000004
TIMP3,0.44
BAG3,0.43979999999999997
MAPK12,0.4397
METTL1,0.4396
alfacalcidol,0.4393
cefotiam,0.4391
fulvestrant,0.439
PHF19,0.4382
QPCT,0.4379
IFNGR1,0.4376
escitalopram,0.4376
SRSF2,0.43729999999999997
HMGB1,0.4371
ATG16L1,0.4371
ALG5,0.43670000000000003
calycanthine,0.43670000000000003
biotin,0.4366
stavudine,0.4365
POLRMT,0.4364
DHH,0.4363
PPP3CC,0.4362
MXD3,0.4361
ZNF274,0.4359
ALDH3A1,0.43560000000000004
SIRT6,0.4353
LSM5,0.435
GBR-13069,0.4349
CAV1,0.43450000000000005
ZNF436,0.43450000000000005
ZNF585A,0.43450000000000005
nifekalant,0.43420000000000003
BIK,0.4338
procarbazine,0.4336
AR,0.4335
ANXA2,0.43320000000000003
ZNF74,0.433
AGK-2,0.4328
RPA2,0.43270000000000003
ZAP70,0.4325
PFKFB3,0.4324
PCDH15,0.4321
nelfinavir,0.43200000000000005
LDHB,0.4314
palonosetron,0.4304
PCGF1,0.4301
Cell Cycle Inhibition GOF,0.4299
NMI,0.4296
ivachtin,0.4293
GPER,0.4291
ADSL,0.4291
EPHX2,0.429
IL10,0.4288
DLX3,0.4288
PRSS3,0.4286
JAZF1,0.4286
ceforanide,0.4285
HADH,0.42810000000000004
LYPLA1,0.4277
CPT1A,0.4277
PNP,0.4274
KIAA0494,0.42719999999999997
TSPAN6,0.42710000000000004
CRCP,0.42700000000000005
isogedunin,0.4266
AMBP,0.42619999999999997
PDIA4,0.426
glycodeoxycholic-acid,0.42579999999999996
VAPB,0.4257
afatinib,0.4255
EBP,0.4251
triclabendazole,0.4251
SUOX,0.425
NSC-23766,0.4249
PSEN1,0.42460000000000003
CASP7,0.42450000000000004
GRHL3,0.4242
ZNF180,0.4238
HDAC10,0.4233
PLD4,0.4233
ERCC3,0.42310000000000003
alrestatin,0.423
telmisartan,0.423
bosentan,0.4229
PHF17,0.4228
ZNF790,0.42219999999999996
NDUFS3,0.42200000000000004
hesperidin,0.4217
MFSD10,0.4213
mesulergine,0.4213
verrucarin-a,0.42119999999999996
mitotane,0.4208
FG-7142,0.4207
R-96544,0.42060000000000003
CD55,0.4205
MPZL1,0.4204
COX6C,0.4202
CNQX,0.4201
RS-45041-190,0.4201
FBXL19,0.4199
cefotaxime,0.4199
tropicamide,0.41969999999999996
MRGPRX3,0.41960000000000003
LCMT1,0.41960000000000003
RRM2,0.4194
CCRL2,0.4191
ZG-10,0.4191
vemurafenib,0.41840000000000005
ZD-7288,0.41840000000000005
XBP1,0.4183
BRF2,0.4181
GTF2H3,0.4178
PLCG1,0.4178
SERTAD3,0.41759999999999997
GPR160,0.4171
TPD52L2,0.41700000000000004
resmethrin,0.41700000000000004
PTPLAD1,0.4165
tetramethylsilane,0.41619999999999996
ZNF268,0.41619999999999996
ADH6,0.41490000000000005
VU-0400071-3,0.41479999999999995
IKBKE,0.4147
fludroxycortide,0.4147
Y-134,0.4147
PRKAB1,0.4144
HSPE1,0.4143
PRDM4,0.41409999999999997
POLA1,0.41409999999999997
DTX2,0.4132
glycodeoxycholic-acid,0.4129
PRL-3-inhibitor-I,0.4128
FIS1,0.41259999999999997
EIF4A2,0.4125
LY-288513,0.41229999999999994
TEX10,0.41229999999999994
ARPC2,0.4121
HIC2,0.4119
STUB1,0.4117
CCNE1,0.4113
prilocaine,0.41119999999999995
dexamethasone,0.41100000000000003
GCLC,0.41009999999999996
serdemetan,0.41009999999999996
AQP12A,0.41009999999999996
WNT9B,0.40979999999999994
DNMT3A,0.4093
ATG5,0.4092
CAB39,0.40909999999999996
gefitinib,0.409
ZNF561,0.4089
PPP2R1A,0.40880000000000005
iso-olomoucine,0.40869999999999995
GR-103691,0.40869999999999995
emetine,0.4083
NR1H4,0.4077
NRP1,0.40759999999999996
GR-89696,0.4075
irbesartan,0.4073
ETV1,0.4071
BAZ2B,0.40659999999999996
ANPEP,0.4064
HYAL2,0.4061
BIRC3,0.40590000000000004
NEK6,0.40549999999999997
ITGB3,0.4054
GCK,0.4048
CMPK1,0.4045
SLC27A3,0.4043
ADPGK,0.4043
SACM1L,0.4042
AMBP,0.40399999999999997
COL4A5,0.40369999999999995
ACD,0.4036
BRD-K70751730,0.4031
CCRN4L,0.4031
SA-792728,0.40299999999999997
TXLNA,0.40299999999999997
TFF1,0.40270000000000006
RB1,0.40240000000000004
tranylcypromine,0.4022
levocetirizine,0.4022
ZNF502,0.4017
G3BP2,0.40149999999999997
GMNN,0.40130000000000005
hydrocortisone,0.40130000000000005
RAB5B,0.4012
dibenzoylmethane,0.4012
amodiaquine,0.4011
CTLA4,0.4011
irsogladine,0.40090000000000003
ARHGEF7,0.40090000000000003
ANKRD10,0.4004
Histone deacetylases LOF,0.4003
SCYL3,0.40020000000000006
DAP,0.3997
nimodipine,0.3997
TP53,0.3996
DCXR,0.3993
AXIN2,0.3992
DIS3,0.3992
FAM120A,0.39909999999999995
dexamethasone,0.3987
mammea-a,0.3987
MBNL2,0.3987
etifenin,0.3986
MGLL,0.39840000000000003
KIF2C,0.3983
probenecid,0.3981
AGPAT1,0.3981
RNPS1,0.3979
HSD17B4,0.3979
heraclenol,0.3975
MELK,0.39740000000000003
HLA-DQA1,0.3973
HPGD,0.3967
clobetasol,0.39659999999999995
LSP1,0.39649999999999996
PARP15,0.3962
GW-0742,0.3958
C12ORF51,0.3957
TNFSF13B,0.39549999999999996
TRRAP,0.39549999999999996
MAOA,0.39520000000000005
ST14,0.39490000000000003
mevastatin,0.39490000000000003
KLF2,0.3947
EPS8,0.3945
BRCA1,0.3945
HIV protease inhibitor,0.3934
tenovins,0.3931
ASNS,0.39299999999999996
ERCC1,0.39299999999999996
fludroxycortide,0.39270000000000005
TMEM5,0.3926
ZNF175,0.3924
nitrendipine,0.3921
MAST4,0.392
ATP6V0A1,0.392
DERA,0.39149999999999996
GPR137,0.39149999999999996
tegafur,0.39130000000000004
TSG101,0.39130000000000004
ELK1,0.391
etoposide,0.3906
UNG,0.39049999999999996
mercaptopurine,0.39030000000000004
PSMD5,0.3901
ZNF747,0.3898
MDL-73005EF,0.3893
ZNF174,0.3892
TRIM9,0.38909999999999995
TBX2,0.38909999999999995
ZFP161,0.38909999999999995
sibutramine,0.3889
FERD3L,0.3885
UBAP2L,0.3885
LPHN2,0.3882
entacapone,0.38789999999999997
NDUFA2,0.3875
ATP5O,0.3873
PRKCQ,0.387
CDKN1A,0.387
SERPINB2,0.3865
tramadol,0.3865
SULT1A3,0.38630000000000003
OMDM-2,0.386
CHD1,0.386
NID1,0.3859
RNF146,0.3858
methysergide,0.3858
orphenadrine,0.3856
SUPV3L1,0.38539999999999996
CYP27B1,0.38539999999999996
phenacetin,0.3848
BRD-K34608650,0.3848
ZNF114,0.3847
BRD-K58033748,0.38420000000000004
ELAVL1,0.384
CAPNS2,0.384
ANKRD49,0.384
dextromethorphan,0.3839
sotalol,0.3835
gestrinone,0.3834
SOCS2,0.3833
m-chlorophenylbiguanide,0.3831
FOXN3,0.38299999999999995
valdecoxib,0.3829
SRSF8,0.38280000000000003
LPAR6,0.3826
JNJ-38877605,0.3826
SYPL1,0.3822
DKC1,0.3822
FOXR1,0.38189999999999996
CASP9,0.38189999999999996
CALU,0.38170000000000004
vincristine,0.3815
PCGF6,0.3812
FTH1,0.3812
BHMT,0.38079999999999997
thalidomide,0.3804
BRL-54443,0.3804
MMPX,0.38020000000000004
damnacanthal,0.38
GPR111,0.38
GRPR,0.38
MDM4,0.37979999999999997
APOA2,0.37979999999999997
UCL-2077,0.37929999999999997
TAK-715,0.3791
LFM-A13,0.379
DDB2,0.3789
ULK1,0.3782
FGFR1OP,0.3782
TFDP2,0.37799999999999995
ZBED1,0.3776
ropinirole,0.37729999999999997
enalapril,0.3771
OSR2,0.37689999999999996
MAN1A1,0.3768
BIRC2,0.37670000000000003
SIRT2,0.3764
PXK,0.3763
GPR114,0.3762
r(-)-propylnorapomorphine,0.37579999999999997
SHH,0.3757
IMPDH2,0.3751
OAZ2,0.3749
JNJ-26854165,0.3749
IKZF5,0.37479999999999997
GSK3B,0.3747
caffeic-acid,0.3747
CTNNBIP1,0.37439999999999996
ZNF517,0.3743
ZNF546,0.3743
HCN3,0.3743
HLA-DRB1,0.3741
Cyclo-[Arg-Gly-Asp-D-Phe-Val],0.3741
AICA-ribonucleotide,0.374
ascorbyl-palmitate,0.3739
guanfacine,0.3738
PKN1,0.3735
ZNF133,0.3734
NUMB,0.37310000000000004
FKBP5,0.37310000000000004
NAMPT,0.37310000000000004
NBQX,0.37270000000000003
PLOD1,0.3725
NTAN1,0.3724
methimazole,0.3724
cinacalcet,0.3722
thioridazine,0.3721
TAAR8,0.37200000000000005
SHMT2,0.37200000000000005
PCNA,0.37189999999999995
PAFAH1B3,0.37189999999999995
TBCB,0.37170000000000003
SLC22A23,0.37170000000000003
NMRAL1,0.3714
saclofen,0.3712
IARS,0.3712
CCNL1,0.3711
G2E3,0.3709
WDTC1,0.37060000000000004
PAN2,0.3705
vinorelbine,0.3704
PCBD1,0.3699
POLG2,0.3697
BAD,0.36950000000000005
RAE1,0.36920000000000003
cefdinir,0.36920000000000003
HLA-DRA,0.3688
FTase-inhibitor-B581,0.36869999999999997
CARD11,0.36869999999999997
oxantel,0.36869999999999997
CLK1,0.3685
TRAP1,0.3685
RPS10,0.3678
RS-504393,0.3677
DMRTB1,0.3677
necrostatin-1,0.3676
CGP-52432,0.3676
P4HB,0.3676
BRD-K13872703,0.3674
IGFBP7,0.3671
oleoylethanolamide,0.36700000000000005
UBE2D1,0.3667
TIMM50,0.3664
HSPB8,0.3663
CCBL1,0.3661
UTP14A,0.366
PRD class homeoboxes and psudogenes LOF,0.3655
iloperidone,0.3653
DUSP22,0.36460000000000004
ERF,0.3642
CAMK1,0.3642
ACACB,0.3642
GPR37,0.3635
NCAPD2,0.36340000000000006
megestrol,0.36310000000000003
SERPINA7,0.3629
PLS1,0.3627
YK-4279,0.3626
FOXD4L3,0.3624
ketoconazole,0.3619
PEX11A,0.3618
noscapine,0.3618
SKF-77434,0.3617
zolpidem,0.3616
PSAT1,0.3613
avrainvillamide-analog-4,0.3613
IL27,0.3613
HSF1,0.36119999999999997
flunarizine,0.3611
COPB2,0.361
mestranol,0.3608
KIAA0100,0.3602
FR-180204,0.36
NUDT14,0.36
HMGN3,0.3591
IL18RAP,0.3591
GABRB3,0.359
moracizine,0.3588
UGT2B28,0.35869999999999996
EXO-1,0.3586
IFI16,0.35850000000000004
HEAT,0.3582
RSPH1,0.3579
TTK,0.3579
RASA1,0.3579
CERS3,0.3577
GOT2,0.3575
PRMT2,0.3574
halometasone,0.3574
APOO,0.3574
desoxycortone,0.35729999999999995
GALNS,0.35719999999999996
testosterone,0.3569
warfarin,0.3569
RBCK1,0.3568
CD40,0.3567
ZNF576,0.3565
AKR1C3,0.3563
MED12L,0.35609999999999997
TEAD2,0.35609999999999997
malonoben,0.35600000000000004
HLI-373,0.35590000000000005
Homeobox Gene GOF,0.3553
maprotiline,0.35509999999999997
THBS1,0.35509999999999997
torin-1,0.355
G6PD,0.35479999999999995
BAX,0.3542
ITGB2,0.3542
ibuprofen,0.35359999999999997
zaldaride,0.3532
chlortetracycline,0.35229999999999995
PSMA3,0.35229999999999995
BLMH,0.3518
CSNK1A1L,0.3518
PPP2R4,0.35159999999999997
EGR3,0.3514
ANXA1,0.3513
LHX9,0.35100000000000003
ZNF24,0.3508
valaciclovir,0.3508
eugenol,0.3507
BRD-K97951054,0.3507
USP9X,0.3507
CFLAR,0.3506
TAAR6,0.34990000000000004
SOS2,0.34950000000000003
CCND1,0.34909999999999997
BCAR1,0.34869999999999995
ZIM3,0.3483
AKAP8,0.3482
nomifensine,0.3482
ML-9,0.3481
CDKN2A,0.3479
penicillic-acid,0.3477
NDUFS3,0.3475
ZBTB26,0.3467
MB,0.3461
PFKFB3,0.34600000000000003
MAPK12,0.3458
IL10,0.34509999999999996
pinacidil,0.34490000000000004
SIB-1893,0.34490000000000004
HMGB2,0.3447
VAPA,0.3442
DDIT4,0.3442
tolazoline,0.34409999999999996
YC-1,0.344
KISS1R,0.344
CALM1,0.34380000000000005
CASP2,0.34369999999999995
AZGP1,0.34340000000000004
HC-toxin,0.34299999999999997
LPGAT1,0.34259999999999996
NMT1,0.3414
CLPTM1,0.34130000000000005
CDC20,0.34130000000000005
trichostatin-a,0.34130000000000005
HDAC4,0.34090000000000004
SPRY4,0.3404
ENMD-2076,0.34009999999999996
TPI1,0.34
CLPTM1,0.3397
RPS6KA3,0.3396
mephentermine,0.3395
ZNF77,0.3393
CREB3,0.3389
TOMM22,0.33880000000000005
PLX-4720,0.3387
naftifine,0.3387
azasetron,0.3385
AZGP1,0.3379
HMGCR,0.3378
7-nitroindazole,0.3373
RFXANK,0.3372
BCL2L13,0.3372
NPFFR2,0.3371
SB-203186,0.337
NRG1,0.33659999999999995
tribenoside,0.33659999999999995
LEPRE1,0.33649999999999997
ZNF619,0.33630000000000004
NENF,0.3362
MDL-28170,0.33590000000000003
PHF17,0.3353
BRD-K61463582,0.33520000000000005
bromocriptine,0.335
CFB,0.3348
FOXA1,0.3346
ezetimibe,0.3342
PIK3CA,0.33390000000000003
PROS1,0.3336
MYC,0.3336
hexylresorcinol,0.3335
MAGEA10,0.3333
MET,0.3331
PHTF1,0.33299999999999996
PRLHR,0.3329
curcumin,0.3328
selegiline,0.3326
RXRG,0.3325
HNF4A,0.33240000000000003
NRIP1,0.3322
JAG1,0.33140000000000003
LIN28B,0.33140000000000003
LYPD3,0.33130000000000004
olmesartan,0.3307
PHTF2,0.3301
PIK-75,0.3299
HAGH,0.3295
MAP2K2,0.3293
diphenidol,0.3293
GTF2E2,0.32909999999999995
lasalocid,0.3289
SPHK2,0.3286
IGFBP6,0.3284
pyridine-2-aldoxime,0.3282
COX6B2,0.32789999999999997
dipropyl-5ct,0.32789999999999997
PBX4,0.32770000000000005
NFKBIB,0.3272
NDUFA9,0.3268
LIN28A,0.3267
synephrine,0.3265
OXA1L,0.3259
ketoprofen,0.32530000000000003
tamoxifen,0.32520000000000004
IGHMBP2,0.325
EXOC3,0.3249
APBB2,0.3249
triptolide,0.3249
TXNRD2,0.3249
ASNA1,0.3248
OVCA2,0.3245
TMEM154,0.3245
CGP-60474,0.3239
brefeldin-a,0.3237
GPR61,0.3236
ALDH6A1,0.3236
VDR,0.3233
MMP1,0.32299999999999995
CAMLG,0.32289999999999996
SNRPA,0.3226
KDELR2,0.32159999999999994
alpha-linolenic-acid,0.32159999999999994
NLK,0.3214
EGR3,0.3214
eriodictyol,0.32130000000000003
HS2ST1,0.3211
L-694247,0.3207
zolmitriptan,0.3207
ZNF582,0.32020000000000004
ACTN1,0.31989999999999996
atorvastatin,0.3196
PP-1,0.3196
prometon,0.3194
M6PR,0.3194
didanosine,0.3193
DLAT,0.31920000000000004
RDX,0.3191
IRF2,0.319
EFCAB2,0.3189
ESD,0.3187
SB-205384,0.31829999999999997
alimemazine,0.31829999999999997
RDH11,0.31829999999999997
PF-04217903,0.3175
P2RX4,0.31739999999999996
ornidazole,0.317
RICTOR,0.3169
ODQ,0.3169
ACVR1,0.3166
MK-212,0.3164
ZNF519,0.31629999999999997
glycopyrrolate,0.3161
ibudilast,0.316
streptozotocin,0.316
IFNGR1,0.3157
TNFAIP1,0.3157
FZD5,0.315
MYLK2,0.315
isradipine,0.31489999999999996
SB-221284,0.3147
cycloheximide,0.3146
TTR,0.3146
ALDH1B1,0.3145
alaproclate,0.3143
IL1RAP,0.314
PRKAA1,0.3136
cyclosporin-a,0.3131
LIG3,0.3131
evoxine,0.313
phenethyl-isothiocyanate,0.3127
trans-7-hydroxy-pipat,0.3127
NDUFC1,0.3126
dihydrosamidin,0.3124
ISOX,0.3124
BRD-K07872006,0.3122
etomidate,0.3122
FLT3 inhibitor,0.3119
LHX4,0.3107
VU-0415374-1,0.3107
IFIT5,0.3105
dicyclohexylurea,0.3105
PRDM4,0.31010000000000004
PSMD2,0.3099
ATP6V1A,0.3099
NUDT5,0.3099
SORBS3,0.3096
CHN1,0.3095
TLR5,0.3094
POLA2,0.3093
isamoltan,0.3093
dopamine,0.3085
LARS2,0.30820000000000003
erythromycin,0.308
candesartan,0.3079
BLVRA,0.3078
LIPA,0.3078
PPP3CB,0.3078
PD-198306,0.3077
UBAP1,0.3073
OTX1,0.3073
cilastatin,0.3072
medroxyprogesterone,0.3071
PCA-4248,0.307
AKAP17A,0.307
dydrogesterone,0.3068
fenobam,0.3065
DECR1,0.3065
HOXB13,0.3059
BRD-A83255679,0.3056
SUPT4H1,0.3056
ZNF488,0.3056
mead-acid,0.3055
acitretin,0.3055
taxifolin,0.3053
benzoxiquine,0.305
sertaconazole,0.3049
loxapine,0.3045
S100P,0.3043
CLPB,0.3041
CRY1,0.3041
PSMA8,0.3041
CASP8,0.304
HSP90AA1,0.3037
RAF1,0.3037
imiquimod,0.3031
BRD-A89049230,0.3029
lovastatin,0.3028
MEIS2,0.30269999999999997
PARP10,0.3025
PRKCZ,0.3023
ERBB3,0.3023
propoxycaine,0.30219999999999997
CLPP,0.3018
glycocholic-acid,0.3014
CMAS,0.3013
CSNK1A1L,0.30079999999999996
emetine,0.3007
HOXA6,0.3006
benzamil,0.3
coumestrol,0.3
HK1,0.2999
MGST2,0.29969999999999997
TNFRSF1A,0.29969999999999997
salicin,0.29960000000000003
CDO1,0.29960000000000003
PRKAG1,0.2993
COPS2,0.2988
ING2,0.2985
AIM2,0.2984
MKX,0.2983
AP2A1,0.29710000000000003
NDUFS7,0.297
DARS,0.297
budesonide,0.2969
CGP-55845,0.2969
SMOX,0.2968
QS-11,0.2967
osthol,0.2964
NDUFA4,0.2963
ATP6V1F,0.2961
ZNF333,0.2961
bemesetron,0.2956
MAOB,0.2955
ACY1,0.2954
WYE-354,0.295
L-693403,0.2949
reserpine,0.2949
BRD-K06817181,0.2949
SLC39A8,0.29460000000000003
alosetron,0.2945
pergolide,0.2944
PLAGL1,0.2938
Calmodulin antagonist,0.2938
NFKB2,0.29359999999999997
PTK2,0.29350000000000004
AG-99,0.2932
ZNF266,0.2928
AM-281,0.2927
RNF20,0.2924
HSPA2,0.2922
HAVCR1,0.2915
CYCS,0.2908
KAT2B,0.2902
corynanthine,0.2899
ENDOG,0.2896
GLUD2,0.2894
