,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
gefitinib,gdsc_Gefitinib,EGFR inhibitor (Iressa),-0.478,-0.252,,-0.365,0.409,--.+,605,55,330.0
neuronal differentiation inducer iii,ctrp_neuronal differentiation inducer III,Not Clinically Relevant,,0.265,,0.265,,.+..,332,457,332.0
pf2341066,ccle_PF2341066,"ALK, ROS1 and MET inhibitor",,,0.265,0.265,,..+.,333,458,333.0
etomoxir,ctrp_etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.33899999999999997,,-0.339,-0.08850000000000002,.-.+-,580,88,334.0
brd-k30748066,ctrp_BRD-K30748066,Not Clinically Relevant,,0.264,,0.264,,.+..,334,459,334.0
jw-7-24-1,gdsc_JW-7-24-1,Not Clinically Relevant,0.264,,,0.264,,+...,336,460,336.0
tipifarnib-p2,ctrp_tipifarnib-P2,Not Clinically Relevant,,0.263,,0.263,,.+..,337,461,337.0
pf-750,ctrp_PF-750,Not Clinically Relevant,,0.262,,0.262,,.+..,338,462,338.0
sr-ii-138a,ctrp_SR-II-138A,Not Clinically Relevant,,0.261,,0.261,,.+..,339,463,339.0
saracatinib,gdsc_Saracatinib,"kinase inhibitor, with selectivity against Src and Bcr-Abl",-0.33899999999999997,-0.23199999999999998,,-0.286,-0.852,--.-,513,166,339.5
purmorphamine,ctrp_purmorphamine,Not Clinically Relevant,,0.261,,0.261,,.+..,340,464,340.0
tw-37,ctrp_TW-37,Not Clinically Relevant,,0.26,,0.26,,.+..,341,465,341.0
palmostatin b,ctrp_palmostatin B,Not Clinically Relevant,,0.259,,0.259,,.+..,342,466,342.0
mk-0752,ctrp_MK-0752,Notch (gamma secretase) inhibitor,,0.258,,0.258,,.+..,343,467,343.0
palbociclib,gdsc_Palbociclib,CDK4/6 inhibitor,-0.305,,,-0.305,-0.655,-..-,546,142,344.0
bax channel blocker,ctrp_Bax channel blocker,Not Clinically Relevant,,0.258,,0.258,,.+..,344,468,344.0
camptothecin,gdsc_Camptothecin,Not Clinically Relevant,0.258,,,0.258,,+...,345,469,345.0
bicalutamide,gdsc_Bicalutamide,"antiandrogen, used to treat prostate cancer",-0.359,,,-0.359,-0.132,-..-,599,92,345.5
smer-3,ctrp_SMER-3,Not Clinically Relevant,,0.258,,0.258,,.+..,346,470,346.0
nvp-bsk805,ctrp_NVP-BSK805,Not Clinically Relevant,,0.257,,0.257,,.+..,347,471,347.0
afatinib,gdsc_Afatinib,EGFR and ErbB2 inhibitor,-0.5379999999999999,-0.319,,-0.428,0.425,--.+,645,50,347.5
brd-a02303741,ctrp_BRD-A02303741,Not Clinically Relevant,,0.257,,0.257,,.+..,348,472,348.0
cay10594,ctrp_CAY10594,Not Clinically Relevant,,0.257,,0.257,,.+..,349,473,349.0
brd-k41334119,ctrp_BRD-K41334119,Not Clinically Relevant,,0.257,,0.257,,.+..,350,474,350.0
oligomycin a,ctrp_oligomycin A,Not Clinically Relevant,,0.256,,0.256,,.+..,351,475,351.0
snx-2112,ctrp_SNX-2112,Not Clinically Relevant,0.26899999999999996,0.242,,0.255,,++..,352,476,352.0
sch-79797,ctrp_SCH-79797,Not Clinically Relevant,,0.255,,0.255,,.+..,353,477,353.0
gsk690693,gdsc_GSK690693,Not Clinically Relevant,0.255,,,0.255,,+...,354,478,354.0
cp466722,gdsc_CP466722,Not Clinically Relevant,0.255,,,0.255,,+...,355,479,355.0
tigecycline,ctrp_tigecycline,antibiotic used to treat a number of bacterial infections,,0.254,,0.254,,.+..,356,480,356.0
selumetinib,gdsc_Selumetinib,MEK1 inhibitor,-0.539,-0.251,,-0.395,-0.105,--.-,623,90,356.5
az-3146,ctrp_AZ-3146,Not Clinically Relevant,,0.254,,0.254,,.+..,357,481,357.0
genentech cpd 10,gdsc_Genentech Cpd 10,Not Clinically Relevant,0.253,,,0.253,,+...,358,482,358.0
veliparib,gdsc_Veliparib,PARP inhibitor.,-0.43,-0.251,,-0.34,-0.588,--.-,584,132,358.0
wz8040,ctrp_WZ8040,Not Clinically Relevant,,0.251,,0.251,,.+..,359,483,359.0
ml258,ctrp_ML258,Not Clinically Relevant,,0.251,,0.251,,.+..,360,484,360.0
ci-976,ctrp_CI-976,Not Clinically Relevant,,0.251,,0.251,,.+..,361,485,361.0
azacitidine,ctrp_azacitidine,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)",,-0.319,,-0.319,-0.8909999999999999,.-.-,559,167,363.0
ciclosporin,ctrp_ciclosporin,,,0.25,,0.25,,.+..,363,486,363.0
brd-k45681478,ctrp_BRD-K45681478,Not Clinically Relevant,,0.249,,0.249,,.+..,365,487,365.0
regorafenib,ctrp_regorafenib,VEGFR2-TIE2 inhibitor ,,0.249,,0.249,,.+..,366,488,366.0
gsk2636771,ctrp_GSK2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.249,,0.249,,.+..,367,489,367.0
wp1130,ctrp_WP1130,Not Clinically Relevant,,0.249,,0.249,,.+..,368,490,368.0
brd-a86708339,ctrp_BRD-A86708339,Not Clinically Relevant,,0.249,,0.249,,.+..,369,491,369.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.248,,0.248,,.+..,370,492,370.0
erlotinib,ctrp_erlotinib,EGFR inhibitor (Tarceva),-0.309,-0.35600000000000004,-0.319,-0.328,-0.92,----,569,172,370.5
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.248,,0.248,,.+..,371,493,371.0
le-135,ctrp_LE-135,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,372,494,372.0
unc0321,ctrp_UNC0321,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,373,495,373.0
tozasertib,gdsc_Tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.442,,,-0.442,-0.22899999999999998,-..--,650,96,373.0
jq-1,ctrp_JQ-1,Not Clinically Relevant,,0.24600000000000002,,0.246,,.+..,374,496,374.0
ml210,ctrp_ML210,Not Clinically Relevant,,0.245,,0.245,,.+..,375,497,375.0
thz-2-102-1,gdsc_THZ-2-102-1,Not Clinically Relevant,0.245,,,0.245,,+...,376,498,376.0
dasatinib,gdsc_Dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.42100000000000004,-0.284,,-0.353,-0.779,--.-,594,158,376.0
dbeq,ctrp_DBeQ,Not Clinically Relevant,,0.243,,0.243,,.+..,377,499,377.0
"1s,3r-rsl-3","ctrp_1S,3R-RSL-3",Not Clinically Relevant,,0.242,,0.242,,.+..,378,500,378.0
mln2480,ctrp_MLN2480,"TAK-580, pan-Raf kinase inhibitor",,0.242,,0.242,,.+..,379,501,379.0
blebbistatin,ctrp_blebbistatin,Not Clinically Relevant,,0.242,,0.242,,.+..,380,502,380.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.24100000000000002,,0.241,,.+..,381,503,381.0
rucaparib,gdsc_Rucaparib,"PARP inhibitor, inhibits DNA repair",-0.45899999999999996,,,-0.459,-0.363,-..-,653,112,382.5
hbx-41108,ctrp_HBX-41108,Not Clinically Relevant,,0.24,,0.24,,.+..,383,504,383.0
cytochalasin b,ctrp_cytochalasin B,Not Clinically Relevant,,0.23800000000000002,,0.238,,.+..,384,505,384.0
prima-1,ctrp_PRIMA-1,Not Clinically Relevant,,0.23600000000000002,,0.236,,.+..,386,506,386.0
ql-xii-47,gdsc_QL-XII-47,Not Clinically Relevant,0.233,,,0.233,,+...,387,507,387.0
myricetin,ctrp_myricetin,Not Clinically Relevant,,0.233,,0.233,,.+..,388,508,388.0
ex-527,ctrp_EX-527,SIRT1 inhibitor,,0.22899999999999998,,0.229,,.+..,389,509,389.0
wiki4,gdsc_WIKI4,Not Clinically Relevant,0.228,,,0.228,,+...,390,510,390.0
brd-k01737880,ctrp_BRD-K01737880,Not Clinically Relevant,,0.228,,0.228,,.+..,391,511,391.0
at7867,ctrp_AT7867,Not Clinically Relevant,,0.228,,0.228,,.+..,392,512,392.0
vandetanib,ctrp_vandetanib,"VEGFR, EGFR and RET inhibitor",,0.226,,0.226,,.+..,393,513,393.0
brd4132,ctrp_BRD4132,Not Clinically Relevant,,0.226,,0.226,,.+..,394,514,394.0
ku 0060648,ctrp_KU 0060648,Not Clinically Relevant,,0.222,,0.222,,.+..,396,515,396.0
sns-032,ctrp_SNS-032,"CDK inhibitor, esp CDK2 , 7 and 9 ",,0.221,,0.221,,.+..,398,516,398.0
ml320,ctrp_ML320,Not Clinically Relevant,,0.214,,0.214,,.+..,399,517,399.0
sepantronium bromide,gdsc_Sepantronium bromide,"YM155 (Sepantronium Bromide), survivin suppressant ",0.21100000000000002,,,0.211,,+...,400,518,400.0
brd9876,ctrp_BRD9876,Not Clinically Relevant,,0.21100000000000002,,0.211,,.+..,401,519,401.0
aew541,ccle_AEW541,Not Clinically Relevant,,,0.182,0.182,,..+.,403,520,403.0
raf265,ccle_RAF265,inhibitor of C-Raf/B-Raf/B-Raf V600E,,0.267,-0.195,0.036,,.+-.,405,521,405.0
azd7762,gdsc_AZD7762, Chk1 / Chk2 inhibitor,-0.265,0.256,,-0.005,,-+..,413,522,413.0
zstk474,gdsc_ZSTK474,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ",-0.295,0.278,,-0.008,,-+..,414,523,414.0
azd8055,gdsc_AZD8055,mTOR inhibitor,-0.281,0.261,,-0.01,,-+..,415,524,415.0
osi-930,gdsc_OSI-930," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck",-0.336,0.281,,-0.027,,-+..,417,525,417.0
nutlin-3,ccle_Nutlin-3,"Mdm2 antagonist, stabilizes p53 ",,0.254,-0.312,-0.029,,.+-.,418,526,418.0
cabozantinib,gdsc_Cabozantinib,"MET, AXL, VEGFR and RET inhibitor",-0.409,0.34600000000000003,,-0.031,,-+..,419,527,419.0
ku-55933,gdsc_KU-55933,Not Clinically Relevant,-0.39799999999999996,0.313,,-0.042,,-+..,421,528,421.0
bexarotene,gdsc_Bexarotene,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis ",-0.457,0.354,,-0.052,,-+..,422,529,422.0
mg-132,gdsc_MG-132,Not Clinically Relevant,-0.377,0.273,,-0.052,,-+..,423,530,423.0
nvp-tae684,gdsc_NVP-TAE684,Not Clinically Relevant,-0.409,0.298,,-0.055,,-+..,424,531,424.0
pevonedistat,gdsc_Pevonedistat,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",-0.35200000000000004,0.233,,-0.06,,-+..,426,532,426.0
plx-4720,gdsc_PLX-4720,Not Clinically Relevant,-0.511,0.359,,-0.076,,-+..,427,533,427.0
azd6482,gdsc_AZD6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",-0.444,0.28600000000000003,,-0.079,,-+..,428,534,428.0
chir-99021,gdsc_CHIR-99021,Not Clinically Relevant,-0.43200000000000005,0.239,,-0.097,,-+..,431,535,431.0
parthenolide,gdsc_Parthenolide,Not Clinically Relevant,-0.48700000000000004,0.23800000000000002,,-0.125,,-+..,434,536,434.0
brd-k71935468,ctrp_BRD-K71935468,Not Clinically Relevant,,-0.172,,-0.172,,.-..,437,537,437.0
ipa-3,gdsc_IPA-3,Not Clinically Relevant,-0.198,,,-0.198,,-...,438,538,438.0
tl-1-85,gdsc_TL-1-85,Not Clinically Relevant,-0.2,,,-0.2,,-...,439,539,439.0
bafilomycin a1,ctrp_bafilomycin A1,Not Clinically Relevant,,-0.2,,-0.2,,.-..,440,540,440.0
ng-25,gdsc_NG-25,Not Clinically Relevant,-0.203,,,-0.203,,-...,441,541,441.0
sid 26681509,ctrp_SID 26681509,Not Clinically Relevant,,-0.205,,-0.205,,.-..,442,542,442.0
brd-k63431240,ctrp_BRD-K63431240,Not Clinically Relevant,,-0.20600000000000002,,-0.206,,.-..,443,543,443.0
bec,ctrp_BEC,Not Clinically Relevant,,-0.215,,-0.215,,.-..,444,544,444.0
tae684,ccle_TAE684,Not Clinically Relevant,,,-0.218,-0.218,,..-.,445,545,445.0
azd0530,ccle_AZD0530,"kinase inhibitor, with selectivity against Src and Bcr-Abl",,,-0.218,-0.218,,..-.,446,546,446.0
mln2238,ctrp_MLN2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,-0.223,,-0.223,,.-..,447,547,447.0
gsk-j4,ctrp_GSK-J4,Not Clinically Relevant,,-0.225,,-0.225,,.-..,448,548,448.0
stemregenin 1,ctrp_StemRegenin 1,Not Clinically Relevant,,-0.22899999999999998,,-0.229,,.-..,449,549,449.0
tw 37,gdsc_TW 37,Not Clinically Relevant,-0.22899999999999998,,,-0.229,,-...,450,550,450.0
zd-6474,ccle_ZD-6474,"VEGFR, EGFR and RET inhibitor",,,-0.23,-0.23,,..-.,451,551,451.0
17-aag,ccle_17-AAG,Not Clinically Relevant,,,-0.231,-0.231,,..-.,452,552,452.0
brd-k97651142,ctrp_BRD-K97651142,Not Clinically Relevant,,-0.23399999999999999,,-0.234,,.-..,453,553,453.0
tki258,ccle_TKI258,Not Clinically Relevant,,,-0.23399999999999999,-0.234,,..-.,454,554,454.0
epothilone b,gdsc_Epothilone B,Not Clinically Relevant,-0.23399999999999999,,,-0.234,,-...,455,555,455.0
avicin d,ctrp_avicin D,Not Clinically Relevant,,-0.235,,-0.235,,.-..,456,556,456.0
thz-2-49,gdsc_THZ-2-49,Not Clinically Relevant,-0.23600000000000002,,,-0.236,,-...,457,557,457.0
jq1,gdsc_JQ1,Not Clinically Relevant,-0.237,,,-0.237,,-...,458,558,458.0
lestauritinib,gdsc_Lestauritinib,Not Clinically Relevant,-0.239,,,-0.239,,-...,459,559,459.0
betulinic acid,ctrp_betulinic acid,Not Clinically Relevant,,-0.242,,-0.242,,.-..,460,560,460.0
brd-k33514849,ctrp_BRD-K33514849,Not Clinically Relevant,,-0.243,,-0.243,,.-..,461,561,461.0
brd-k94991378,ctrp_BRD-K94991378,Not Clinically Relevant,,-0.245,,-0.245,,.-..,462,562,462.0
bx796,gdsc_BX796,Not Clinically Relevant,-0.245,,,-0.245,,-...,463,563,463.0
pd-0332991,ccle_PD-0332991,CDK4/6 inhibitor,,,-0.247,-0.247,,..-.,464,564,464.0
brd8958,ctrp_BRD8958,Not Clinically Relevant,,-0.248,,-0.248,,.-..,465,565,465.0
khs101,ctrp_KHS101,Not Clinically Relevant,,-0.25,,-0.25,,.-..,467,566,467.0
sch-529074,ctrp_SCH-529074,Not Clinically Relevant,,-0.25,,-0.25,,.-..,468,567,468.0
elesclomol,gdsc_Elesclomol,Not Clinically Relevant,-0.252,,,-0.252,,-...,469,568,469.0
gsk650394,gdsc_GSK650394,Not Clinically Relevant,-0.255,,,-0.255,,-...,472,569,472.0
bay-61-3606,gdsc_BAY-61-3606,Not Clinically Relevant,-0.256,,,-0.256,,-...,473,570,473.0
brd-k09344309,ctrp_BRD-K09344309,Not Clinically Relevant,,-0.257,,-0.257,,.-..,474,571,474.0
col-3,ctrp_COL-3,matrix metalloproteinase (MMP) inhibitor,,-0.258,,-0.258,,.-..,475,572,475.0
pd-0325901,ccle_PD-0325901,Not Clinically Relevant,,,-0.258,-0.258,,..-.,476,573,476.0
brd-k55116708,ctrp_BRD-K55116708,Not Clinically Relevant,,-0.258,,-0.258,,.-..,477,574,477.0
cid-5951923,ctrp_CID-5951923,Not Clinically Relevant,,-0.259,,-0.259,,.-..,478,575,478.0
gsk525762a,ctrp_GSK525762A,Not Clinically Relevant,,-0.259,,-0.259,,.-..,479,576,479.0
c6-ceramide,ctrp_C6-ceramide,Not Clinically Relevant,,-0.26,,-0.26,,.-..,480,577,480.0
brd-k48477130,ctrp_BRD-K48477130,Not Clinically Relevant,,-0.261,,-0.261,,.-..,481,578,481.0
pfi-1,gdsc_PFI-1,Not Clinically Relevant,-0.264,,,-0.264,,-...,482,579,482.0
ver-155008,ctrp_VER-155008,Not Clinically Relevant,,-0.264,,-0.264,,.-..,483,580,483.0
spautin-1,ctrp_spautin-1,Not Clinically Relevant,,-0.265,,-0.265,,.-..,484,581,484.0
ifosfamide,ctrp_ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,-0.268,,-0.268,,.-..,485,582,485.0
brd-k14844214,ctrp_BRD-K14844214,Not Clinically Relevant,,-0.26899999999999996,,-0.269,,.-..,486,583,486.0
azd7545,ctrp_AZD7545,Not Clinically Relevant,,-0.27,,-0.27,,.-..,487,584,487.0
yk-4-279,gdsc_YK-4-279,Not Clinically Relevant,-0.27,,,-0.27,,-...,488,585,488.0
nelarabine,ctrp_nelarabine,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity",,-0.27,,-0.27,,.-..,489,586,489.0
brd-k48334597,ctrp_BRD-K48334597,Not Clinically Relevant,,-0.273,,-0.273,,.-..,490,587,490.0
dmog,gdsc_DMOG,Not Clinically Relevant,-0.27399999999999997,,,-0.274,,-...,491,588,491.0
brefeldin a,ctrp_brefeldin A,Not Clinically Relevant,,-0.275,,-0.275,,.-..,492,589,492.0
shikonin,gdsc_Shikonin,Not Clinically Relevant,-0.275,,,-0.275,,-...,493,590,493.0
cct-018159,gdsc_CCT-018159,Not Clinically Relevant,-0.276,,,-0.276,,-...,495,591,495.0
brd-a05715709,ctrp_BRD-A05715709,Not Clinically Relevant,,-0.276,,-0.276,,.-..,496,592,496.0
kin001-244,gdsc_KIN001-244,Not Clinically Relevant,-0.276,,,-0.276,,-...,498,593,498.0
ml334 diastereomer,ctrp_ML334 diastereomer,Not Clinically Relevant,,-0.27699999999999997,,-0.277,,.-..,499,594,499.0
at13387,ctrp_AT13387,Selective potent Hsp90 inhibitor,,-0.27699999999999997,,-0.277,,.-..,500,595,500.0
austocystin d,ctrp_austocystin D,Not Clinically Relevant,,-0.27699999999999997,,-0.277,,.-..,501,596,501.0
brd-k04800985,ctrp_BRD-K04800985,Not Clinically Relevant,,-0.27699999999999997,,-0.277,,.-..,502,597,502.0
pictilisib,gdsc_Pictilisib,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",-0.28,,,-0.28,,-...,503,598,503.0
sb590885,gdsc_SB590885,Not Clinically Relevant,-0.28,,,-0.28,,-...,504,599,504.0
brd-k96431673,ctrp_BRD-K96431673,Not Clinically Relevant,,-0.28,,-0.28,,.-..,505,600,505.0
jq12,gdsc_JQ12,Not Clinically Relevant,-0.281,,,-0.281,,-...,506,601,506.0
sj-172550,ctrp_SJ-172550,Not Clinically Relevant,,-0.282,,-0.282,,.-..,507,602,507.0
azd6244,ccle_AZD6244,MEK1 inhibitor,,,-0.282,-0.282,,..-.,508,603,508.0
mi-1,ctrp_MI-1,Not Clinically Relevant,,-0.28300000000000003,,-0.283,,.-..,509,604,509.0
osu-03012,gdsc_OSU-03012,Not Clinically Relevant,-0.284,,,-0.284,,-...,511,605,511.0
plx4720,ccle_PLX4720,Not Clinically Relevant,,,-0.285,-0.285,,..-.,512,606,512.0
brd-k64610608,ctrp_BRD-K64610608,Not Clinically Relevant,,-0.28600000000000003,,-0.286,,.-..,515,607,515.0
gsk4112,ctrp_GSK4112,Not Clinically Relevant,,-0.289,,-0.289,,.-..,516,608,516.0
cmk,gdsc_CMK,Not Clinically Relevant,-0.29100000000000004,,,-0.291,,-...,519,609,519.0
seliciclib,gdsc_Seliciclib,Not Clinically Relevant,-0.29100000000000004,,,-0.291,,-...,520,610,520.0
brd-k50799972,ctrp_BRD-K50799972,Not Clinically Relevant,,-0.292,,-0.292,,.-..,521,611,521.0
as605240,gdsc_AS605240,Not Clinically Relevant,-0.293,,,-0.293,,-...,522,612,522.0
gw843682x,gdsc_GW843682X,Not Clinically Relevant,-0.294,,,-0.294,,-...,523,613,523.0
pd318088,ctrp_PD318088,Not Clinically Relevant,,-0.294,,-0.294,,.-..,524,614,524.0
brd-k85133207,ctrp_BRD-K85133207,Not Clinically Relevant,,-0.295,,-0.295,,.-..,526,615,526.0
vaf-347,ctrp_VAF-347,Not Clinically Relevant,,-0.295,,-0.295,,.-..,527,616,527.0
obatoclax mesylate,gdsc_Obatoclax Mesylate,Not Clinically Relevant,-0.29600000000000004,,,-0.296,,-...,528,617,528.0
luminespib,gdsc_Luminespib,Not Clinically Relevant,-0.297,,,-0.297,,-...,529,618,529.0
piperlongumine,gdsc_Piperlongumine,Not Clinically Relevant,-0.321,-0.276,,-0.298,,--..,530,619,530.0
a-443654,gdsc_A-443654,Not Clinically Relevant,-0.298,,,-0.298,,-...,531,620,531.0
gdc-0879,ctrp_GDC-0879,Not Clinically Relevant,,-0.298,,-0.298,,.-..,532,621,532.0
embelin,gdsc_Embelin,Not Clinically Relevant,-0.298,,,-0.298,,-...,533,622,533.0
ponatinib,gdsc_Ponatinib,Bcr-abl inhibitor,-0.298,,,-0.298,,-...,534,623,534.0
cbb-1007,ctrp_CBB-1007,Not Clinically Relevant,,-0.298,,-0.298,,.-..,536,624,536.0
way-362450,ctrp_WAY-362450,Not Clinically Relevant,,-0.299,,-0.299,,.-..,537,625,537.0
l-685458,ctrp_L-685458,Not Clinically Relevant,,-0.33799999999999997,-0.264,-0.301,,.--.,538,626,538.0
zibotentan,gdsc_Zibotentan,Not Clinically Relevant,-0.303,,,-0.303,,-...,539,627,539.0
pyrimethamine,gdsc_Pyrimethamine,Not Clinically Relevant,-0.304,,,-0.304,,-...,540,628,540.0
npc-26,ctrp_NPC-26,Not Clinically Relevant,,-0.304,,-0.304,,.-..,542,629,542.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,-0.304,,-0.304,,.-..,543,630,543.0
brd-k27986637,ctrp_BRD-K27986637,Not Clinically Relevant,,-0.304,,-0.304,,.-..,544,631,544.0
thapsigargin,gdsc_Thapsigargin,Not Clinically Relevant,-0.305,,,-0.305,,-...,545,632,545.0
a-804598,ctrp_A-804598,Not Clinically Relevant,,-0.306,,-0.306,,.-..,547,633,547.0
nvp-bhg712,gdsc_NVP-BHG712,Not Clinically Relevant,-0.306,,,-0.306,,-...,548,634,548.0
brd-k71781559,ctrp_BRD-K71781559,Not Clinically Relevant,,-0.308,,-0.308,,.-..,549,635,549.0
xmd8-92,gdsc_XMD8-92,Not Clinically Relevant,-0.31,,,-0.31,,-...,551,636,551.0
brd-k17060750,ctrp_BRD-K17060750,Not Clinically Relevant,,-0.312,,-0.312,,.-..,552,637,552.0
sr8278,ctrp_SR8278,Not Clinically Relevant,,-0.313,,-0.313,,.-..,553,638,553.0
ml029,ctrp_ML029,Not Clinically Relevant,,-0.315,,-0.315,,.-..,554,639,554.0
bleomycin,gdsc_Bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.316,,,-0.316,,-...,555,640,555.0
s-trityl-l-cysteine,gdsc_S-Trityl-L-cysteine,Not Clinically Relevant,-0.316,,,-0.316,,-...,556,641,556.0
aa-cocf3,ctrp_AA-COCF3,Not Clinically Relevant,,-0.318,,-0.318,,.-..,557,642,557.0
brd-k33199242,ctrp_BRD-K33199242,Not Clinically Relevant,,-0.319,,-0.319,,.-..,560,643,560.0
pf-543,ctrp_PF-543,Not Clinically Relevant,,-0.32,,-0.32,,.-..,561,644,561.0
salubrinal,gdsc_Salubrinal,Not Clinically Relevant,-0.322,,,-0.322,,-...,562,645,562.0
tipifarnib,gdsc_Tipifarnib,Not Clinically Relevant,-0.32299999999999995,,,-0.323,,-...,563,646,563.0
enzastaurin,gdsc_Enzastaurin,Not Clinically Relevant,-0.324,,,-0.324,,-...,564,647,564.0
bortezomib,gdsc_Bortezomib,proteasome inhibitor (Velcade),-0.431,-0.218,,-0.324,,--..,565,648,565.0
dactolisib,gdsc_Dactolisib,PI3K/mTOR inhibitor,-0.325,,,-0.325,,-...,566,649,566.0
gsk269962a,gdsc_GSK269962A,Not Clinically Relevant,-0.326,,,-0.326,,-...,567,650,567.0
pf-562271,gdsc_PF-562271,Not Clinically Relevant,-0.32799999999999996,,,-0.328,,-...,568,651,568.0
sgc0946,gdsc_SGC0946,Not Clinically Relevant,-0.32899999999999996,,,-0.329,,-...,570,652,570.0
ql-viii-58,gdsc_QL-VIII-58,Not Clinically Relevant,-0.331,,,-0.331,,-...,572,653,572.0
midostaurin,gdsc_Midostaurin,Not Clinically Relevant,-0.33299999999999996,,,-0.333,,-...,573,654,573.0
akt inhibitor viii,gdsc_AKT inhibitor VIII,Not Clinically Relevant,-0.33299999999999996,,,-0.333,,-...,574,655,574.0
isonicotinohydroxamic acid,ctrp_isonicotinohydroxamic acid,Not Clinically Relevant,,-0.33399999999999996,,-0.334,,.-..,575,656,575.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,-0.335,,-0.335,,.-..,576,657,576.0
bleomycin (50 um),gdsc_Bleomycin (50 uM),Not Clinically Relevant,-0.335,,,-0.335,,-...,577,658,577.0
(5z)-7-oxozeaenol,gdsc_(5Z)-7-Oxozeaenol,Not Clinically Relevant,-0.33799999999999997,,,-0.338,,-...,578,659,578.0
bcl-lzh-4,ctrp_BCL-LZH-4,Not Clinically Relevant,,-0.33899999999999997,,-0.339,,.-..,579,660,579.0
ipr-456,ctrp_IPR-456,Not Clinically Relevant,,-0.33899999999999997,,-0.339,,.-..,581,661,581.0
jnk-9l,gdsc_JNK-9L,Not Clinically Relevant,-0.34,,,-0.34,,-...,582,662,582.0
brd-k09587429,ctrp_BRD-K09587429,Not Clinically Relevant,,-0.34,,-0.34,,.-..,583,663,583.0
pd 153035,ctrp_PD 153035,Not Clinically Relevant,,-0.341,,-0.341,,.-..,585,664,585.0
as601245,gdsc_AS601245,Not Clinically Relevant,-0.342,,,-0.342,,-...,586,665,586.0
hg6-64-1,gdsc_HG6-64-1,Not Clinically Relevant,-0.34700000000000003,,,-0.347,,-...,587,666,587.0
ibrutinib,ctrp_ibrutinib,BTK kinase inhibitor,,-0.34700000000000003,,-0.347,,.-..,588,667,588.0
ic-87114,ctrp_IC-87114,Not Clinically Relevant,,-0.35100000000000003,,-0.351,,.-..,589,668,589.0
brd9647,ctrp_BRD9647,Not Clinically Relevant,,-0.35100000000000003,,-0.351,,.-..,590,669,590.0
xmd11-85h,gdsc_XMD11-85h,Not Clinically Relevant,-0.35100000000000003,,,-0.351,,-...,591,670,591.0
lfm-a13,gdsc_LFM-A13,Not Clinically Relevant,-0.35200000000000004,,,-0.352,,-...,592,671,592.0
trametinib,gdsc_Trametinib,MEK inhibitor (MEK1 and MEK2),-0.401,-0.304,,-0.353,,--..,593,672,593.0
rita,ctrp_RITA,Not Clinically Relevant,,-0.354,,-0.354,,.-..,595,673,595.0
avagacestat,gdsc_Avagacestat,Not Clinically Relevant,-0.355,,,-0.355,,-...,596,674,596.0
wh-4-023,gdsc_WH-4-023,Not Clinically Relevant,-0.35700000000000004,,,-0.357,,-...,598,675,598.0
eht-1864,gdsc_EHT-1864,Not Clinically Relevant,-0.36,,,-0.36,,-...,600,676,600.0
brd-k52037352,ctrp_BRD-K52037352,Not Clinically Relevant,,-0.361,,-0.361,,.-..,601,677,601.0
unc1215,gdsc_UNC1215,Not Clinically Relevant,-0.36200000000000004,,,-0.362,,-...,602,678,602.0
sb-431542,ctrp_SB-431542,Not Clinically Relevant,,-0.363,,-0.363,,.-..,603,679,603.0
fh535,gdsc_FH535,Not Clinically Relevant,-0.365,,,-0.365,,-...,604,680,604.0
a-770041,gdsc_A-770041,Not Clinically Relevant,-0.366,,,-0.366,,-...,606,681,606.0
