drug_name,MB009
PAICS,0.5953
BML-257,0.5953
BACH1,0.595
MSRB2,0.5949
ELL3,0.5947
IGSF8,0.5947
MAP3K5,0.5943999999999999
PSMB9,0.5942000000000001
quinoclamine,0.5938
VU-0404997-2,0.5937
UGT1A9,0.5937
APOA1,0.5936
FDX1,0.5932999999999999
GJA1,0.5932
IPMK,0.5931000000000001
ryanodine,0.593
NDUFA4,0.5929
FZD3,0.5927
PRKCA,0.5927
TRIM32,0.5925
COG2,0.5922
IRGM,0.5921
BRP44,0.5913
ethoprop,0.5912
ouabain,0.5912
SLC22A18,0.591
amsacrine,0.591
IL7R,0.5909
MST-312,0.5909
PECR,0.5908
meloxicam,0.5906
NUAK1,0.5902000000000001
TXN,0.5902000000000001
ADPGK,0.59
PAH,0.5895
trichostatin-a,0.5892000000000001
ADCY9,0.5889
clofazimine,0.5888
TGM2,0.5882999999999999
PAQR7,0.5882999999999999
IGFBP6,0.5882000000000001
CREB3,0.5881000000000001
manumycin-a,0.5877
LIG3,0.5864
PNKP,0.586
TSKU,0.5859000000000001
estradiol,0.5853
ADSS,0.585
prednisolone,0.5849
RPL39L,0.5842
cycloheximide,0.5836
PRAF2,0.5832999999999999
PAFAH1B1,0.5831000000000001
tyrphostin,0.583
NUP85,0.5829
RAB4A,0.5822999999999999
digoxin,0.5821999999999999
AGK-2,0.5814
arvanil,0.5811999999999999
RNLS,0.5811
RWJ-21757,0.581
CRCP,0.581
ELAVL1,0.581
MAPKAP1,0.5809000000000001
ZNF611,0.5809000000000001
CAMLG,0.5806
homochlorcyclizine,0.5797
BRD-K13872703,0.5797
phenacetin,0.5795
KYNU,0.5793
axitinib,0.5792
irilin-a,0.579
icosapent,0.5789
SLC35A1,0.5788
LGMN,0.5788
N6-cyclopentyladenosine,0.5788
PROC,0.5787
nimesulide,0.5783
GRWD1,0.5777
TNIK,0.5770000000000001
P4HA2,0.5769
SPECC1L,0.5765
C2CD2L,0.5765
terazosin,0.5764
ST3GAL5,0.5761
SERPINB2,0.5761
CDK9,0.5760000000000001
BMY-7378,0.5756
SMC3,0.5755
LHX8,0.5745
WWTR1,0.5738
CHN1,0.5734
sappanone-a,0.5733
4-hydroxy-2-nonenal,0.5729
halcinonide,0.5726
TFPI,0.5722999999999999
XAV-939,0.5721
PD-168077,0.5719
BCR,0.5718
MSRA,0.5717
GBGT1,0.5715
leu-enkephalin,0.5713
zolantidine,0.5710000000000001
PYGL,0.5708
ANXA2,0.5706
MRGPRX3,0.5706
DUSP14,0.5700999999999999
hymecromone,0.5700999999999999
UTP14A,0.5697
CDKN2C,0.5697
HES5,0.5695
EBF1,0.5693
SLC39A8,0.5689
PANK2,0.5685
POLE2,0.5681
fluticasone,0.5678
NDUFS7,0.5678
MCCC1,0.5678
HOXB2,0.5675
ICI-89406,0.5675
GNAZ,0.5672999999999999
RRAGA,0.5671
DHH,0.5670000000000001
GTF3C2,0.5668
NUDT14,0.5667
MLH1,0.5661
PPP1R8,0.5658
IMPDH2,0.5649000000000001
GIPC1,0.5648
CACNA1C,0.5647
UQCR11,0.5645
CGP-52432,0.5644
FAM20B,0.5642
EFCAB2,0.5640999999999999
RBP4,0.5639
KLF5,0.5639
BRD-K98948170,0.5634
hexamethylenebisacetamide,0.5632
GABPB1,0.563
SLC16A2,0.5629
PARP inhibitor,0.5627
PRKCZ,0.5623
GW-3965,0.5622
FZD2,0.5621
nifedipine,0.562
RPL7,0.5618
GSR,0.5616
PTPN12,0.5615
SBNO1,0.5614
TM9SF3,0.5613
UNG,0.5613
DFFB,0.561
reichstein,0.5607
FER,0.5605
FN1,0.5604
trimipramine,0.5597
"androsta-1,4-dien-3,17-dione",0.5596
phloretin,0.5595
ATP5C1,0.5594
SOCS1,0.5593
HMGCL,0.5592
labetalol,0.5592
PRSS23,0.5589
G3BP2,0.5585
AKAP17A,0.5582
THM-I-94,0.5581
NF2,0.5579999999999999
altizide,0.5573
ITGA3,0.5573
ING2,0.557
BD-1047,0.5567
POLG,0.5566
S100 calcium binding proteins LOF,0.5565
phentolamine,0.5564
MAT2B,0.5561
PKN1,0.555
IGFBP4,0.5548
FOXO4,0.5540999999999999
CGK-733,0.5534
flurofamide,0.5534
GALNS,0.5534
GR-79236,0.5531
cyclosporin-a,0.5525
PAC-1,0.5524
fludroxycortide,0.5523
HINT1,0.5522
TAF5L,0.5522
barasertib,0.552
YARS,0.552
MAS1L,0.5515
IL11RA,0.5514
PCBD1,0.5513
BRD-K98404142,0.5511
CDCA8,0.551
irsogladine,0.5508
HPGD,0.5504
CDKN1B,0.5501
ZC3HC1,0.55
diphenidol,0.5499
DDIT3,0.5497
GAPDH,0.5493
eriochrome-black-t,0.5489
ANKRD10,0.5488000000000001
IL6R,0.5485
TXNL4B,0.5478000000000001
tamoxifen,0.5478000000000001
trichostatin-a,0.5477000000000001
CCP110,0.5475
ITSN1,0.5474
DNAJC15,0.5472
HMGN5,0.5472
LNPEP,0.5468
HNF4A,0.5468
TP53,0.5464
RUNX1,0.5463
GTF2B,0.5461
meptazinol,0.5458
RS-45041-190,0.5457
deforolimus,0.5452
PDS5A,0.5451
EIF6,0.5447
ERO1L,0.5446
DUSP3,0.5443
isoquercetin,0.5439
CUL2,0.5438000000000001
bezafibrate,0.5432
ZGPAT,0.5429999999999999
GABARAPL1,0.5429999999999999
ARNTL,0.5428999999999999
pravastatin,0.5424
sildenafil,0.5423
quinpirole,0.5421
IFNGR1,0.5421
CDCA8,0.542
AGL,0.5417000000000001
physostigmine,0.5416
acitretin,0.5415
DCP1A,0.5414
PTEN,0.5409
ABHD2,0.5407
TTK,0.5406
anandamide,0.5404
levonorgestrel,0.5401
SOS2,0.5389
BH3I-1,0.5387
UBA52,0.5385
EMD-66684,0.5384
CDKN1A,0.5382
XMD-885,0.5379999999999999
IMPDH inhibitor,0.5378000000000001
LE-135,0.5375
diphemanil,0.5373
WH-4023,0.5371
L-803087,0.5371
QL-XI-92,0.5368999999999999
ODC1,0.5365
bisoprolol,0.5363
CHMP6,0.5362
BTG3,0.5347999999999999
NEK9,0.5346
XRCC4,0.5346
EIF2S2,0.5345
atorvastatin,0.5335
RPS6KL1,0.5334
SAR1B,0.5332
GPR4,0.5329999999999999
GATAD2B,0.5327000000000001
altrenogest,0.5326
ADH6,0.5323
talipexole,0.5322
PSMA1,0.532
ZNF517,0.5317000000000001
HIF1A,0.5316
PRKAR2B,0.5316
PTPN2,0.5311
AKTIP,0.5311
NPI-2358,0.5307999999999999
ACVR1,0.5304
ibuprofen,0.5301
DGKA,0.53
CA-074-Me,0.5299
MDM2,0.5297999999999999
calcitriol,0.5294
CHMP6,0.5294
cortisone,0.5288
HOXB7,0.5288
CHRM3,0.5286
withaferin-a,0.5282
SLC2A1,0.5282
DLX3,0.5281
DNAJB1,0.528
MIXL1,0.5278
dopamine,0.5278
NAT1,0.5277000000000001
benzthiazide,0.5273
bergenin,0.5273
IFI30,0.5273
iloperidone,0.5273
tetrahydrobiopterin,0.5273
UGT1A9,0.5272
PP-3,0.5271
PRKCE,0.5271
NOTCH1,0.5268999999999999
RFX6,0.5265
IL7R,0.5261
lamivudine,0.5259
SLC7A11,0.5257000000000001
Trace amine receptors LOF,0.5257000000000001
STK38L,0.5254
MDM4,0.5246999999999999
PD-169316,0.5246999999999999
hydrocortisone,0.5241
ZNF576,0.5238
FKBP14,0.5236999999999999
PNKP,0.5236
CAPNS1,0.5234000000000001
METTL4,0.5232
CAMK1,0.5232
EIF2C1,0.5232
EIF2AK2,0.5229
meropenem,0.5223
CDK2,0.5218
scopolamine,0.5216
GNA13,0.5213
ETV5,0.5211
CAPSL,0.5211
MAPK12,0.521
VRK3,0.5206000000000001
TBC1D15,0.5202
NFATC3,0.5201
TP53BP2,0.5197999999999999
KLF11,0.5194
BRD-K61463582,0.5186
aristolochic-acid,0.518
HSPA2,0.5178
ZNF558,0.5177
RPN2,0.5174
CLK4,0.5173
TGIF2LY,0.517
TRIM32,0.517
NFE2L1,0.5166
azasetron,0.5165
budesonide,0.5154
esomeprazole,0.5152
CLIC4,0.5151
Structural maintenance of chromosomes proteins LOF,0.5147999999999999
RPS6KA5,0.5147999999999999
caffeic-acid,0.5146999999999999
HTRA1,0.5145000000000001
RAB21,0.5136
RNF20,0.5132
FLT1,0.5131
SYPL1,0.5122
HMGN3,0.5122
CACNA1D,0.512
SLC22A23,0.5115999999999999
SULT2A1,0.5114
yohimbine,0.5111
CD99,0.5106
DECR1,0.5102
PARP2,0.5099
BCL2L1,0.5097999999999999
epitestosterone,0.5092
PHKG2,0.5089
dextromethorphan,0.5084000000000001
NPEPPS,0.5082
rufloxacin,0.508
IL2RB,0.5075999999999999
AG-99,0.5075999999999999
homoveratrylamine,0.5075999999999999
GAS7,0.5075999999999999
PTS,0.507
tropisetron,0.5069
GNB1L,0.5065999999999999
GR-144053,0.5065
SSBP4,0.5065
NID1,0.5062
RAB5B,0.506
NMRAL1,0.506
MED26,0.5058
LPAR1,0.5057
DGKH,0.5056
JMJD7-PLA2G4B,0.5056
ATP6V0A1,0.5052
HOXA10,0.5052
EPHX1,0.5049
UGT2B28,0.5049
EZH2,0.5047999999999999
GIT2,0.5047
ranitidine,0.5041
cycloserine,0.5041
GYS1,0.5039
BRD-K27074404,0.5027
CBX4,0.5021
CSNK1A1,0.5021
BHMT,0.5019
PRLR,0.5015999999999999
HLA-DRB5,0.5015999999999999
RAD23B,0.5015
PPP3R1,0.5013000000000001
SLC16A5,0.5011
WNT9B,0.5011
MLST8,0.5008
AP2A1,0.5001
rolipram,0.5
KU-55933,0.5
ITGB2,0.4997
sildenafil,0.49950000000000006
RAMP1,0.49920000000000003
ebselen,0.4991
DLG5,0.499
MGAT4A,0.499
nitrazepam,0.4985
TADA2A,0.4984
BCLAF1,0.49810000000000004
MARK4,0.49770000000000003
SF1,0.4975
SSX3,0.4971
dapsone,0.49700000000000005
naloxone,0.49560000000000004
DUSP22,0.4955
PPARG,0.4954
alclometasone,0.49520000000000003
WNT1,0.4951
BNIP1,0.4949
CCNG2,0.4947
NFKBIA,0.4943
CD83,0.49420000000000003
RHEB,0.49369999999999997
NTSR1,0.4935
MED28,0.4935
nimodipine,0.4932
oxybenzone,0.4928
ID1,0.4928
CYP24A1,0.49219999999999997
marmesin,0.4917
oleanolic-acid,0.4916
EGF,0.4915
OXGR1,0.49119999999999997
DCK,0.49119999999999997
CTBP2,0.4911
clocortolone,0.491
PARK7,0.49090000000000006
HDAC10,0.49090000000000006
PAICS,0.4907
diethylstilbestrol,0.4907
CCRL2,0.4903
tyrphostin-AG-1478,0.4899
RARRES3,0.4889
diazepam,0.4888
ABCB7,0.48869999999999997
PSB-11,0.4886
ZNF581,0.4885
HIST1H2AC,0.48840000000000006
UXT,0.48840000000000006
PTPN1,0.4882
LGR5,0.4879
apafant,0.4879
ARID3A,0.4879
BRD-K24127443,0.4876
DCUN1D4,0.48729999999999996
MAD2L1BP,0.48729999999999996
ECHS1,0.4868
deltaline,0.4867
BCL2,0.4866
BRD-K64835161,0.4864
temefos,0.48619999999999997
SQRDL,0.486
PSAT1,0.48590000000000005
MXI1,0.4854
PRLHR,0.4851
WNT7B,0.485
CFLAR,0.48479999999999995
terfenadine,0.48479999999999995
CDC25A,0.48450000000000004
LHX4,0.4839
PPP3CB,0.4838
GPR141,0.48350000000000004
GNGT2,0.48340000000000005
POLA1,0.4833
nomilin,0.4833
HSBP1,0.4826
mianserin,0.4817
CHD8,0.4816
MYLK2,0.4814
PPP4R1,0.48119999999999996
ZNF175,0.48100000000000004
ZNF273,0.4804
tiabendazole,0.4803
practolol,0.4803
epothilone,0.4802
indinavir,0.48009999999999997
BRD8,0.48
IL1R2,0.48
DLX3,0.4792
CAV1,0.479
CCNG1,0.479
MAP3K1,0.4778
HSP inhibitor,0.47759999999999997
IRAK4,0.47740000000000005
CLASRP,0.47729999999999995
TPRKB,0.47700000000000004
HIST2H2BE,0.4768
SYT1,0.4763
FG-7142,0.4755
CALU,0.4754
APOO,0.4746
MMP14,0.47450000000000003
KLK6,0.4739
HRH1,0.47340000000000004
AK1,0.47340000000000004
IGHMBP2,0.47340000000000004
CRYAA,0.4731
MVP,0.4729
INSIG1,0.4729
SNAPC4,0.47229999999999994
geldanamycin,0.47229999999999994
CDKN2A,0.47200000000000003
XBP1,0.4717
SNRPA,0.4715
ZM-447439,0.4711
MSL3,0.4707
SERPINA6,0.4703
ibudilast,0.4702
ZNF473,0.46990000000000004
PPP3CC,0.46950000000000003
ON-01910,0.469
EPCAM,0.4689
SQLE,0.46880000000000005
LYZ,0.4686
SERPINB6,0.4685
ZNF490,0.4683
goserelin,0.4677
GMEB1,0.46759999999999996
PLCB4,0.46759999999999996
exemestane,0.46759999999999996
amisulpride,0.4675
ALDH3A2,0.4673
PGM1,0.4672
SATB2,0.4671
MYCBP,0.4669
BRD-K64314806,0.4668
NBI-27914,0.4668
PEX13,0.46619999999999995
Retinoid receptor agonist,0.46619999999999995
tyrphostin-AG-538,0.466
NONO,0.4658
BRD2,0.465
isoxsuprine,0.4646
CALU,0.4645
BNIP3L,0.46409999999999996
HOXB4,0.46380000000000005
FGF9,0.46380000000000005
GRHPR,0.4635
DHCR24,0.4633
POU2AF1,0.46270000000000006
medrysone,0.46240000000000003
vanoxerine,0.4621
CP,0.4621
EPS8,0.4619
RTN2,0.4619
ZNF653,0.4618
CCND1,0.4617
UTP14A,0.46140000000000003
FGA,0.4608
methylnorlichexanthone,0.4607
medroxyprogesterone,0.4607
dipyridamole,0.4603
EHNA,0.46009999999999995
CAPN1,0.46009999999999995
NMT1,0.45990000000000003
ZNF433,0.45990000000000003
PAN2,0.4598
RGS16,0.45909999999999995
HSD17B7,0.45909999999999995
TAP1,0.45899999999999996
KTN1,0.45890000000000003
MED15,0.45840000000000003
ZNF207,0.4582
L-690330,0.45799999999999996
indirubin,0.4579
cimaterol,0.4575
CCT7,0.4575
MAPKAPK2,0.4571
EPHA2,0.457
TWS-119,0.4569
ZNF621,0.4569
NMI,0.4569
alverine,0.45649999999999996
SCAF8,0.45549999999999996
ZNF169,0.45530000000000004
SRRM1,0.455
CTCFL,0.4547
ADORA2A,0.4546
BIBU-1361,0.4542
mestanolone,0.4542
GTF2F2,0.4542
HDHD1,0.45399999999999996
DL-PDMP,0.4539
ADORA2B,0.4537
pheniramine,0.4536
CBX7,0.4536
depudecin,0.4532
GHR,0.4522
SUPT4H1,0.452
RASSF5,0.4518
GABRA5,0.4512
triciribine,0.4512
CD55,0.4511
C12ORF51,0.451
IFI16,0.451
BRD-K14048378,0.451
NM-PP1,0.4509
epirizole,0.45
CAY-10415,0.45
mebeverine,0.4498
NDUFA8,0.4498
LRPPRC,0.4495
RBP4,0.4495
PPARA,0.44939999999999997
GRK5,0.4493
NDUFB1,0.4493
IB-MECA,0.44909999999999994
PRCC,0.44799999999999995
DDX49,0.44789999999999996
PON2,0.44770000000000004
olomoucine,0.4473
PHTF1,0.4473
TNFSF13B,0.44659999999999994
MXD3,0.44549999999999995
tranylcypromine,0.44530000000000003
TSC2,0.44520000000000004
ICMT,0.44520000000000004
pravastatin,0.44520000000000004
IL18,0.445
ZNF572,0.445
felbamate,0.4448
HMGCR,0.4447
FABP1,0.4445
enzastaurin,0.4436
GPR84,0.44329999999999997
isamoltan,0.4432
SHC4,0.4428
alpha-estradiol,0.4425
CCNB2,0.4422
DHDDS,0.4421
prednisolone,0.442
ZNF519,0.4416
C16ORF80,0.44060000000000005
spiperone,0.44049999999999995
RARB,0.44020000000000004
ATG16L1,0.43979999999999997
losartan,0.4391
ZNF266,0.4384
ABCC10,0.43829999999999997
linoleic-acid,0.4382
roscovitine,0.43799999999999994
BD-1008,0.4378
RASA1,0.4378
desloratadine,0.43770000000000003
CYP1A1,0.4375
alosetron,0.43729999999999997
ZER1,0.4371
myricetin,0.4368
IDH3B,0.4368
ARL4C,0.4361
CREB3L1,0.4361
SUOX,0.436
BUD31,0.4357
fenretinide,0.43420000000000003
SENP6,0.4338
STAT2,0.4337
prazosin,0.43329999999999996
RPS14,0.43310000000000004
BRD-K14236372,0.4329
POLR1C,0.4324
MAMLD1,0.4321
DUSP1,0.43200000000000005
diazoxide,0.43119999999999997
CGRRF1,0.43090000000000006
ZNF496,0.43090000000000006
AKAP8,0.43090000000000006
FOXA1,0.43060000000000004
scopolamine,0.4301
icariin,0.43
HSF1,0.43
IL20,0.4299
CDKL4,0.4296
G3BP1,0.4291
TSG101,0.42869999999999997
CALM1,0.42869999999999997
econazole,0.42840000000000006
PI4K2B,0.4277
erbstatin-analog,0.4275
mepivacaine,0.42729999999999996
DUSP6,0.4269
emodic-acid,0.4269
COX4I1,0.4269
ASNA1,0.4264
Ribonucleotide reductase inhibitor,0.42579999999999996
GCDH,0.4254
ASNS,0.4253
EVL,0.4253
GNG5,0.4251
TUBB6,0.4249
CD55,0.42479999999999996
RNMT,0.4244
lupanine,0.424
LFM-A13,0.4239
veratridine,0.4232
CALM1,0.4232
VARS,0.423
gestrinone,0.4228
ALDH1A1,0.4227
SB-590885,0.4224
SCH-79797,0.42229999999999995
PHF17,0.42229999999999995
F5,0.42200000000000004
RBMX,0.42200000000000004
BCAT2,0.4218
ATP6V1F,0.4216
GMNN,0.4216
RAE1,0.42119999999999996
IL5,0.42090000000000005
DSE,0.4207
STK11,0.4201
HOXC4,0.4201
WDR67,0.4201
loreclezole,0.4199
Interleukins GOF,0.41979999999999995
serdemetan,0.4191
toltrazuril,0.4191
GNAQ,0.41859999999999997
SQSTM1,0.41859999999999997
ADORA2A,0.41850000000000004
ampicillin,0.4178
BRCA2,0.4178
ZNF768,0.41729999999999995
EO-1428,0.4171
AFG3L2,0.41700000000000004
estradiol-benzoate,0.4165
BOLA1,0.41590000000000005
BAG3,0.4157
fludroxycortide,0.4155
CALCOCO2,0.41490000000000005
thalidomide,0.41490000000000005
PSPH,0.414
PLA2G2C,0.41369999999999996
SIK3,0.41359999999999997
GADD45A,0.41350000000000003
isoliquiritigenin,0.41350000000000003
RRP12,0.4132
BRD-K52640952,0.413
KIN001-220,0.4129
TNFRSF21,0.4127
PIGB,0.4125
TLR8,0.4125
STX1A,0.41240000000000004
RPS7,0.4119
CTNS,0.4118
SERPINH1,0.4115
ERGIC1,0.4113
ecopipam,0.4113
DFNB31,0.4111
GTF2E2,0.4106
ASH2L,0.4103
vinorelbine,0.4102
DKC1,0.4097
HMG20B,0.4092
PKM2,0.4092
MLLT10,0.4089
STK19,0.40869999999999995
ETV1,0.40869999999999995
LIG3,0.4086
NBR1,0.40850000000000003
mycophenolic-acid,0.4077
ZNF451,0.40740000000000004
ZFP161,0.40740000000000004
SDF2L1,0.4072
mocimycin,0.4072
MAZ-51,0.40700000000000003
TAF15,0.4069
GLA,0.40659999999999996
EGR3,0.4065
LSR,0.4065
SIRT5,0.406
NUP88,0.4058
PLA2G12A,0.4057
CDC20,0.40549999999999997
GALC,0.4053
GRB7,0.4053
PSME2,0.40509999999999996
TGFBR1,0.40490000000000004
CDC25B,0.4048
TOP2A,0.4047
ST-638,0.4046
CTSB,0.40409999999999996
CLPTM1,0.40409999999999996
CTRB2,0.40399999999999997
CAY-10585,0.4039
aminoglutethimide,0.4039
ZNF350,0.40380000000000005
brucine,0.4036
PPAR receptor agonist,0.40340000000000004
TUBA1A,0.40340000000000004
NCS-382,0.40340000000000004
SMURF2,0.4033
CCRL2,0.4032
JMJD6,0.4029
RXRB,0.40259999999999996
entecavir,0.4025
SGK3,0.4025
HMGB1,0.40240000000000004
cromoglicic-acid,0.4021
TCEA2,0.4021
General transcription factors group 1 LOF,0.4018
TGFB1,0.40159999999999996
PNU-282987,0.401
prednicarbate,0.40049999999999997
GR-89696,0.40049999999999997
ZFP36L1,0.4
MEF2C,0.39990000000000003
piceatannol,0.3998
STAT4,0.3997
GATA2,0.3995
SV2A,0.39899999999999997
HSPD1,0.3983
Estrogen receptor antagonist,0.3983
PJA2,0.3982
KAT2B,0.3982
KCNN4,0.39770000000000005
PSMG1,0.39740000000000003
PI4KA,0.3973
FBXL12,0.3972
PPP1CA,0.3969
rilmenidine,0.39640000000000003
ACAA1,0.3961
panobinostat,0.3958
TFDP2,0.3957
hydroxycholesterol,0.3956
ZFP36,0.3944
EHMT2,0.3924
ARPC3,0.392
clomipramine,0.3917
PAH,0.3911
IFI16,0.3907
etomoxir,0.39049999999999996
pyroxamide,0.39030000000000004
GW-5074,0.39030000000000004
flavoxate,0.39030000000000004
BRD-K16604360,0.3901
talniflumate,0.3898
HLA-DPB1,0.3895
NDUFS1,0.3892
SUB1,0.389
TNFRSF6B,0.38880000000000003
WZ-4-145,0.3886
MRGPRX3,0.38799999999999996
STXBP1,0.38780000000000003
PLOD3,0.3876
XPC,0.3875
BTG1,0.3874
MKNK1,0.3873
SRSF4,0.38659999999999994
PITPNA,0.38659999999999994
TRIP13,0.3865
EXT1,0.3861
ZNF787,0.3859
ANPEP,0.3859
terconazole,0.3859
PRKAG3,0.3859
CASP8,0.3859
6-aminochrysene,0.3857
WFS1,0.3856
GPSM1,0.38539999999999996
NOLC1,0.3839
tocainide,0.3839
foliosidine,0.3837
DNM1L,0.3836
PLEKHJ1,0.3832
CYP27B1,0.38299999999999995
RO-15-4513,0.3826
TGDS,0.3823
milrinone,0.3823
ELF1,0.3821
ATP6V1F,0.382
CMPD-1,0.382
hyoscyamine,0.3815
penicillic-acid,0.3811
SPRY4,0.381
RHOD,0.381
phosphodiesterase-V-inhibitor-II,0.3807
CXCR4,0.38060000000000005
enobosarm,0.38049999999999995
PTGER4,0.3803
IRF2,0.38
CARD10,0.37979999999999997
NTNCB,0.3797
RAB23,0.3795
cytochalasin-b,0.37920000000000004
buddleoflavonoloside,0.3789
orciprenaline,0.3788
GATAD2B,0.37810000000000005
P4HB,0.3778
NFKBIL1,0.3771
SOCS2,0.3766
fostamatinib,0.3766
ZNF213,0.3766
DUSP11,0.3762
guanabenz,0.3761
METTL14,0.3759
AGPAT1,0.3759
KF-38789,0.3759
IFNGR2,0.3757
DVL2,0.37520000000000003
ARRB1,0.37520000000000003
SLC3A2,0.3751
NEK6,0.37479999999999997
UROD,0.3746
MPHOSPH9,0.37450000000000006
TTK,0.37450000000000006
BNIPL,0.374
IDH3G,0.3739
NASP,0.3734
glycopyrrolate,0.3734
homatropine,0.3732
CHRM1,0.37310000000000004
adipiodone,0.3728
UBE2C,0.37270000000000003
ATP5F1,0.3726
SLC27A3,0.3725
decitabine,0.3725
HMGCS2,0.3724
BLCAP,0.3721
parthenolide,0.37189999999999995
AQP12A,0.3718
noscapine,0.3716
ALDH3B2,0.3704
vinburnine,0.3699
POT1,0.36939999999999995
Cell Cycle Inhibition GOF,0.3691
FOXF2,0.3689
hyoscyamine,0.3689
SLC25A46,0.36840000000000006
SH3BP5,0.36829999999999996
pirlindole,0.36829999999999996
aminoindazole,0.368
NCOA4,0.3676
VAPA,0.3676
ARPC1B,0.3675
RICTOR,0.3675
PAFAH1B3,0.3674
amlodipine,0.36700000000000005
lobaric-acid,0.3667
heliotrine,0.36579999999999996
immethridine,0.3657
noscapine,0.36560000000000004
MYB,0.3655
GCK,0.36469999999999997
ZNF577,0.36450000000000005
PNN,0.36450000000000005
GPR172A,0.3643
GPR62,0.3643
PCGF2,0.3635
GW-6471,0.36340000000000006
NKIRAS2,0.36310000000000003
PON3,0.3629
POLR2C,0.3627
PCK2,0.3625
TSEN2,0.3624
GRIN3A,0.36229999999999996
ATIC,0.36229999999999996
PRKCB,0.36219999999999997
roxatidine,0.36210000000000003
WT1,0.36210000000000003
bucladesine,0.36210000000000003
ME2,0.3619
ABCB5,0.3613
MVP,0.361
ATP11B,0.36090000000000005
FOXO3,0.36090000000000005
BAY-36-7620,0.35969999999999996
Adenosine receptor agonist,0.35969999999999996
GNAZ,0.35969999999999996
CS-1657,0.35969999999999996
CGP-55845,0.3594
rabeprazole,0.3592
STAP2,0.3591
EMD,0.359
CCNH,0.3589
ECD,0.3586
SRGAP2,0.35850000000000004
PANK2,0.3582
U-99194,0.3578
scoulerine,0.3578
IARS,0.3575
CO-101244,0.3574
TG-101348,0.35710000000000003
DFFA,0.3569
NR5A2,0.3567
GNPDA1,0.3564
MRGPRF,0.35619999999999996
ITGB5,0.35609999999999997
montelukast,0.35600000000000004
CBX7,0.3558
GW-4064,0.3553
SNAPC1,0.3549
GCDH,0.3549
LPAR6,0.35479999999999995
COL4A5,0.35409999999999997
Y-27152,0.3538
IGF2BP1,0.35340000000000005
NPSR1,0.3531
NCL,0.3528
nizatidine,0.3527
BMS-182874,0.3527
HTATIP2,0.35259999999999997
AFG3L2,0.35229999999999995
ASF1A,0.3522
palmitoylethanolamide,0.35200000000000004
nicardipine,0.3518
ERCC2,0.3514
RPS13,0.3514
SB-525334,0.3514
NRIP1,0.3513
LY-2183240,0.35119999999999996
nevirapine,0.35100000000000003
RNASE4,0.3506
BTG1,0.3503
ELF1,0.35009999999999997
PIAS4,0.34979999999999994
NPFFR2,0.34950000000000003
OGG1,0.3492
ozagrel,0.3492
NPM1,0.34909999999999997
EMF-bca1-57,0.3489
ERF,0.3489
BRD-K60218670,0.3486
TMEM127,0.34840000000000004
mepireserpate,0.3481
CPE,0.3478
indometacin,0.3478
RSPH1,0.34759999999999996
DARS,0.3475
FYN,0.3471
APHA-compound-8,0.3469
MCM2,0.3469
FIGF,0.3468
ZNF546,0.3464
BZW2,0.34630000000000005
cilastatin,0.34630000000000005
sulfasalazine,0.34619999999999995
NCAPD2,0.3461
NDUFB8,0.34600000000000003
CPT1A,0.34590000000000004
ZSCAN4,0.3457
C16ORF5,0.3457
LBR,0.3457
YAP1,0.3457
HSD17B4,0.3456
ROCK1,0.3452
vinblastine,0.34509999999999996
SP100,0.3444
SIB-1893,0.3444
procarbazine,0.34409999999999996
PPM1D,0.344
NDUFS3,0.34369999999999995
EIF4A2,0.3435
SRSF2,0.34340000000000004
BRD-K21009077,0.3433
NKX2-1,0.3432
PP-2,0.34259999999999996
hydrocortisone,0.3421
5-methoxytryptamine,0.3417
HDAC10,0.34119999999999995
CL-82198,0.3411
carvedilol,0.3407
CD320,0.3406
VU-0413807-2,0.3404
SPDEF,0.34020000000000006
tyrphostin-AG-126,0.33990000000000004
andarine,0.3386
indatraline,0.3382
AKR1C2,0.3381
stiripentol,0.3373
SERPIND1,0.33640000000000003
ERBB3,0.33630000000000004
zamifenacin,0.3362
ACADSB,0.3362
TAF13,0.336
crotamiton,0.33549999999999996
RDH11,0.33509999999999995
SKF-77434,0.335
ULK1,0.3345
CDKN2C,0.3336
medrysone,0.3336
ACD,0.33340000000000003
MLN-2238,0.3333
GR-135531,0.33270000000000005
FKBP5,0.3325
fulvestrant,0.33240000000000003
VU-0418947-2,0.3322
ANO1,0.3322
HLA-DPA1,0.3322
CITCO,0.3321
ACACB,0.33140000000000003
OSR2,0.33130000000000004
PARP1,0.33130000000000004
NDUFA9,0.33130000000000004
B3GNT1,0.3311
PPIB,0.3309
ATG10,0.3307
HIF1AN,0.3307
oleylethanolamide,0.33049999999999996
canertinib,0.33030000000000004
HSF1,0.33030000000000004
PCCB,0.33030000000000004
S100A1,0.3301
IL15RA,0.33
SUPT5H,0.3296
equilin,0.3295
RAB11A,0.3295
RPS15A,0.32909999999999995
norethindrone,0.3289
gabazine,0.3286
Reverse transcriptase inhibitor,0.32770000000000005
ZBTB26,0.3276
GABBR1,0.3273
CSF3,0.3272
SB-239063,0.32689999999999997
CLN3,0.3267
TM9SF2,0.32630000000000003
thioperamide,0.3259
LGALS2,0.3257
EXOC6,0.32539999999999997
TCF3,0.32539999999999997
ZNF643,0.3251
CPT1A,0.3249
NIT1,0.3247
TCEB3C,0.3245
tolbutamide,0.3245
HDAC inhibitor,0.3243
NSC-693868,0.3243
