,moa,GDSC,CTRP,CCLE,drug,score,evidence
brd-k09587429,Not Clinically Relevant,,-0.321,,ctrp_BRD-K09587429,-0.321,.-.
wh-4-023,Not Clinically Relevant,-0.321,,,gdsc_WH-4-023,-0.321,-..
cytarabine,"antimetabolite, causes DNA damage,  inhibits both DNA and RNA polymerases and nucleotide reductase enzymes needed for DNA synthesis",-0.321,,,gdsc_Cytarabine,-0.321,-..
pf-562271,Not Clinically Relevant,-0.322,,,gdsc_PF-562271,-0.322,-..
fh535,Not Clinically Relevant,-0.322,,,gdsc_FH535,-0.322,-..
sgc0946,Not Clinically Relevant,-0.322,,,gdsc_SGC0946,-0.322,-..
pf-543,Not Clinically Relevant,,-0.322,,ctrp_PF-543,-0.322,.-.
tipifarnib,Not Clinically Relevant,-0.32299999999999995,,,gdsc_Tipifarnib,-0.323,-..
brd-k29313308,Not Clinically Relevant,,-0.32299999999999995,,ctrp_BRD-K29313308,-0.323,.-.
xmd11-85h,Not Clinically Relevant,-0.324,,,gdsc_XMD11-85h,-0.324,-..
hg6-64-1,Not Clinically Relevant,-0.324,,,gdsc_HG6-64-1,-0.324,-..
as601245,Not Clinically Relevant,-0.324,,,gdsc_AS601245,-0.324,-..
tgx221,Not Clinically Relevant,-0.324,,,gdsc_TGX221,-0.324,-..
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.327,,ctrp_etomoxir,-0.327,.-.
ponatinib,Bcr-abl inhibitor,-0.32899999999999996,,,gdsc_Ponatinib,-0.329,-..
zibotentan,Not Clinically Relevant,-0.331,,,gdsc_Zibotentan,-0.331,-..
dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.375,-0.287,,gdsc_Dasatinib,-0.331,--.
ibrutinib,BTK kinase inhibitor,,-0.337,,ctrp_ibrutinib,-0.337,.-.
lfm-a13,Not Clinically Relevant,-0.337,,,gdsc_LFM-A13,-0.337,-..
tanespimycin,HSP90 inhibitor,-0.419,-0.257,,gdsc_Tanespimycin,-0.338,--.
brd-k19103580,Not Clinically Relevant,,-0.341,,ctrp_BRD-K19103580,-0.341,.-.
brd9647,Not Clinically Relevant,,-0.341,,ctrp_BRD9647,-0.341,.-.
pac-1,Not Clinically Relevant,-0.48,-0.205,,gdsc_PAC-1,-0.342,--.
trametinib,MEK inhibitor (MEK1 and MEK2),-0.373,-0.311,,gdsc_Trametinib,-0.342,--.
bicalutamide,"antiandrogen, used to treat prostate cancer",-0.342,,,gdsc_Bicalutamide,-0.342,-..
zebularine,Not Clinically Relevant,,-0.34299999999999997,,ctrp_zebularine,-0.343,.-.
i-bet-762,Not Clinically Relevant,-0.345,,,gdsc_I-BET-762,-0.345,-..
pd 153035,Not Clinically Relevant,,-0.34600000000000003,,ctrp_PD 153035,-0.346,.-.
enzastaurin,Not Clinically Relevant,-0.349,,,gdsc_Enzastaurin,-0.349,-..
repligen 136,Not Clinically Relevant,,-0.35,,ctrp_Repligen 136,-0.35,.-.
eht-1864,Not Clinically Relevant,-0.35200000000000004,,,gdsc_EHT-1864,-0.352,-..
16-beta-bromoandrosterone,Not Clinically Relevant,,-0.35200000000000004,,ctrp_16-beta-bromoandrosterone,-0.352,.-.
xmd8-85,Not Clinically Relevant,-0.353,,,gdsc_XMD8-85,-0.353,-..
brd-k52037352,Not Clinically Relevant,,-0.354,,ctrp_BRD-K52037352,-0.354,.-.
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.479,-0.228,,gdsc_Bosutinib,-0.354,--.
refametinib,Not Clinically Relevant,-0.355,,,gdsc_Refametinib,-0.355,-..
kin001-266,Not Clinically Relevant,-0.35600000000000004,,,gdsc_KIN001-266,-0.356,-..
pf-4800567 hydrochloride,Not Clinically Relevant,,-0.35700000000000004,,ctrp_PF-4800567 hydrochloride,-0.357,.-.
pf-4708671,Not Clinically Relevant,-0.35700000000000004,,,gdsc_PF-4708671,-0.357,-..
akt inhibitor viii,Not Clinically Relevant,-0.359,,,gdsc_AKT inhibitor VIII,-0.359,-..
kin001-270,Not Clinically Relevant,-0.36,,,gdsc_KIN001-270,-0.36,-..
birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.364,,ctrp_birinapant,-0.364,.-.
aica ribonucleotide,Not Clinically Relevant,-0.365,,,gdsc_AICA Ribonucleotide,-0.365,-..
salubrinal,Not Clinically Relevant,-0.365,,,gdsc_Salubrinal,-0.365,-..
sb-431542,Not Clinically Relevant,,-0.365,,ctrp_SB-431542,-0.365,.-.
a-770041,Not Clinically Relevant,-0.36700000000000005,,,gdsc_A-770041,-0.367,-..
gefitinib,EGFR inhibitor (Iressa),-0.491,-0.249,,gdsc_Gefitinib,-0.37,--.
sotrastaurin,pan-PKC inhibitor,,-0.374,,ctrp_sotrastaurin,-0.374,.-.
selumetinib,MEK1 inhibitor,-0.503,-0.247,,gdsc_Selumetinib,-0.375,--.
sl0101,Not Clinically Relevant,-0.37799999999999995,,,gdsc_SL0101,-0.378,-..
panobinostat,HDAC inhibitor,,,-0.38,ccle_Panobinostat,-0.38,..-
avagacestat,Not Clinically Relevant,-0.382,,,gdsc_Avagacestat,-0.382,-..
cgp-082996,Not Clinically Relevant,-0.382,,,gdsc_CGP-082996,-0.382,-..
cct007093,Not Clinically Relevant,-0.384,,,gdsc_CCT007093,-0.384,-..
pha-665752,Not Clinically Relevant,-0.489,,-0.281,gdsc_PHA-665752,-0.385,-.-
selisistat,SIRT1 inhibitor,-0.385,,,gdsc_Selisistat,-0.385,-..
gsk1904529a,Not Clinically Relevant,-0.387,,,gdsc_GSK1904529A,-0.387,-..
o-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,-0.391,,ctrp_O-6-benzylguanine,-0.391,.-.
jw-7-52-1,Not Clinically Relevant,-0.39299999999999996,,,gdsc_JW-7-52-1,-0.393,-..
cgp-60474,Not Clinically Relevant,-0.39399999999999996,,,gdsc_CGP-60474,-0.394,-..
xmd15-27,Not Clinically Relevant,-0.397,,,gdsc_XMD15-27,-0.397,-..
ci-1040,Not Clinically Relevant,-0.405,,,gdsc_CI-1040,-0.405,-..
nu7441,Not Clinically Relevant,-0.40700000000000003,,,gdsc_NU7441,-0.407,-..
doramapimod,Not Clinically Relevant,-0.408,,,gdsc_Doramapimod,-0.408,-..
lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.414,,,gdsc_Lenalidomide,-0.414,-..
fti-277,Not Clinically Relevant,-0.415,,,gdsc_FTI-277,-0.415,-..
sb216763,Not Clinically Relevant,-0.418,,,gdsc_SB216763,-0.418,-..
nvp-bhg712,Not Clinically Relevant,-0.419,,,gdsc_NVP-BHG712,-0.419,-..
afatinib,EGFR and ErbB2 inhibitor,-0.527,-0.314,,gdsc_Afatinib,-0.42,--.
crizotinib,"ALK, ROS1 and MET inhibitor",-0.5720000000000001,-0.26899999999999996,,gdsc_Crizotinib,-0.42,--.
ispinesib mesylate,Not Clinically Relevant,-0.42200000000000004,,,gdsc_Ispinesib Mesylate,-0.422,-..
z-llnle-cho,Not Clinically Relevant,-0.42200000000000004,,,gdsc_Z-LLNle-CHO,-0.422,-..
fmk,Not Clinically Relevant,-0.425,,,gdsc_FMK,-0.425,-..
ro-3306,Not Clinically Relevant,-0.426,,,gdsc_RO-3306,-0.426,-..
whi-p97,Not Clinically Relevant,-0.42700000000000005,,,gdsc_WHI-P97,-0.427,-..
tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.434,,,gdsc_Tozasertib,-0.434,-..
bix02189,Not Clinically Relevant,-0.43799999999999994,,,gdsc_BIX02189,-0.438,-..
vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.439,,,gdsc_Vismodegib,-0.439,-..
kin001-236,Not Clinically Relevant,-0.441,,,gdsc_KIN001-236,-0.441,-..
rapamycin,"rapamycin, mTOR inhibitor",-0.441,,,gdsc_Rapamycin,-0.441,-..
stf-62247,Not Clinically Relevant,-0.44299999999999995,,,gdsc_STF-62247,-0.443,-..
fr-180204,Not Clinically Relevant,-0.445,,,gdsc_FR-180204,-0.445,-..
bryostatin 1,Not Clinically Relevant,-0.447,,,gdsc_Bryostatin 1,-0.447,-..
xav939,Not Clinically Relevant,-0.44799999999999995,,,gdsc_XAV939,-0.448,-..
qs11,Not Clinically Relevant,-0.46,,,gdsc_QS11,-0.46,-..
tak-715,Not Clinically Relevant,-0.466,,,gdsc_TAK-715,-0.466,-..
cp724714,Not Clinically Relevant,-0.469,,,gdsc_CP724714,-0.469,-..
681640,Not Clinically Relevant,-0.47,,,gdsc_681640,-0.47,-..
dabrafenib,Braf (V600E) inhibitor,-0.5379999999999999,-0.413,,gdsc_Dabrafenib,-0.475,--.
xmd14-99,Not Clinically Relevant,-0.47600000000000003,,,gdsc_XMD14-99,-0.476,-..
gsk429286a,Not Clinically Relevant,-0.503,,,gdsc_GSK429286A,-0.503,-..
linifanib,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R",-0.745,-0.265,,gdsc_Linifanib,-0.505,--.
pelitinib,Not Clinically Relevant,-0.506,,,gdsc_Pelitinib,-0.506,-..
az628,Not Clinically Relevant,-0.507,,,gdsc_AZ628,-0.507,-..
iox2,Not Clinically Relevant,-0.514,,,gdsc_IOX2,-0.514,-..
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.726,-0.313,,gdsc_Ruxolitinib,-0.52,--.
y-39983,Not Clinically Relevant,-0.523,,,gdsc_Y-39983,-0.523,-..
t0901317,Not Clinically Relevant,-0.5329999999999999,,,gdsc_T0901317,-0.533,-..
gnf-2,Not Clinically Relevant,-0.537,,,gdsc_GNF-2,-0.537,-..
cyclopamine,Not Clinically Relevant,-0.54,,,gdsc_Cyclopamine,-0.54,-..
nutlin-3a (-),Not Clinically Relevant,-0.5429999999999999,,,gdsc_Nutlin-3a (-),-0.543,-..
rtrail,Not Clinically Relevant,-0.544,,,gdsc_rTRAIL,-0.544,-..
ql-xii-61,Not Clinically Relevant,-0.545,,,gdsc_QL-XII-61,-0.545,-..
wz-1-84,Not Clinically Relevant,-0.547,,,gdsc_WZ-1-84,-0.547,-..
kin001-260,Not Clinically Relevant,-0.551,,,gdsc_KIN001-260,-0.551,-..
ql-xi-92,Not Clinically Relevant,-0.557,,,gdsc_QL-XI-92,-0.557,-..
idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.569,,,gdsc_Idelalisib,-0.569,-..
cetuximab,Not Clinically Relevant,-0.575,,,gdsc_Cetuximab,-0.575,-..
pd173074,Not Clinically Relevant,-0.583,,,gdsc_PD173074,-0.583,-..
gw441756,Not Clinically Relevant,-0.591,,,gdsc_GW441756,-0.591,-..
vx-11e,Not Clinically Relevant,-0.613,,,gdsc_VX-11e,-0.613,-..
tl-2-105,Not Clinically Relevant,-0.633,,,gdsc_TL-2-105,-0.633,-..
motesanib,Not Clinically Relevant,-0.6459999999999999,,,gdsc_Motesanib,-0.646,-..
vnlg/124,Not Clinically Relevant,-0.6679999999999999,,,gdsc_VNLG/124,-0.668,-..
alectinib,"ALK inhibitor, used to treat non-small-cell lung cancer (NSCLC)",-0.71,,,gdsc_Alectinib,-0.71,-..
