,moa,GDSC,CTRP,CCLE,drug,score,evidence
brd9647,Not Clinically Relevant,,-0.34600000000000003,,ctrp_BRD9647,-0.346,.-.
pd 153035,Not Clinically Relevant,,-0.34600000000000003,,ctrp_PD 153035,-0.346,.-.
gsk269962a,Not Clinically Relevant,-0.348,,,gdsc_GSK269962A,-0.348,-..
veliparib,PARP inhibitor.,-0.39899999999999997,-0.297,,gdsc_Veliparib,-0.348,--.
trametinib,MEK inhibitor (MEK1 and MEK2),-0.36700000000000005,-0.33,,gdsc_Trametinib,-0.349,--.
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.349,,ctrp_etomoxir,-0.349,.-.
pd0325901,Not Clinically Relevant,-0.349,,,gdsc_PD0325901,-0.349,-..
tipifarnib,Not Clinically Relevant,-0.35,,,gdsc_Tipifarnib,-0.35,-..
tanespimycin,HSP90 inhibitor,-0.439,-0.261,,gdsc_Tanespimycin,-0.35,--.
azd6244,MEK1 inhibitor,,,-0.35100000000000003,ccle_AZD6244,-0.351,..-
isonicotinohydroxamic acid,Not Clinically Relevant,,-0.35200000000000004,,ctrp_isonicotinohydroxamic acid,-0.352,.-.
enzastaurin,Not Clinically Relevant,-0.353,,,gdsc_Enzastaurin,-0.353,-..
ql-viii-58,Not Clinically Relevant,-0.355,,,gdsc_QL-VIII-58,-0.355,-..
a-443654,Not Clinically Relevant,-0.35600000000000004,,,gdsc_A-443654,-0.356,-..
bleomycin (50 um),Not Clinically Relevant,-0.35600000000000004,,,gdsc_Bleomycin (50 uM),-0.356,-..
dactolisib,PI3K/mTOR inhibitor,-0.35700000000000004,,,gdsc_Dactolisib,-0.357,-..
pf-4708671,Not Clinically Relevant,-0.358,,,gdsc_PF-4708671,-0.358,-..
as601245,Not Clinically Relevant,-0.359,,,gdsc_AS601245,-0.359,-..
dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.4,-0.318,,gdsc_Dasatinib,-0.359,--.
ic-87114,Not Clinically Relevant,,-0.359,,ctrp_IC-87114,-0.359,.-.
jnk-9l,Not Clinically Relevant,-0.36,,,gdsc_JNK-9L,-0.36,-..
plx4720,Not Clinically Relevant,,,-0.36,ccle_PLX4720,-0.36,..-
sb-431542,Not Clinically Relevant,,-0.36,,ctrp_SB-431542,-0.36,.-.
midostaurin,Not Clinically Relevant,-0.361,,,gdsc_Midostaurin,-0.361,-..
pyrimethamine,Not Clinically Relevant,-0.361,,,gdsc_Pyrimethamine,-0.361,-..
xmd11-85h,Not Clinically Relevant,-0.363,,,gdsc_XMD11-85h,-0.363,-..
wh-4-023,Not Clinically Relevant,-0.363,,,gdsc_WH-4-023,-0.363,-..
bicalutamide,"antiandrogen, used to treat prostate cancer",-0.364,,,gdsc_Bicalutamide,-0.364,-..
akt inhibitor viii,Not Clinically Relevant,-0.36700000000000005,,,gdsc_AKT inhibitor VIII,-0.367,-..
bcl-lzh-4,Not Clinically Relevant,,-0.36700000000000005,,ctrp_BCL-LZH-4,-0.367,.-.
nvp-bhg712,Not Clinically Relevant,-0.37,,,gdsc_NVP-BHG712,-0.37,-..
birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.37,,ctrp_birinapant,-0.37,.-.
cbb-1007,Not Clinically Relevant,,-0.371,,ctrp_CBB-1007,-0.371,.-.
hg6-64-1,Not Clinically Relevant,-0.37200000000000005,,,gdsc_HG6-64-1,-0.372,-..
(5z)-7-oxozeaenol,Not Clinically Relevant,-0.37200000000000005,,,gdsc_(5Z)-7-Oxozeaenol,-0.372,-..
fh535,Not Clinically Relevant,-0.374,,,gdsc_FH535,-0.374,-..
lfm-a13,Not Clinically Relevant,-0.376,,,gdsc_LFM-A13,-0.376,-..
refametinib,Not Clinically Relevant,-0.376,,,gdsc_Refametinib,-0.376,-..
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.502,-0.254,,gdsc_Bosutinib,-0.378,--.
rita,Not Clinically Relevant,,-0.379,,ctrp_RITA,-0.379,.-.
gefitinib,EGFR inhibitor (Iressa),-0.51,-0.254,,gdsc_Gefitinib,-0.382,--.
zebularine,Not Clinically Relevant,,-0.382,,ctrp_zebularine,-0.382,.-.
tgx221,Not Clinically Relevant,-0.38299999999999995,,,gdsc_TGX221,-0.383,-..
talazoparib,Not Clinically Relevant,-0.38299999999999995,,,gdsc_Talazoparib,-0.383,-..
salubrinal,Not Clinically Relevant,-0.384,,,gdsc_Salubrinal,-0.384,-..
compound 1b,Not Clinically Relevant,,-0.384,,ctrp_compound 1B,-0.384,.-.
eht-1864,Not Clinically Relevant,-0.385,,,gdsc_EHT-1864,-0.385,-..
selumetinib,MEK1 inhibitor,-0.511,-0.261,,gdsc_Selumetinib,-0.386,--.
brd-k52037352,Not Clinically Relevant,,-0.386,,ctrp_BRD-K52037352,-0.386,.-.
lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.386,,,gdsc_Lenalidomide,-0.386,-..
kin001-266,Not Clinically Relevant,-0.389,,,gdsc_KIN001-266,-0.389,-..
a-770041,Not Clinically Relevant,-0.391,,,gdsc_A-770041,-0.391,-..
sl0101,Not Clinically Relevant,-0.396,,,gdsc_SL0101,-0.396,-..
cct007093,Not Clinically Relevant,-0.397,,,gdsc_CCT007093,-0.397,-..
fr-180204,Not Clinically Relevant,-0.39799999999999996,,,gdsc_FR-180204,-0.398,-..
doramapimod,Not Clinically Relevant,-0.4,,,gdsc_Doramapimod,-0.4,-..
fti-277,Not Clinically Relevant,-0.40299999999999997,,,gdsc_FTI-277,-0.403,-..
jnk inhibitor viii,Not Clinically Relevant,-0.40299999999999997,,,gdsc_JNK Inhibitor VIII,-0.403,-..
stf-62247,Not Clinically Relevant,-0.40700000000000003,,,gdsc_STF-62247,-0.407,-..
bms-509744,Not Clinically Relevant,-0.408,,,gdsc_BMS-509744,-0.408,-..
avagacestat,Not Clinically Relevant,-0.408,,,gdsc_Avagacestat,-0.408,-..
selisistat,SIRT1 inhibitor,-0.41100000000000003,,,gdsc_Selisistat,-0.411,-..
gsk1904529a,Not Clinically Relevant,-0.41200000000000003,,,gdsc_GSK1904529A,-0.412,-..
nsc-87877,Not Clinically Relevant,-0.41200000000000003,,,gdsc_NSC-87877,-0.412,-..
whi-p97,Not Clinically Relevant,-0.41600000000000004,,,gdsc_WHI-P97,-0.416,-..
kin001-236,Not Clinically Relevant,-0.42,,,gdsc_KIN001-236,-0.42,-..
xmd15-27,Not Clinically Relevant,-0.42100000000000004,,,gdsc_XMD15-27,-0.421,-..
nu7441,Not Clinically Relevant,-0.424,,,gdsc_NU7441,-0.424,-..
brd-k99006945,Not Clinically Relevant,,-0.42700000000000005,,ctrp_BRD-K99006945,-0.427,.-.
iox2,Not Clinically Relevant,-0.429,,,gdsc_IOX2,-0.429,-..
xmd8-85,Not Clinically Relevant,-0.43,,,gdsc_XMD8-85,-0.43,-..
afatinib,EGFR and ErbB2 inhibitor,-0.539,-0.322,,gdsc_Afatinib,-0.43,--.
ci-1040,Not Clinically Relevant,-0.435,,,gdsc_CI-1040,-0.435,-..
bix02189,Not Clinically Relevant,-0.439,,,gdsc_BIX02189,-0.439,-..
xav939,Not Clinically Relevant,-0.44,,,gdsc_XAV939,-0.44,-..
cgp-082996,Not Clinically Relevant,-0.44299999999999995,,,gdsc_CGP-082996,-0.443,-..
plx-4720,Not Clinically Relevant,-0.493,-0.395,,gdsc_PLX-4720,-0.444,--.
o-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,-0.445,,ctrp_O-6-benzylguanine,-0.445,.-.
cgp-60474,Not Clinically Relevant,-0.445,,,gdsc_CGP-60474,-0.445,-..
ro-3306,Not Clinically Relevant,-0.445,,,gdsc_RO-3306,-0.445,-..
cp724714,Not Clinically Relevant,-0.451,,,gdsc_CP724714,-0.451,-..
jw-7-52-1,Not Clinically Relevant,-0.452,,,gdsc_JW-7-52-1,-0.452,-..
tak-715,Not Clinically Relevant,-0.45399999999999996,,,gdsc_TAK-715,-0.454,-..
bryostatin 1,Not Clinically Relevant,-0.455,,,gdsc_Bryostatin 1,-0.455,-..
fmk,Not Clinically Relevant,-0.455,,,gdsc_FMK,-0.455,-..
vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.45799999999999996,,,gdsc_Vismodegib,-0.458,-..
z-llnle-cho,Not Clinically Relevant,-0.46,,,gdsc_Z-LLNle-CHO,-0.46,-..
pha-665752,Not Clinically Relevant,-0.631,,-0.31,gdsc_PHA-665752,-0.471,-.-
xmd14-99,Not Clinically Relevant,-0.47200000000000003,,,gdsc_XMD14-99,-0.472,-..
sb216763,Not Clinically Relevant,-0.47600000000000003,,,gdsc_SB216763,-0.476,-..
tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.485,,,gdsc_Tozasertib,-0.485,-..
681640,Not Clinically Relevant,-0.495,,,gdsc_681640,-0.495,-..
rtrail,Not Clinically Relevant,-0.496,,,gdsc_rTRAIL,-0.496,-..
cetuximab,Not Clinically Relevant,-0.496,,,gdsc_Cetuximab,-0.496,-..
dabrafenib,Braf (V600E) inhibitor,-0.534,-0.45799999999999996,,gdsc_Dabrafenib,-0.496,--.
t0901317,Not Clinically Relevant,-0.499,,,gdsc_T0901317,-0.499,-..
rapamycin,"rapamycin, mTOR inhibitor",-0.504,,,gdsc_Rapamycin,-0.504,-..
pelitinib,Not Clinically Relevant,-0.526,,,gdsc_Pelitinib,-0.526,-..
kin001-260,Not Clinically Relevant,-0.528,,,gdsc_KIN001-260,-0.528,-..
qs11,Not Clinically Relevant,-0.531,,,gdsc_QS11,-0.531,-..
gw441756,Not Clinically Relevant,-0.5429999999999999,,,gdsc_GW441756,-0.543,-..
idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.547,,,gdsc_Idelalisib,-0.547,-..
motesanib,Not Clinically Relevant,-0.5589999999999999,,,gdsc_Motesanib,-0.559,-..
az628,Not Clinically Relevant,-0.5660000000000001,,,gdsc_AZ628,-0.566,-..
nutlin-3a (-),Not Clinically Relevant,-0.5710000000000001,,,gdsc_Nutlin-3a (-),-0.571,-..
wz-1-84,Not Clinically Relevant,-0.573,,,gdsc_WZ-1-84,-0.573,-..
y-39983,Not Clinically Relevant,-0.574,,,gdsc_Y-39983,-0.574,-..
gnf-2,Not Clinically Relevant,-0.5770000000000001,,,gdsc_GNF-2,-0.577,-..
vx-11e,Not Clinically Relevant,-0.584,,,gdsc_VX-11e,-0.584,-..
gsk429286a,Not Clinically Relevant,-0.5870000000000001,,,gdsc_GSK429286A,-0.587,-..
ql-xi-92,Not Clinically Relevant,-0.604,,,gdsc_QL-XI-92,-0.604,-..
pd173074,Not Clinically Relevant,-0.606,,,gdsc_PD173074,-0.606,-..
cyclopamine,Not Clinically Relevant,-0.633,,,gdsc_Cyclopamine,-0.633,-..
vnlg/124,Not Clinically Relevant,-0.6579999999999999,,,gdsc_VNLG/124,-0.658,-..
alectinib,"ALK inhibitor, used to treat non-small-cell lung cancer (NSCLC)",-0.7090000000000001,,,gdsc_Alectinib,-0.709,-..
