,moa,GDSC,CTRP,CCLE,drug,score,evidence
isonicotinohydroxamic acid,Not Clinically Relevant,,-0.335,,ctrp_isonicotinohydroxamic acid,-0.335,.-.
panobinostat,HDAC inhibitor,,,-0.335,ccle_Panobinostat,-0.335,..-
veliparib,PARP inhibitor.,-0.434,-0.23800000000000002,,gdsc_Veliparib,-0.336,--.
salubrinal,Not Clinically Relevant,-0.336,,,gdsc_Salubrinal,-0.336,-..
pyrimethamine,Not Clinically Relevant,-0.33799999999999997,,,gdsc_Pyrimethamine,-0.338,-..
ponatinib,Bcr-abl inhibitor,-0.34,,,gdsc_Ponatinib,-0.34,-..
bleomycin (50 um),Not Clinically Relevant,-0.342,,,gdsc_Bleomycin (50 uM),-0.342,-..
birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.342,,ctrp_birinapant,-0.342,.-.
obatoclax mesylate,Not Clinically Relevant,-0.34600000000000003,,,gdsc_Obatoclax Mesylate,-0.346,-..
embelin,Not Clinically Relevant,-0.34700000000000003,,,gdsc_Embelin,-0.347,-..
dactolisib,PI3K/mTOR inhibitor,-0.34700000000000003,,,gdsc_Dactolisib,-0.347,-..
pd 153035,Not Clinically Relevant,,-0.348,,ctrp_PD 153035,-0.348,.-.
ic-87114,Not Clinically Relevant,,-0.348,,ctrp_IC-87114,-0.348,.-.
cct-018159,Not Clinically Relevant,-0.35,,,gdsc_CCT-018159,-0.35,-..
brd-k19103580,Not Clinically Relevant,,-0.353,,ctrp_BRD-K19103580,-0.353,.-.
dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.41200000000000003,-0.29600000000000004,,gdsc_Dasatinib,-0.354,--.
sgc0946,Not Clinically Relevant,-0.355,,,gdsc_SGC0946,-0.355,-..
sb-431542,Not Clinically Relevant,,-0.35600000000000004,,ctrp_SB-431542,-0.356,.-.
bleomycin,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",-0.35700000000000004,,,gdsc_Bleomycin,-0.357,-..
trametinib,MEK inhibitor (MEK1 and MEK2),-0.4,-0.314,,gdsc_Trametinib,-0.357,--.
s-trityl-l-cysteine,Not Clinically Relevant,-0.36,,,gdsc_S-Trityl-L-cysteine,-0.36,-..
tipifarnib,Not Clinically Relevant,-0.36,,,gdsc_Tipifarnib,-0.36,-..
a-443654,Not Clinically Relevant,-0.36,,,gdsc_A-443654,-0.36,-..
ql-viii-58,Not Clinically Relevant,-0.361,,,gdsc_QL-VIII-58,-0.361,-..
jnk-9l,Not Clinically Relevant,-0.361,,,gdsc_JNK-9L,-0.361,-..
midostaurin,Not Clinically Relevant,-0.361,,,gdsc_Midostaurin,-0.361,-..
brd-k52037352,Not Clinically Relevant,,-0.36200000000000004,,ctrp_BRD-K52037352,-0.362,.-.
pd0325901,Not Clinically Relevant,-0.363,,,gdsc_PD0325901,-0.363,-..
zibotentan,Not Clinically Relevant,-0.364,,,gdsc_Zibotentan,-0.364,-..
pf-562271,Not Clinically Relevant,-0.365,,,gdsc_PF-562271,-0.365,-..
wh-4-023,Not Clinically Relevant,-0.37,,,gdsc_WH-4-023,-0.37,-..
zebularine,Not Clinically Relevant,,-0.371,,ctrp_zebularine,-0.371,.-.
enzastaurin,Not Clinically Relevant,-0.37200000000000005,,,gdsc_Enzastaurin,-0.372,-..
fh535,Not Clinically Relevant,-0.373,,,gdsc_FH535,-0.373,-..
aica ribonucleotide,Not Clinically Relevant,-0.373,,,gdsc_AICA Ribonucleotide,-0.373,-..
hg6-64-1,Not Clinically Relevant,-0.374,,,gdsc_HG6-64-1,-0.374,-..
(5z)-7-oxozeaenol,Not Clinically Relevant,-0.375,,,gdsc_(5Z)-7-Oxozeaenol,-0.375,-..
akt inhibitor viii,Not Clinically Relevant,-0.376,,,gdsc_AKT inhibitor VIII,-0.376,-..
xmd11-85h,Not Clinically Relevant,-0.37799999999999995,,,gdsc_XMD11-85h,-0.378,-..
bosutinib,"BCR-Abl, Src, Lyn and Hck inhibitor",-0.524,-0.23600000000000002,,gdsc_Bosutinib,-0.38,--.
tanespimycin,HSP90 inhibitor,-0.499,-0.261,,gdsc_Tanespimycin,-0.38,--.
as601245,Not Clinically Relevant,-0.381,,,gdsc_AS601245,-0.381,-..
gsk269962a,Not Clinically Relevant,-0.381,,,gdsc_GSK269962A,-0.381,-..
tgx221,Not Clinically Relevant,-0.38299999999999995,,,gdsc_TGX221,-0.383,-..
lfm-a13,Not Clinically Relevant,-0.385,,,gdsc_LFM-A13,-0.385,-..
nvp-bhg712,Not Clinically Relevant,-0.385,,,gdsc_NVP-BHG712,-0.385,-..
bms-509744,Not Clinically Relevant,-0.392,,,gdsc_BMS-509744,-0.392,-..
refametinib,Not Clinically Relevant,-0.39299999999999996,,,gdsc_Refametinib,-0.393,-..
lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.39399999999999996,,,gdsc_Lenalidomide,-0.394,-..
gefitinib,EGFR inhibitor (Iressa),-0.539,-0.249,,gdsc_Gefitinib,-0.394,--.
a-770041,Not Clinically Relevant,-0.397,,,gdsc_A-770041,-0.397,-..
gsk1904529a,Not Clinically Relevant,-0.397,,,gdsc_GSK1904529A,-0.397,-..
pf-4708671,Not Clinically Relevant,-0.401,,,gdsc_PF-4708671,-0.401,-..
selumetinib,MEK1 inhibitor,-0.547,-0.265,,gdsc_Selumetinib,-0.406,--.
stf-62247,Not Clinically Relevant,-0.406,,,gdsc_STF-62247,-0.406,-..
kin001-270,Not Clinically Relevant,-0.408,,,gdsc_KIN001-270,-0.408,-..
o-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,-0.41,,ctrp_O-6-benzylguanine,-0.41,.-.
bicalutamide,"antiandrogen, used to treat prostate cancer",-0.41100000000000003,,,gdsc_Bicalutamide,-0.411,-..
fmk,Not Clinically Relevant,-0.41200000000000003,,,gdsc_FMK,-0.412,-..
eht-1864,Not Clinically Relevant,-0.415,,,gdsc_EHT-1864,-0.415,-..
cct007093,Not Clinically Relevant,-0.418,,,gdsc_CCT007093,-0.418,-..
sl0101,Not Clinically Relevant,-0.419,,,gdsc_SL0101,-0.419,-..
kin001-266,Not Clinically Relevant,-0.42,,,gdsc_KIN001-266,-0.42,-..
xmd15-27,Not Clinically Relevant,-0.425,,,gdsc_XMD15-27,-0.425,-..
xmd8-85,Not Clinically Relevant,-0.429,,,gdsc_XMD8-85,-0.429,-..
fti-277,Not Clinically Relevant,-0.433,,,gdsc_FTI-277,-0.433,-..
avagacestat,Not Clinically Relevant,-0.433,,,gdsc_Avagacestat,-0.433,-..
ci-1040,Not Clinically Relevant,-0.436,,,gdsc_CI-1040,-0.436,-..
cgp-082996,Not Clinically Relevant,-0.43700000000000006,,,gdsc_CGP-082996,-0.437,-..
kin001-236,Not Clinically Relevant,-0.43700000000000006,,,gdsc_KIN001-236,-0.437,-..
selisistat,SIRT1 inhibitor,-0.43799999999999994,,,gdsc_Selisistat,-0.438,-..
cgp-60474,Not Clinically Relevant,-0.439,,,gdsc_CGP-60474,-0.439,-..
jw-7-52-1,Not Clinically Relevant,-0.44299999999999995,,,gdsc_JW-7-52-1,-0.443,-..
doramapimod,Not Clinically Relevant,-0.444,,,gdsc_Doramapimod,-0.444,-..
pha-665752,Not Clinically Relevant,-0.607,,-0.284,gdsc_PHA-665752,-0.446,-.-
afatinib,EGFR and ErbB2 inhibitor,-0.5870000000000001,-0.314,,gdsc_Afatinib,-0.45,--.
whi-p97,Not Clinically Relevant,-0.455,,,gdsc_WHI-P97,-0.455,-..
jnk inhibitor viii,Not Clinically Relevant,-0.455,,,gdsc_JNK Inhibitor VIII,-0.455,-..
fr-180204,Not Clinically Relevant,-0.456,,,gdsc_FR-180204,-0.456,-..
iox2,Not Clinically Relevant,-0.456,,,gdsc_IOX2,-0.456,-..
nu7441,Not Clinically Relevant,-0.45799999999999996,,,gdsc_NU7441,-0.458,-..
bix02189,Not Clinically Relevant,-0.46299999999999997,,,gdsc_BIX02189,-0.463,-..
vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.467,,,gdsc_Vismodegib,-0.467,-..
tak-715,Not Clinically Relevant,-0.475,,,gdsc_TAK-715,-0.475,-..
cp724714,Not Clinically Relevant,-0.47600000000000003,,,gdsc_CP724714,-0.476,-..
bryostatin 1,Not Clinically Relevant,-0.48,,,gdsc_Bryostatin 1,-0.48,-..
xav939,Not Clinically Relevant,-0.48100000000000004,,,gdsc_XAV939,-0.481,-..
z-llnle-cho,Not Clinically Relevant,-0.48100000000000004,,,gdsc_Z-LLNle-CHO,-0.481,-..
tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.483,,,gdsc_Tozasertib,-0.483,-..
rapamycin,"rapamycin, mTOR inhibitor",-0.48700000000000004,,,gdsc_Rapamycin,-0.487,-..
sb216763,Not Clinically Relevant,-0.5,,,gdsc_SB216763,-0.5,-..
ro-3306,Not Clinically Relevant,-0.513,,,gdsc_RO-3306,-0.513,-..
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.716,-0.318,,gdsc_Ruxolitinib,-0.517,--.
gnf-2,Not Clinically Relevant,-0.52,,,gdsc_GNF-2,-0.52,-..
pelitinib,Not Clinically Relevant,-0.524,,,gdsc_Pelitinib,-0.524,-..
681640,Not Clinically Relevant,-0.5329999999999999,,,gdsc_681640,-0.533,-..
idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.5379999999999999,,,gdsc_Idelalisib,-0.538,-..
motesanib,Not Clinically Relevant,-0.539,,,gdsc_Motesanib,-0.539,-..
rtrail,Not Clinically Relevant,-0.54,,,gdsc_rTRAIL,-0.54,-..
qs11,Not Clinically Relevant,-0.5479999999999999,,,gdsc_QS11,-0.548,-..
az628,Not Clinically Relevant,-0.5670000000000001,,,gdsc_AZ628,-0.567,-..
t0901317,Not Clinically Relevant,-0.569,,,gdsc_T0901317,-0.569,-..
cetuximab,Not Clinically Relevant,-0.58,,,gdsc_Cetuximab,-0.58,-..
ql-xii-61,Not Clinically Relevant,-0.58,,,gdsc_QL-XII-61,-0.58,-..
ql-xi-92,Not Clinically Relevant,-0.581,,,gdsc_QL-XI-92,-0.581,-..
kin001-260,Not Clinically Relevant,-0.583,,,gdsc_KIN001-260,-0.583,-..
wz-1-84,Not Clinically Relevant,-0.585,,,gdsc_WZ-1-84,-0.585,-..
y-39983,Not Clinically Relevant,-0.586,,,gdsc_Y-39983,-0.586,-..
vx-11e,Not Clinically Relevant,-0.586,,,gdsc_VX-11e,-0.586,-..
cyclopamine,Not Clinically Relevant,-0.603,,,gdsc_Cyclopamine,-0.603,-..
vnlg/124,Not Clinically Relevant,-0.608,,,gdsc_VNLG/124,-0.608,-..
nutlin-3a (-),Not Clinically Relevant,-0.629,,,gdsc_Nutlin-3a (-),-0.629,-..
pd173074,Not Clinically Relevant,-0.64,,,gdsc_PD173074,-0.64,-..
gw441756,Not Clinically Relevant,-0.65,,,gdsc_GW441756,-0.65,-..
