,moa,GDSC,CTRP,CCLE,drug,score,evidence
nilotinib,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK",-0.23800000000000002,-0.368,-0.387,ccle_Nilotinib,-0.331,---
a-804598,Not Clinically Relevant,,-0.33399999999999996,,ctrp_A-804598,-0.334,.-.
pf-562271,Not Clinically Relevant,-0.336,,,gdsc_PF-562271,-0.336,-..
dactolisib,PI3K/mTOR inhibitor,-0.336,,,gdsc_Dactolisib,-0.336,-..
bortezomib,proteasome inhibitor (Velcade),-0.44,-0.23199999999999998,,gdsc_Bortezomib,-0.336,--.
sr8278,Not Clinically Relevant,,-0.337,,ctrp_SR8278,-0.337,.-.
ql-viii-58,Not Clinically Relevant,-0.33799999999999997,,,gdsc_QL-VIII-58,-0.338,-..
pf-543,Not Clinically Relevant,,-0.33799999999999997,,ctrp_PF-543,-0.338,.-.
sgc0946,Not Clinically Relevant,-0.341,,,gdsc_SGC0946,-0.341,-..
bleomycin (50 um),Not Clinically Relevant,-0.342,,,gdsc_Bleomycin (50 uM),-0.342,-..
brd-k52037352,Not Clinically Relevant,,-0.342,,ctrp_BRD-K52037352,-0.342,.-.
ibrutinib,BTK kinase inhibitor,,-0.344,,ctrp_ibrutinib,-0.344,.-.
brd-k33199242,Not Clinically Relevant,,-0.344,,ctrp_BRD-K33199242,-0.344,.-.
(5z)-7-oxozeaenol,Not Clinically Relevant,-0.345,,,gdsc_(5Z)-7-Oxozeaenol,-0.345,-..
abiraterone,steroidal CYP17A1 inhibitor and androgen synthesis inhibitor ,,-0.34600000000000003,,ctrp_abiraterone,-0.346,.-.
rita,Not Clinically Relevant,,-0.34700000000000003,,ctrp_RITA,-0.347,.-.
cbb-1007,Not Clinically Relevant,,-0.348,,ctrp_CBB-1007,-0.348,.-.
trametinib,MEK inhibitor (MEK1 and MEK2),-0.387,-0.31,,gdsc_Trametinib,-0.349,--.
tgx221,Not Clinically Relevant,-0.349,,,gdsc_TGX221,-0.349,-..
tanespimycin,HSP90 inhibitor,-0.442,-0.256,,gdsc_Tanespimycin,-0.349,--.
wh-4-023,Not Clinically Relevant,-0.35,,,gdsc_WH-4-023,-0.35,-..
pd0325901,Not Clinically Relevant,-0.35,,,gdsc_PD0325901,-0.35,-..
procarbazine,alkylating agent,,-0.35,,ctrp_procarbazine,-0.35,.-.
xmd11-85h,Not Clinically Relevant,-0.35100000000000003,,,gdsc_XMD11-85h,-0.351,-..
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",-0.42700000000000005,-0.275,,gdsc_Masitinib,-0.351,--.
hg6-64-1,Not Clinically Relevant,-0.35200000000000004,,,gdsc_HG6-64-1,-0.352,-..
bicalutamide,"antiandrogen, used to treat prostate cancer",-0.353,,,gdsc_Bicalutamide,-0.353,-..
etomoxir,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)",,-0.355,,ctrp_etomoxir,-0.355,.-.
veliparib,PARP inhibitor.,-0.431,-0.27899999999999997,,gdsc_Veliparib,-0.355,--.
pd 153035,Not Clinically Relevant,,-0.355,,ctrp_PD 153035,-0.355,.-.
lenalidomide,"derivative of thalidomide, which interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",-0.35700000000000004,,,gdsc_Lenalidomide,-0.357,-..
dasatinib,"BCR-Abl, Src, c-Kit inhibitor",-0.40299999999999997,-0.311,,gdsc_Dasatinib,-0.357,--.
brd9647,Not Clinically Relevant,,-0.36,,ctrp_BRD9647,-0.36,.-.
aica ribonucleotide,Not Clinically Relevant,-0.361,,,gdsc_AICA Ribonucleotide,-0.361,-..
fh535,Not Clinically Relevant,-0.361,,,gdsc_FH535,-0.361,-..
as601245,Not Clinically Relevant,-0.361,,,gdsc_AS601245,-0.361,-..
isonicotinohydroxamic acid,Not Clinically Relevant,,-0.363,,ctrp_isonicotinohydroxamic acid,-0.363,.-.
kin001-270,Not Clinically Relevant,-0.363,,,gdsc_KIN001-270,-0.363,-..
enzastaurin,Not Clinically Relevant,-0.363,,,gdsc_Enzastaurin,-0.363,-..
zebularine,Not Clinically Relevant,,-0.365,,ctrp_zebularine,-0.365,.-.
akt inhibitor viii,Not Clinically Relevant,-0.36700000000000005,,,gdsc_AKT inhibitor VIII,-0.367,-..
lfm-a13,Not Clinically Relevant,-0.369,,,gdsc_LFM-A13,-0.369,-..
brd-k49290616,Not Clinically Relevant,,-0.371,,ctrp_BRD-K49290616,-0.371,.-.
bms-509744,Not Clinically Relevant,-0.37200000000000005,,,gdsc_BMS-509744,-0.372,-..
salubrinal,Not Clinically Relevant,-0.37200000000000005,,,gdsc_Salubrinal,-0.372,-..
a-770041,Not Clinically Relevant,-0.373,,,gdsc_A-770041,-0.373,-..
eht-1864,Not Clinically Relevant,-0.373,,,gdsc_EHT-1864,-0.373,-..
nvp-bhg712,Not Clinically Relevant,-0.379,,,gdsc_NVP-BHG712,-0.379,-..
sl0101,Not Clinically Relevant,-0.382,,,gdsc_SL0101,-0.382,-..
gefitinib,EGFR inhibitor (Iressa),-0.52,-0.249,,gdsc_Gefitinib,-0.384,--.
selumetinib,MEK1 inhibitor,-0.5329999999999999,-0.249,,gdsc_Selumetinib,-0.391,--.
sb-431542,Not Clinically Relevant,,-0.392,,ctrp_SB-431542,-0.392,.-.
pf-4708671,Not Clinically Relevant,-0.392,,,gdsc_PF-4708671,-0.392,-..
avagacestat,Not Clinically Relevant,-0.395,,,gdsc_Avagacestat,-0.395,-..
panobinostat,HDAC inhibitor,,,-0.397,ccle_Panobinostat,-0.397,..-
refametinib,Not Clinically Relevant,-0.39899999999999997,,,gdsc_Refametinib,-0.399,-..
cct007093,Not Clinically Relevant,-0.4,,,gdsc_CCT007093,-0.4,-..
selisistat,SIRT1 inhibitor,-0.401,,,gdsc_Selisistat,-0.401,-..
birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.401,,ctrp_birinapant,-0.401,.-.
o-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,-0.402,,ctrp_O-6-benzylguanine,-0.402,.-.
xmd15-27,Not Clinically Relevant,-0.40299999999999997,,,gdsc_XMD15-27,-0.403,-..
gsk1904529a,Not Clinically Relevant,-0.40299999999999997,,,gdsc_GSK1904529A,-0.403,-..
xmd8-85,Not Clinically Relevant,-0.40399999999999997,,,gdsc_XMD8-85,-0.404,-..
tivozanib,VEGFR inhibitor,-0.5,-0.31,,gdsc_Tivozanib,-0.405,--.
pha-665752,Not Clinically Relevant,-0.509,,-0.308,gdsc_PHA-665752,-0.408,-.-
fr-180204,Not Clinically Relevant,-0.409,,,gdsc_FR-180204,-0.409,-..
cgp-082996,Not Clinically Relevant,-0.413,,,gdsc_CGP-082996,-0.413,-..
jw-7-52-1,Not Clinically Relevant,-0.418,,,gdsc_JW-7-52-1,-0.418,-..
kin001-236,Not Clinically Relevant,-0.418,,,gdsc_KIN001-236,-0.418,-..
doramapimod,Not Clinically Relevant,-0.419,,,gdsc_Doramapimod,-0.419,-..
fmk,Not Clinically Relevant,-0.42100000000000004,,,gdsc_FMK,-0.421,-..
stf-62247,Not Clinically Relevant,-0.424,,,gdsc_STF-62247,-0.424,-..
afatinib,EGFR and ErbB2 inhibitor,-0.545,-0.307,,gdsc_Afatinib,-0.426,--.
nu7441,Not Clinically Relevant,-0.42700000000000005,,,gdsc_NU7441,-0.427,-..
tak-715,Not Clinically Relevant,-0.428,,,gdsc_TAK-715,-0.428,-..
fti-277,Not Clinically Relevant,-0.428,,,gdsc_FTI-277,-0.428,-..
jnk inhibitor viii,Not Clinically Relevant,-0.43200000000000005,,,gdsc_JNK Inhibitor VIII,-0.432,-..
plx-4720,Not Clinically Relevant,-0.498,-0.386,,gdsc_PLX-4720,-0.442,--.
cgp-60474,Not Clinically Relevant,-0.445,,,gdsc_CGP-60474,-0.445,-..
bix02189,Not Clinically Relevant,-0.446,,,gdsc_BIX02189,-0.446,-..
ci-1040,Not Clinically Relevant,-0.44799999999999995,,,gdsc_CI-1040,-0.448,-..
bryostatin 1,Not Clinically Relevant,-0.452,,,gdsc_Bryostatin 1,-0.452,-..
iox2,Not Clinically Relevant,-0.45299999999999996,,,gdsc_IOX2,-0.453,-..
tozasertib,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",-0.45899999999999996,,,gdsc_Tozasertib,-0.459,-..
ro-3306,Not Clinically Relevant,-0.462,,,gdsc_RO-3306,-0.462,-..
vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.46399999999999997,,,gdsc_Vismodegib,-0.464,-..
sb216763,Not Clinically Relevant,-0.46399999999999997,,,gdsc_SB216763,-0.464,-..
z-llnle-cho,Not Clinically Relevant,-0.467,,,gdsc_Z-LLNle-CHO,-0.467,-..
whi-p97,Not Clinically Relevant,-0.469,,,gdsc_WHI-P97,-0.469,-..
xav939,Not Clinically Relevant,-0.47200000000000003,,,gdsc_XAV939,-0.472,-..
cp724714,Not Clinically Relevant,-0.48100000000000004,,,gdsc_CP724714,-0.481,-..
rapamycin,"rapamycin, mTOR inhibitor",-0.486,,,gdsc_Rapamycin,-0.486,-..
681640,Not Clinically Relevant,-0.495,,,gdsc_681640,-0.495,-..
qs11,Not Clinically Relevant,-0.505,,,gdsc_QS11,-0.505,-..
pelitinib,Not Clinically Relevant,-0.512,,,gdsc_Pelitinib,-0.512,-..
kin001-260,Not Clinically Relevant,-0.528,,,gdsc_KIN001-260,-0.528,-..
az628,Not Clinically Relevant,-0.529,,,gdsc_AZ628,-0.529,-..
idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.537,,,gdsc_Idelalisib,-0.537,-..
ruxolitinib,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera",-0.735,-0.34600000000000003,,gdsc_Ruxolitinib,-0.54,--.
y-39983,Not Clinically Relevant,-0.542,,,gdsc_Y-39983,-0.542,-..
ql-xi-92,Not Clinically Relevant,-0.5579999999999999,,,gdsc_QL-XI-92,-0.558,-..
nutlin-3a (-),Not Clinically Relevant,-0.563,,,gdsc_Nutlin-3a (-),-0.563,-..
rtrail,Not Clinically Relevant,-0.574,,,gdsc_rTRAIL,-0.574,-..
wz-1-84,Not Clinically Relevant,-0.5760000000000001,,,gdsc_WZ-1-84,-0.576,-..
t0901317,Not Clinically Relevant,-0.5760000000000001,,,gdsc_T0901317,-0.576,-..
cyclopamine,Not Clinically Relevant,-0.5770000000000001,,,gdsc_Cyclopamine,-0.577,-..
pd173074,Not Clinically Relevant,-0.5770000000000001,,,gdsc_PD173074,-0.577,-..
gnf-2,Not Clinically Relevant,-0.578,,,gdsc_GNF-2,-0.578,-..
cetuximab,Not Clinically Relevant,-0.578,,,gdsc_Cetuximab,-0.578,-..
vx-11e,Not Clinically Relevant,-0.604,,,gdsc_VX-11e,-0.604,-..
gw441756,Not Clinically Relevant,-0.615,,,gdsc_GW441756,-0.615,-..
vnlg/124,Not Clinically Relevant,-0.636,,,gdsc_VNLG/124,-0.636,-..
motesanib,Not Clinically Relevant,-0.639,,,gdsc_Motesanib,-0.639,-..
alectinib,"ALK inhibitor, used to treat non-small-cell lung cancer (NSCLC)",-0.722,,,gdsc_Alectinib,-0.722,-..
